name,init_E,opt_E,N_atoms,mean_displacement_A,max_displacement_A,mean_abs_charge_diff,max_abs_charge_diff,cell_00_0,cell_01_0,cell_02_0,cell_10_0,cell_11_0,cell_12_0,cell_20_0,cell_21_0,cell_22_0,cell_00_1,cell_01_1,cell_02_1,cell_10_1,cell_11_1,cell_12_1,cell_20_1,cell_21_1,cell_22_1,volume_0,volume_1,LCD_0,PLD_0,LFPD_0,density_0,VF_0,PV_0,LCD_1,PLD_1,LFPD_1,density_1,VF_1,PV_1,f-sbu-chi-0,f-sbu-chi-1,f-sbu-chi-2,f-sbu-chi-3,f-sbu-Z-0,f-sbu-Z-1,f-sbu-Z-2,f-sbu-Z-3,f-sbu-I-0,f-sbu-I-1,f-sbu-I-2,f-sbu-I-3,f-sbu-T-0,f-sbu-T-1,f-sbu-T-2,f-sbu-T-3,f-sbu-S-0,f-sbu-S-1,f-sbu-S-2,f-sbu-S-3,mc-chi-0,mc-chi-1,mc-chi-2,mc-chi-3,mc-Z-0,mc-Z-1,mc-Z-2,mc-Z-3,mc-I-0,mc-I-1,mc-I-2,mc-I-3,mc-T-0,mc-T-1,mc-T-2,mc-T-3,mc-S-0,mc-S-1,mc-S-2,mc-S-3,D_mc-chi-0,D_mc-chi-1,D_mc-chi-2,D_mc-chi-3,D_mc-Z-0,D_mc-Z-1,D_mc-Z-2,D_mc-Z-3,D_mc-I-0,D_mc-I-1,D_mc-I-2,D_mc-I-3,D_mc-T-0,D_mc-T-1,D_mc-T-2,D_mc-T-3,D_mc-S-0,D_mc-S-1,D_mc-S-2,D_mc-S-3,f-link-chi-0,f-link-chi-1,f-link-chi-2,f-link-chi-3,f-link-Z-0,f-link-Z-1,f-link-Z-2,f-link-Z-3,f-link-I-0,f-link-I-1,f-link-I-2,f-link-I-3,f-link-T-0,f-link-T-1,f-link-T-2,f-link-T-3,f-link-S-0,f-link-S-1,f-link-S-2,f-link-S-3,lc-chi-0,lc-chi-1,lc-chi-2,lc-chi-3,lc-Z-0,lc-Z-1,lc-Z-2,lc-Z-3,lc-I-0,lc-I-1,lc-I-2,lc-I-3,lc-T-0,lc-T-1,lc-T-2,lc-T-3,lc-S-0,lc-S-1,lc-S-2,lc-S-3,lc-alpha-0,lc-alpha-1,lc-alpha-2,lc-alpha-3,D_lc-chi-0,D_lc-chi-1,D_lc-chi-2,D_lc-chi-3,D_lc-Z-0,D_lc-Z-1,D_lc-Z-2,D_lc-Z-3,D_lc-I-0,D_lc-I-1,D_lc-I-2,D_lc-I-3,D_lc-T-0,D_lc-T-1,D_lc-T-2,D_lc-T-3,D_lc-S-0,D_lc-S-1,D_lc-S-2,D_lc-S-3,D_lc-alpha-0,D_lc-alpha-1,D_lc-alpha-2,D_lc-alpha-3,func-chi-0,func-chi-1,func-chi-2,func-chi-3,func-Z-0,func-Z-1,func-Z-2,func-Z-3,func-I-0,func-I-1,func-I-2,func-I-3,func-T-0,func-T-1,func-T-2,func-T-3,func-S-0,func-S-1,func-S-2,func-S-3,func-alpha-0,func-alpha-1,func-alpha-2,func-alpha-3,D_func-chi-0,D_func-chi-1,D_func-chi-2,D_func-chi-3,D_func-Z-0,D_func-Z-1,D_func-Z-2,D_func-Z-3,D_func-I-0,D_func-I-1,D_func-I-2,D_func-I-3,D_func-T-0,D_func-T-1,D_func-T-2,D_func-T-3,D_func-S-0,D_func-S-1,D_func-S-2,D_func-S-3,D_func-alpha-0,D_func-alpha-1,D_func-alpha-2,D_func-alpha-3,target
BAXSIE_clean,-912.0491905,-923.1734946,128,0.05561037,0.199225944,0.012917539,0.046356,8.3587,0,0,0,15.2253,0,0,0,15.2253,8.413170789,0,0,1.06E-07,15.33113584,0,-1.29E-07,1.07E-07,15.33113595,1937.628242,1977.463025,5.31376,5.06628,5.30265,1.49933,0.437,0.291463,5.28964,5.08976,5.28964,1.46913,0.439,0.298817,895.4672,2108.976,7192.972,9542.0864,6808,23184,52368,82928,112,352,880,1440,1328,4752,10456,16480,81.2976,274.4544,614.2096,1015.9072,1.7161,25.7022,26.23275,78.9275,144,522,888,1716,1,6,9.5,20,38,113,247,352,1.9321,5.8658,12.60035,20.7527,0,-11.76,-7.58,-34.05,0,28.5,40,97,0,0,0,0,0,20,18,65.5,0,4.12,4.14,12.87,103.1701,182.9072,271.9894,260.0468,535,950,1384,1196,12,24,34,32,58,134,166,120,6.358,13.2448,18.2554,15.808,10.9696,11.51253333,21.48906667,24.6048,59,62.33333333,116.6666667,123,1,1.333333333,2.333333333,2.666666667,2,5.333333333,8.666666667,7.333333333,0.542766667,0.754733333,1.3075,1.389733333,36.98,86.05333333,142.2733333,131.2108713,0,0.756666667,1.083333333,1.036666667,0,1.666666667,2.333333333,3.666666667,0,0,0,0,0,-1.666666667,-2.333333333,-1.333333333,0,-0.033333333,-0.046666667,0.093333333,0,-5.3,-7.9,-4.335703333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BAZGAM_clean,-4325.70972,-4440.347049,636,0.432312948,1.84410979,0.019605138,0.058965,48.3033,0,0,24.15165,41.83188489,0,24.15165,13.94396163,39.4394793,48.58130382,0,0,24.29065846,42.07265209,0,24.29065354,14.02415934,39.66646494,79692.12514,81076.04464,42.79816,24.24061,42.79816,0.126526,0.9392,7.42299,42.85413,23.02408,42.85413,0.124366,0.9414,7.56959,127.8988,244.928,456.1952,525.632,2338,4480,4832,6016,14,32,48,64,80,192,256,320,10.4436,25.112,34.0544,43.0992,3.61,26.144,19.38,45.524,841,928,696,1624,1,4,4,8,16,32,48,80,1.9044,4.0296,4.2504,8.28,0,-6.16,-2.6,-8.76,0,84,92,176,0,0,0,0,0,8,4,12,0,2.6,2.44,5.04,494.2941,1071.459,1718.5056,2244.543,2031,4572,6792,7584,78,168,270,366,438,1116,1662,1950,33.5742,82.6056,126.0894,153.5742,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BAZGEQ_clean,-8448.148839,-8669.387655,1224,0.898172997,1.314564943,0.016750039,0.066182,38.342,0,0,0,39.707,0,0,0,39.707,36.290288,0,0,-5.46E-06,40.8498164,0,-7.22E-06,2.51E-05,40.84981322,60451.75514,60557.87105,27.24034,13.9632,26.59503,0.334895,0.8624,2.57514,26.84111,13.26092,25.78098,0.334308,0.8524,2.54975,127.8988,244.928,456.1952,525.632,2338,4480,4832,6016,14,32,48,64,80,192,256,320,10.4436,25.112,34.0544,43.0992,3.61,26.144,19.38,45.524,841,928,696,1624,1,4,4,8,16,32,48,80,1.9044,4.0296,4.2504,8.28,0,-6.16,-2.6,-8.76,0,84,92,176,0,0,0,0,0,8,4,12,0,2.6,2.44,5.04,487.9914,1052.793,1682.6142,2147.388,2067,4608,6870,7620,75,162,258,342,420,1062,1560,1788,33.0723,80.7114,122.3034,146.2746,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,9.2416,15.504,33.9872,38.76,49,84,182,210,1,2,4,5,4,12,20,30,0.5625,1.155,2.28,2.8875,54.76,167.24,276.76,418.1,0,0.98,0.98,2.45,0,2,2,5,0,0,0,0,0,-2,-2,-5,0,-0.04,-0.04,-0.1,0,-7.8,-7.8,-19.5,1
BEDYEQ_clean,-4117.278958,-4177.259942,558,0.261167106,0.613095949,0.014494688,0.138904,17.143,0,0,0,41.968,0,0,-20.984,36.34535415,17.66864857,0,0,3.37E-05,41.31324132,0,-1.61E-05,-20.65664441,35.77835184,26148.93487,26116.37723,33.05863,31.49051,33.05863,0.462445,0.8292,1.79308,32.57465,30.75151,32.57465,0.463021,0.8264,1.7848,183.7605333,335.6421333,1143.5256,1070.267733,4774,11053.33333,23021.33333,23765.33333,22,54.66666667,122.6666667,154.6666667,193.3333333,630.6666667,1112,1258.666667,16.94466667,48.7844,93.3,122.5429333,2.1639,29.8849,21.4227,71.1097,1369,1892.5,5592,4468,1,6.25,7,16,40.25,104.25,204,251,2.169325,6.867875,11.4114,17.6253,0,-12.0925,-3.88,-27.81,0,181.25,108,480,0,0,0,0,0,24,12,61,0,4.615,2.5,11.89,559.9152,1209.924,1958.0048,2458.396,2460,5472,8384,9256,84,184,296,384,480,1224,1832,2096,38.258,93.5704,144.4648,170.7808,10.9696,11.016,24.07306667,26.49066667,59,60,130.6666667,124.6666667,1,1.333333333,2.666666667,3.333333333,2,6,10.66666667,13.33333333,0.542766667,0.759733333,1.5,1.704466667,36.98,95.67333333,170.1466667,213.5817427,0,0.92,1.246666667,2.4,0,2,2.666666667,8,0,0,0,0,0,-2,-2.666666667,-3.333333333,0,-0.04,-0.053333333,0.173333333,0,-6.6,-9.2,-11.27140667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BEFKUU_clean,-269.5063865,-272.3708067,36,0.134035894,0.198067001,0.023232222,0.05318,9.44882475,0,0,-0.725976205,9.420894209,0,-0.725976205,-0.784072427,9.388209528,9.444838875,0,0,-0.713911459,9.417818839,0,-0.713911505,-0.770077326,9.386282053,835.7044116,834.9077377,6.95338,3.27379,6.95338,1.45391,0.5476,0.37664,7.03022,3.44855,7.03022,1.45529,0.5546,0.381091,69.1109,104.576,170.2104,180.8064,1325,1792,2328,2880,9,16,20,24,36,80,80,48,8.2136,13.5488,17.0796,18.5712,2.5921,22.1536,14.1036,66.4608,169,416,780,1248,1,4,4,12,16,32,64,96,1.5876,3.6792,5.3424,11.0376,0,-7.32,-2.32,-21.96,0,20,-8,60,0,0,0,0,0,8,0,24,0,2.12,0.8,6.36,52.1305,60.2688,142.0032,0,481,960,768,0,5,8,12,0,20,32,12,0,3.2552,6.1904,6.3948,0,11.8336,7.5336,35.5008,0,64,120,192,0,1,1,3,0,1,4,3,0,0.5329,0.7738,1.5987,0,28.09,132.5,84.27,0,0,1.25,0,0,0,-7,0,0,0,0,0,0,0,-3,0,0,0,-0.33,0,0,0,-19.7,0,0,4.7961,30.1344,0,0,225,480,0,0,1,4,0,0,16,16,0,0,1.1236,3.0952,0,0,625,530,0,0,0,-5,0,0,0,28,0,0,0,0,0,0,0,12,0,0,0,1.32,0,0,0,78.8,0,0,1
BEFLAB01_clean,-716.0618088,-726.5591252,96,0.334275518,0.74583553,0.024311313,0.095784,10.0242,0,0,0,14.37663465,0,0,-0.260063235,14.37428228,10.20003633,0,0,1.27E-06,14.12903486,0,-7.96E-07,-0.000190311,14.12903425,2071.539069,2036.229352,5.80097,3.15558,5.69844,1.5641,0.5028,0.321463,6.43355,3.83654,6.4291,1.59122,0.5108,0.321011,69.1109,104.576,170.2104,180.8064,1325,1792,2328,2880,9,16,20,24,36,80,80,48,8.2136,13.5488,17.0796,18.5712,2.5921,22.1536,14.1036,66.4608,169,416,780,1248,1,4,4,12,16,32,64,96,1.5876,3.6792,5.3424,11.0376,0,-7.32,-2.32,-21.96,0,20,-8,60,0,0,0,0,0,8,0,24,0,2.12,0.8,6.36,52.1305,60.2688,142.0032,0,481,960,768,0,5,8,12,0,20,32,12,0,3.2552,6.1904,6.3948,0,11.8336,7.5336,35.5008,0,64,120,192,0,1,1,3,0,1,4,3,0,0.5329,0.7738,1.5987,0,28.09,132.5,84.27,0,0,1.25,0,0,0,-7,0,0,0,0,0,0,0,-3,0,0,0,-0.33,0,0,0,-19.7,0,0,4.7961,30.1344,0,0,225,480,0,0,1,4,0,0,16,16,0,0,1.1236,3.0952,0,0,625,530,0,0,0,-5,0,0,0,28,0,0,0,0,0,0,0,12,0,0,0,1.32,0,0,0,78.8,0,0,1
BEFLEF_clean,-358.6806282,-363.2917973,48,0.395393266,0.693723031,0.027387917,0.098058,10.00981556,0,0,-0.461688551,9.999162526,0,0,0,10.1658,9.767972722,0,0,-0.11676534,9.767274672,0,3.91E-05,-2.71E-05,9.709288208,1017.492611,926.328939,4.34381,2.9685,4.34381,1.5922,0.5014,0.314911,3.82225,2.47977,3.82225,1.74889,0.4696,0.268513,69.1109,104.576,170.2104,180.8064,1325,1792,2328,2880,9,16,20,24,36,80,80,48,8.2136,13.5488,17.0796,18.5712,2.5921,22.1536,14.1036,66.4608,169,416,780,1248,1,4,4,12,16,32,64,96,1.5876,3.6792,5.3424,11.0376,0,-7.32,-2.32,-21.96,0,20,-8,60,0,0,0,0,0,8,0,24,0,2.12,0.8,6.36,52.1305,60.2688,142.0032,0,481,960,768,0,5,8,12,0,20,32,12,0,3.2552,6.1904,6.3948,0,11.8336,7.5336,35.5008,0,64,120,192,0,1,1,3,0,1,4,3,0,0.5329,0.7738,1.5987,0,28.09,132.5,84.27,0,0,1.25,0,0,0,-7,0,0,0,0,0,0,0,-3,0,0,0,-0.33,0,0,0,-19.7,0,0,4.7961,30.1344,0,0,225,480,0,0,1,4,0,0,16,16,0,0,1.1236,3.0952,0,0,625,530,0,0,0,-5,0,0,0,28,0,0,0,0,0,0,0,12,0,0,0,1.32,0,0,0,78.8,0,0,1
BEFLIJ_clean,-180.2123364,-181.6105624,24,0.137923477,0.235981738,0.033023875,0.06902,8.72547358,0,0,-2.739865405,8.284143091,0,-2.992804091,-4.14207155,7.300500002,8.661493504,0,0,-2.483140964,8.297921318,0,-3.089176012,-4.148961981,7.065529898,527.7025649,507.8165317,4.69454,3.18706,4.69454,1.535,0.5082,0.331075,4.63992,2.90381,4.63981,1.59511,0.4978,0.312078,69.1109,104.576,170.2104,180.8064,1325,1792,2328,2880,9,16,20,24,36,80,80,48,8.2136,13.5488,17.0796,18.5712,2.5921,22.1536,14.1036,66.4608,169,416,780,1248,1,4,4,12,16,32,64,96,1.5876,3.6792,5.3424,11.0376,0,-7.32,-2.32,-21.96,0,20,-8,60,0,0,0,0,0,8,0,24,0,2.12,0.8,6.36,52.1305,60.2688,142.0032,0,481,960,768,0,5,8,12,0,20,32,12,0,3.2552,6.1904,6.3948,0,11.8336,7.5336,35.5008,0,64,120,192,0,1,1,3,0,1,4,3,0,0.5329,0.7738,1.5987,0,28.09,132.5,84.27,0,0,1.25,0,0,0,-7,0,0,0,0,0,0,0,-3,0,0,0,-0.33,0,0,0,-19.7,0,0,4.7961,30.1344,0,0,225,480,0,0,1,4,0,0,16,16,0,0,1.1236,3.0952,0,0,625,530,0,0,0,-5,0,0,0,28,0,0,0,0,0,0,0,12,0,0,0,1.32,0,0,0,78.8,0,0,1
BEFLUV_clean,-707.0696952,-726.5591214,96,0.331748218,0.471024446,0.032938417,0.086626,9.6146,0,0,0,14.6615,0,0,0,14.6615,10.20012722,0,0,9.19E-07,14.12923612,0,5.79E-07,-1.33E-06,14.12923326,2066.7504,2036.305182,5.75316,3.84105,5.75316,1.56773,0.4852,0.309493,6.43548,3.83888,6.42999,1.59116,0.5014,0.315115,69.1109,104.576,170.2104,180.8064,1325,1792,2328,2880,9,16,20,24,36,80,80,48,8.2136,13.5488,17.0796,18.5712,2.5921,22.1536,14.1036,66.4608,169,416,780,1248,1,4,4,12,16,32,64,96,1.5876,3.6792,5.3424,11.0376,0,-7.32,-2.32,-21.96,0,20,-8,60,0,0,0,0,0,8,0,24,0,2.12,0.8,6.36,52.1305,60.2688,142.0032,0,481,960,768,0,5,8,12,0,20,32,12,0,3.2552,6.1904,6.3948,0,11.8336,7.5336,35.5008,0,64,120,192,0,1,1,3,0,1,4,3,0,0.5329,0.7738,1.5987,0,28.09,132.5,84.27,0,0,1.25,0,0,0,-7,0,0,0,0,0,0,0,-3,0,0,0,-0.33,0,0,0,-19.7,0,0,4.7961,30.1344,0,0,225,480,0,0,1,4,0,0,16,16,0,0,1.1236,3.0952,0,0,625,530,0,0,0,-5,0,0,0,28,0,0,0,0,0,0,0,12,0,0,0,1.32,0,0,0,78.8,0,0,1
BEFMAC_clean,-357.9714516,-363.2544261,48,0.20016209,0.32874797,0.029675708,0.08964,8.91386182,0,0,-3.051315087,8.375345293,0,-0.023192499,-0.033133243,14.30404282,8.728836967,0,0,-2.965118942,8.209790665,0,-0.047706211,-0.067953278,14.16298907,1067.892214,1014.94705,5.39704,3.47321,5.39704,1.51705,0.5222,0.34422,5.19566,3.27025,5.10742,1.59619,0.5188,0.325024,69.1109,104.576,170.2104,180.8064,1325,1792,2328,2880,9,16,20,24,36,80,80,48,8.2136,13.5488,17.0796,18.5712,2.5921,22.1536,14.1036,66.4608,169,416,780,1248,1,4,4,12,16,32,64,96,1.5876,3.6792,5.3424,11.0376,0,-7.32,-2.32,-21.96,0,20,-8,60,0,0,0,0,0,8,0,24,0,2.12,0.8,6.36,52.1305,60.2688,142.0032,0,481,960,768,0,5,8,12,0,20,32,12,0,3.2552,6.1904,6.3948,0,11.8336,7.5336,35.5008,0,64,120,192,0,1,1,3,0,1,4,3,0,0.5329,0.7738,1.5987,0,28.09,132.5,84.27,0,0,1.25,0,0,0,-7,0,0,0,0,0,0,0,-3,0,0,0,-0.33,0,0,0,-19.7,0,0,4.7961,30.1344,0,0,225,480,0,0,1,4,0,0,16,16,0,0,1.1236,3.0952,0,0,625,530,0,0,0,-5,0,0,0,28,0,0,0,0,0,0,0,12,0,0,0,1.32,0,0,0,78.8,0,0,1
BEFMOQ_clean,-429.4505085,-435.3126359,60,0.27031327,0.563935495,0.033490167,0.109342,9.66070111,0,0,0.672756969,9.63724774,0,-0.100374378,-0.093611717,14.01732806,9.357294171,0,0,0.260290746,9.353673337,0,-0.015451822,-0.015029682,13.30410403,1305.049266,1164.442676,4.45975,2.56814,4.45975,1.79564,0.4988,0.277784,3.90029,2.29268,3.80828,2.01246,0.4484,0.222812,69.67628,109.03424,173.04864,180.8064,1661,2329.6,3336,2880,9,16,20,24,36,80,80,48,8.2136,13.5488,17.0796,18.5712,3.15748,24.38272,15.52272,73.14816,505,684.8,1284,2054.4,1,4,4,12,16,32,64,96,1.5876,3.6792,5.3424,11.0376,0,-6.672,-1.672,-20.016,0,53.6,25.6,160.8,0,0,0,0,0,8,0,24,0,2.12,0.8,6.36,52.1305,60.2688,142.0032,0,481,960,768,0,5,8,12,0,20,32,12,0,3.2552,6.1904,6.3948,0,11.8336,7.5336,35.5008,0,64,120,192,0,1,1,3,0,1,4,3,0,0.5329,0.7738,1.5987,0,28.09,132.5,84.27,0,0,1.25,0,0,0,-7,0,0,0,0,0,0,0,-3,0,0,0,-0.33,0,0,0,-19.7,0,0,4.7961,30.1344,0,0,225,480,0,0,1,4,0,0,16,16,0,0,1.1236,3.0952,0,0,625,530,0,0,0,-5,0,0,0,28,0,0,0,0,0,0,0,12,0,0,0,1.32,0,0,0,78.8,0,0,1
BEFMUW_clean,-430.9449704,-435.3126374,60,0.211077986,0.427602688,0.024797183,0.077254,9.55107498,0,0,0.44754635,9.540583606,0,0.140631473,0.134189133,13.85133616,9.356848996,0,0,0.259089728,9.353261363,0,0.014410969,0.014018533,13.30572163,1262.172941,1164.477561,4.18827,2.4622,4.0485,1.85664,0.4896,0.263703,3.89617,2.2919,3.80128,2.0124,0.4602,0.228682,69.67628,109.03424,173.04864,180.8064,1661,2329.6,3336,2880,9,16,20,24,36,80,80,48,8.2136,13.5488,17.0796,18.5712,3.15748,24.38272,15.52272,73.14816,505,684.8,1284,2054.4,1,4,4,12,16,32,64,96,1.5876,3.6792,5.3424,11.0376,0,-6.672,-1.672,-20.016,0,53.6,25.6,160.8,0,0,0,0,0,8,0,24,0,2.12,0.8,6.36,52.1305,60.2688,142.0032,0,481,960,768,0,5,8,12,0,20,32,12,0,3.2552,6.1904,6.3948,0,11.8336,7.5336,35.5008,0,64,120,192,0,1,1,3,0,1,4,3,0,0.5329,0.7738,1.5987,0,28.09,132.5,84.27,0,0,1.25,0,0,0,-7,0,0,0,0,0,0,0,-3,0,0,0,-0.33,0,0,0,-19.7,0,0,4.7961,30.1344,0,0,225,480,0,0,1,4,0,0,16,16,0,0,1.1236,3.0952,0,0,625,530,0,0,0,-5,0,0,0,28,0,0,0,0,0,0,0,12,0,0,0,1.32,0,0,0,78.8,0,0,1
BEFNAD_clean,-419.2655479,-421.2721831,60,0.266499027,0.497291997,0.030567033,0.089275,9.56806331,0,0,0.395047026,9.559904463,0,0.231475938,0.222108135,13.83828208,9.322625962,0,0,0.056435842,9.322456135,0,0.100019443,0.099415091,13.21863865,1265.784495,1148.828866,4.1732,2.49435,4.08304,2.04731,0.4908,0.239729,3.63965,2.24224,3.52297,2.25574,0.446,0.197718,70.00154,111.62112,174.69552,180.8064,1931.4,2739.2,4104,2880,9,16,20,24,36,80,80,48,8.2036,13.52544,17.04568,18.5712,3.48274,25.67616,16.34616,77.02848,775.4,889.6,1668,2668.8,1,4,4,12,16,32,64,96,1.5776,3.66752,5.32544,11.00256,0,-6.296,-1.296,-18.888,0,79.2,51.2,237.6,0,0,0,0,0,8,0,24,0,2.104,0.784,6.312,52.1305,60.2688,142.0032,0,481,960,768,0,5,8,12,0,20,32,12,0,3.2552,6.1904,6.3948,0,11.8336,7.5336,35.5008,0,64,120,192,0,1,1,3,0,1,4,3,0,0.5329,0.7738,1.5987,0,28.09,132.5,84.27,0,0,1.25,0,0,0,-7,0,0,0,0,0,0,0,-3,0,0,0,-0.33,0,0,0,-19.7,0,0,4.7961,30.1344,0,0,225,480,0,0,1,4,0,0,16,16,0,0,1.1236,3.0952,0,0,625,530,0,0,0,-5,0,0,0,28,0,0,0,0,0,0,0,12,0,0,0,1.32,0,0,0,78.8,0,0,1
BEFNEH_clean,-591.2873488,-858.9544602,124,1.393772969,4.446598722,0.124776363,0.780225,12.9228,0,0,-0.692321746,14.18091025,0,0,0,14.2262,12.81650466,0,0,-0.777514867,13.00232933,0,0.908714796,1.95604999,13.6879366,2607.051686,2281.01818,4.76957,3.33502,4.28592,2.16567,0.4914,0.226904,3.97846,2.22642,3.97846,2.47522,0.3788,0.153037,70.65676,121.58336,182.39888,180.8064,2123.6,3136,5182.8,2880,9.2,17.6,22,24,43.2,107.2,104.8,52.8,8.51112,14.97376,19.77368,18.5712,3.4483,25.54773333,17.39866667,76.6432,806.3333333,906.6666667,1979,2720,1,4,4.333333333,12,16,37.33333333,69.33333333,104,1.570933333,3.659733333,5.834933333,10.9792,0,-6.333333333,-1.333333333,-19,0,81.33333333,53.33333333,244,0,0,0,0,0,6.666666667,0,22,0,2.093333333,0.773333333,6.28,52.1305,60.2688,142.0032,0,481,960,768,0,5,8,12,0,20,32,12,0,3.2552,6.1904,6.3948,0,11.8336,7.5336,35.5008,0,64,120,192,0,1,1,3,0,1,4,3,0,0.5329,0.7738,1.5987,0,28.09,132.5,84.27,0,0,1.25,0,0,0,-7,0,0,0,0,0,0,0,-3,0,0,0,-0.33,0,0,0,-19.7,0,0,4.7961,30.1344,0,0,225,480,0,0,1,4,0,0,16,16,0,0,1.1236,3.0952,0,0,625,530,0,0,0,-5,0,0,0,28,0,0,0,0,0,0,0,12,0,0,0,1.32,0,0,0,78.8,0,0,1
BEFNIL_clean,-171.047602,-181.4700702,24,0.448444695,0.614594278,0.0440345,0.064252,8.70175407,0,0,-3.348414121,8.031727508,0,-2.676669974,-4.015863754,7.240773443,8.687334168,0,0,-2.895661032,8.190560503,0,-2.899430612,-4.092735911,7.093133634,506.058507,504.705796,4.39179,3.18799,4.39179,1.60065,0.4652,0.290631,3.92723,3.02276,3.92702,1.60494,0.5004,0.311787,69.1109,104.576,170.2104,180.8064,1325,1792,2328,2880,9,16,20,24,36,80,80,48,8.2136,13.5488,17.0796,18.5712,2.5921,22.1536,14.1036,66.4608,169,416,780,1248,1,4,4,12,16,32,64,96,1.5876,3.6792,5.3424,11.0376,0,-7.32,-2.32,-21.96,0,20,-8,60,0,0,0,0,0,8,0,24,0,2.12,0.8,6.36,52.1305,60.2688,142.0032,0,481,960,768,0,5,8,12,0,20,32,12,0,3.2552,6.1904,6.3948,0,11.8336,7.5336,35.5008,0,64,120,192,0,1,1,3,0,1,4,3,0,0.5329,0.7738,1.5987,0,28.09,132.5,84.27,0,0,1.25,0,0,0,-7,0,0,0,0,0,0,0,-3,0,0,0,-0.33,0,0,0,-19.7,0,0,4.7961,30.1344,0,0,225,480,0,0,1,4,0,0,16,16,0,0,1.1236,3.0952,0,0,625,530,0,0,0,-5,0,0,0,28,0,0,0,0,0,0,0,12,0,0,0,1.32,0,0,0,78.8,0,0,1
BEFNUX_clean,-655.7802059,-697.054444,100,0.6123414,1.347820975,0.11559112,0.416216,8.9091,0,0,0,14.7891,0,0,0,14.9748,8.708668766,0,0,1.89E-05,14.28286666,0,1.79E-07,-1.30E-07,14.54095421,1973.043271,1808.673023,4.93001,3.0654,4.93001,2.16261,0.4652,0.21511,4.3856,2.99141,4.3856,2.35915,0.422,0.178878,72.947025,124.3216,192.3846,192.1068,1959,2968,4224,3060,9.25,17.5,21.5,25.5,42.5,103.5,96.5,57,8.334325,14.62555,17.83655,19.7319,3.469825,27.1846,16.3155,81.7344,787,958,1680,2850,1,4.25,4,12.75,18.25,39,72.25,114,1.5751,3.8909,5.3212,11.68365,0,-6.7175,-1.31,-20.1,0,85.75,52,254.25,0,0,0,0,0,9.25,0,27,0,2.2275,0.78,6.6975,55.0889,69.9524,159.7536,0,497,1052,864,0,5.25,9,13.5,0,24,43.5,16.5,0,3.388425,6.84375,7.19415,0,11.8336,8.71696,37.27584,0,64,126.4,201.6,0,1,1.1,3.15,0,1.3,5.15,3.75,0,0.5329,0.82709,1.678635,0,28.09,135.309,88.4835,0,0,1.25,0,0,0,-7,0,0,0,0,0,0,0,-3.15,0,0,0,-0.33,0,0,0,-19.7,0,0,4.7961,32.0178,0,0,225,510,0,0,1,4.25,0,0,18.25,20.75,0,0,1.1236,3.28865,0,0,625,563.125,0,0,0,-5.3125,0,0,0,29.75,0,0,0,0,0,0,0,13.5,0,0,0,1.4025,0,0,0,83.725,0,0,1
