name,init_E,opt_E,N_atoms,mean_displacement_A,max_displacement_A,mean_abs_charge_diff,max_abs_charge_diff,cell_00_0,cell_01_0,cell_02_0,cell_10_0,cell_11_0,cell_12_0,cell_20_0,cell_21_0,cell_22_0,cell_00_1,cell_01_1,cell_02_1,cell_10_1,cell_11_1,cell_12_1,cell_20_1,cell_21_1,cell_22_1,volume_0,volume_1,LCD_0,PLD_0,LFPD_0,density_0,VF_0,PV_0,LCD_1,PLD_1,LFPD_1,density_1,VF_1,PV_1,f-sbu-chi-0,f-sbu-chi-1,f-sbu-chi-2,f-sbu-chi-3,f-sbu-Z-0,f-sbu-Z-1,f-sbu-Z-2,f-sbu-Z-3,f-sbu-I-0,f-sbu-I-1,f-sbu-I-2,f-sbu-I-3,f-sbu-T-0,f-sbu-T-1,f-sbu-T-2,f-sbu-T-3,f-sbu-S-0,f-sbu-S-1,f-sbu-S-2,f-sbu-S-3,mc-chi-0,mc-chi-1,mc-chi-2,mc-chi-3,mc-Z-0,mc-Z-1,mc-Z-2,mc-Z-3,mc-I-0,mc-I-1,mc-I-2,mc-I-3,mc-T-0,mc-T-1,mc-T-2,mc-T-3,mc-S-0,mc-S-1,mc-S-2,mc-S-3,D_mc-chi-0,D_mc-chi-1,D_mc-chi-2,D_mc-chi-3,D_mc-Z-0,D_mc-Z-1,D_mc-Z-2,D_mc-Z-3,D_mc-I-0,D_mc-I-1,D_mc-I-2,D_mc-I-3,D_mc-T-0,D_mc-T-1,D_mc-T-2,D_mc-T-3,D_mc-S-0,D_mc-S-1,D_mc-S-2,D_mc-S-3,f-link-chi-0,f-link-chi-1,f-link-chi-2,f-link-chi-3,f-link-Z-0,f-link-Z-1,f-link-Z-2,f-link-Z-3,f-link-I-0,f-link-I-1,f-link-I-2,f-link-I-3,f-link-T-0,f-link-T-1,f-link-T-2,f-link-T-3,f-link-S-0,f-link-S-1,f-link-S-2,f-link-S-3,lc-chi-0,lc-chi-1,lc-chi-2,lc-chi-3,lc-Z-0,lc-Z-1,lc-Z-2,lc-Z-3,lc-I-0,lc-I-1,lc-I-2,lc-I-3,lc-T-0,lc-T-1,lc-T-2,lc-T-3,lc-S-0,lc-S-1,lc-S-2,lc-S-3,lc-alpha-0,lc-alpha-1,lc-alpha-2,lc-alpha-3,D_lc-chi-0,D_lc-chi-1,D_lc-chi-2,D_lc-chi-3,D_lc-Z-0,D_lc-Z-1,D_lc-Z-2,D_lc-Z-3,D_lc-I-0,D_lc-I-1,D_lc-I-2,D_lc-I-3,D_lc-T-0,D_lc-T-1,D_lc-T-2,D_lc-T-3,D_lc-S-0,D_lc-S-1,D_lc-S-2,D_lc-S-3,D_lc-alpha-0,D_lc-alpha-1,D_lc-alpha-2,D_lc-alpha-3,func-chi-0,func-chi-1,func-chi-2,func-chi-3,func-Z-0,func-Z-1,func-Z-2,func-Z-3,func-I-0,func-I-1,func-I-2,func-I-3,func-T-0,func-T-1,func-T-2,func-T-3,func-S-0,func-S-1,func-S-2,func-S-3,func-alpha-0,func-alpha-1,func-alpha-2,func-alpha-3,D_func-chi-0,D_func-chi-1,D_func-chi-2,D_func-chi-3,D_func-Z-0,D_func-Z-1,D_func-Z-2,D_func-Z-3,D_func-I-0,D_func-I-1,D_func-I-2,D_func-I-3,D_func-T-0,D_func-T-1,D_func-T-2,D_func-T-3,D_func-S-0,D_func-S-1,D_func-S-2,D_func-S-3,D_func-alpha-0,D_func-alpha-1,D_func-alpha-2,D_func-alpha-3,target
ABAVIJ_clean,-749.0793272,-760.1157652,108,0.201101714,0.518512986,0.011744639,0.033041,9.8064,0,0,2.809220296,10.29199561,0,4.903077749,2.90E-05,13.08250207,9.978855818,0,0,2.714635649,9.381813094,0,4.986867704,-0.005301946,13.38740301,1320.383256,1253.325459,4.45543,2.4972,4.39809,1.52493,0.3894,0.255355,3.91999,1.95866,3.91999,1.60652,0.35,0.217862,216.734,413.5808,955.7128,1458.0352,2598,6408,9508,10848,26,56,108,176,164,448,652,752,16.8032,40.5104,72.6124,105.392,3.5344,37.2992,38.352,80.7648,729,1242,1296,2268,1,6,8,16,36,84,144,216,1.5876,5.5692,7.7616,13.3056,0,-8.56,-5.36,-12.88,0,116,168,348,0,0,0,0,0,22,24,60,0,3.14,3.92,9.6,91.2838,176.001,261.8652,273.572,397,768,1020,884,13,26,38,42,64,150,190,168,5.7333,12.7666,17.2678,16.611,10.9696,11.016,23.36373333,18.73866667,59,60,107.3333333,82.66666667,1,1.333333333,2.666666667,2.333333333,2,6,8,7.333333333,0.542766667,0.759733333,1.3,1.126966667,36.98,95.67333333,136.635076,129.9617427,0,0.92,1.48,1.91,0,2,6,7,0,0,0,0,0,-2,-1.333333333,-2.333333333,0,-0.04,0.213333333,0.193333333,0,-6.6,-4.671406667,-7.371406667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ABAYIO_clean,-1216.90477,-1232.748604,168,0.350907478,0.858856723,0.026932262,0.105302,18.92995564,0,0,9.46497782,16.39382248,0,9.46497782,5.464607492,15.45624406,18.41816348,0,0,9.287250083,15.90966662,0,9.152497156,5.325174045,14.96279115,4796.603179,4384.49942,11.38838,4.31822,11.38634,0.949126,0.6592,0.694534,11.08839,4.45665,11.08839,1.03834,0.6364,0.612904,145.455,245.256,615.8416,635.296,2484,5668,6624,7136,16,36,64,80,100,244,320,384,12.4592,30.7332,45.7408,55.4128,2.4025,26.226,15.81,37.138,625,1225,600,1400,1,5,4,8,25,45,60,100,1.9321,5.4349,4.2812,8.34,0,-9.17,-4,-11.56,0,76,76,144,0,0,0,0,0,16,8,20,0,3.04,2.48,5.12,144.0441,255.969,399.6456,462.213,711,1260,1896,1944,18,36,54,66,90,216,294,306,8.9442,19.1268,27.591,31.0002,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ABAYOU_clean,-1171.836081,-1185.947191,168,0.164303604,0.327137977,0.01738303,0.082167,18.8422744,0,0,9.4211372,16.3178883,0,9.4211372,5.439296098,15.38465262,18.47503664,0,0,9.237518193,15.99984842,0,9.237519038,5.333301375,15.08479462,4730.259587,4459.031888,11.249,4.50635,11.249,0.979267,0.6618,0.675812,11.05775,4.1698,11.05775,1.03883,0.637,0.613189,147.7188,267.5904,629.3056,653.4592,2692,6060,6816,7392,16,36,64,80,100,244,320,384,11.7702,28.7,44.1392,53.8944,3.5344,31.8096,19.176,45.0448,729,1323,648,1512,1,5,4,8,25,45,60,100,1.5876,4.9266,3.8808,7.56,0,-7.52,-2.68,-8.92,0,86,84,160,0,0,0,0,0,16,8,20,0,2.39,1.96,4.08,144.0441,255.969,399.6456,462.213,711,1260,1896,1944,18,36,54,66,90,216,294,306,8.9442,19.1268,27.591,31.0002,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ABESUX_clean,-429.5059476,-437.9986768,50,1.44007552,2.63070939,0.17795008,1.106061,10.37945622,0,0,-1.211813046,10.30847324,0,0,0,13.0199,10.30613643,0,0,-2.33974034,9.652828113,0,-1.11E-05,7.47E-05,12.30356487,1393.081734,1224.000015,5.87733,4.42071,5.87661,3.74291,0.5696,0.152181,5.20651,3.65504,5.20651,4.25995,0.5066,0.118922,436.088,1016.7072,4112.6432,5075.0936,88488,235840,271872,442072,50,192,496,680,952,4384,7600,10296,54.9416,243.7312,466.5976,668.7688,1.9044,28.25136,41.57664,53.5992,8464,18179.2,15897.6,30102.4,1,7.2,10.4,13.6,54.4,230.4,291.2,339.2,2.89,12.0224,16.0208,22.1816,0,-10.536,-15.776,-20.072,0,464.8,784,924,0,0,0,0,0,24.8,41.6,47.2,0,5.168,8.256,10.072,52.1305,60.2688,142.0032,0,481,960,768,0,5,8,12,0,20,32,12,0,3.2552,6.1904,6.3948,0,10.4261,12.05376,28.40064,0,96.2,192,153.6,0,1,1.6,2.4,0,4,6.4,2.4,0,0.65104,1.23808,1.27896,0,147.472,212,67.416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.42E-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ABETAE_clean,-429.5819521,-438.9634095,50,1.379660986,2.796891105,0.19151818,1.255414,10.41396298,0,0,-1.150817898,10.35018083,0,0,0,13.0769,9.546647206,0,0,-1.775445362,9.445748616,0,-2.12E-06,8.60E-07,12.53630535,1409.511974,1130.464214,5.88004,4.42278,5.88004,3.69928,0.574,0.155165,4.10199,3.09052,4.02502,4.61242,0.4696,0.101812,436.088,1016.7072,4112.6432,5075.0936,88488,235840,271872,442072,50,192,496,680,952,4384,7600,10296,54.9416,243.7312,466.5976,668.7688,1.9044,28.25136,41.57664,53.5992,8464,18179.2,15897.6,30102.4,1,7.2,10.4,13.6,54.4,230.4,291.2,339.2,2.89,12.0224,16.0208,22.1816,0,-10.536,-15.776,-20.072,0,464.8,784,924,0,0,0,0,0,24.8,41.6,47.2,0,5.168,8.256,10.072,52.1305,60.2688,142.0032,0,481,960,768,0,5,8,12,0,20,32,12,0,3.2552,6.1904,6.3948,0,10.4261,12.05376,28.40064,0,96.2,192,153.6,0,1,1.6,2.4,0,4,6.4,2.4,0,0.65104,1.23808,1.27896,0,147.472,212,67.416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.42E-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ABEXEM_clean,-1115.945833,-1129.003895,144,0.937687764,1.421313192,0.016500035,0.075052,11.0417,0,0,0,12.135,0,0,0,19.6509,10.49072219,0,0,0.013136108,12.47380832,0,4.13E-06,2.87E-06,17.05657345,2633.044322,2232.010542,4.82084,4.14331,4.80387,1.76082,0.494,0.280551,3.67775,3.10795,3.67775,2.07719,0.397,0.191123,146.55175,252.523,724.8794,981.954,4041,7692,10124,5364,18,40,84,116,124,354,547,406,12.5446,33.0012,60.3956,65.7272,1.21,27.5,26.6475,42.1575,3249,3306,3249,4617,1,7.5,9.5,13,56.5,128,214.5,218.5,2.8561,9.32035,12.36235,15.1255,0,-16.75,-13.775,-24.025,0,369.5,484.5,660,0,0,0,0,0,39.5,43,69,0,7.16,8.74,13.02,96.45486667,165.495,247.3212,245.8908,490.6666667,840,1204,1128,11.33333333,22,30.66666667,30.66666667,52.66666667,118,138.6666667,126.6666667,5.831,11.89393333,15.9108,15.09106667,11.104,10.66693333,23.65348148,24.75479111,59.77777778,58.13333333,119.8814815,125.3777778,1,1.281481481,2.562962963,2.562962963,1.844444444,5.533333333,7.940740741,6.303703704,0.541231852,0.72899037,1.348333333,1.336423704,35.59711111,90.10703704,135.0922913,116.6774025,0,0.915333333,1.151777778,0.789407407,0,2,3.688888889,2.896296296,0,0,0,0,0,-2,-1.718518519,-0.925925926,0,-0.04,0.066962963,0.082814815,0,-6.506666667,-5.692371704,-3.121260593,3.944533333,2.924,6.868533333,6.409866667,21.33333333,16,37.33333333,34.66666667,0.333333333,0.333333333,0.666666667,0.666666667,0.333333333,1,1.333333333,1.666666667,0.177633333,0.187366667,0.365,0.369866667,9.363333333,19.96333333,29.32666667,33.03666667,0,0.296666667,0.296666667,0.43,0,0.666666667,0.666666667,1,0,0,0,0,0,-0.666666667,-0.666666667,-1,0,-0.013333333,-0.013333333,-0.02,0,-2,-2,-2.7,0
ABEXIQ_clean,-1120.633707,-1133.906231,144,0.926623449,1.406570048,0.018550444,0.064151,11.036,0,0,0,12.056,0,0,0,19.561,10.21243417,0,0,-0.011010207,12.33600234,0,2.34E-07,8.43E-07,16.89199547,2602.591363,2128.063925,4.80529,4.06893,4.80529,1.7876,0.4776,0.267174,3.59136,2.9812,3.44729,2.18621,0.3822,0.174823,146.59615,253.523,725.8484,981.954,4156,7808,10238,5364,18,40,84,116,124,354,547,406,12.3454,32.3394,59.5178,65.7272,1.2544,28,27.132,42.924,3364,3364,3306,4698,1,7.5,9.5,13,56.5,128,214.5,218.5,2.6569,8.98945,11.92345,14.5885,0,-16.6,-13.585,-23.765,0,377,494,673,0,0,0,0,0,39.5,43,69,0,6.71,8.17,12.24,96.45486667,165.495,247.3212,245.8908,490.6666667,840,1204,1128,11.33333333,22,30.66666667,30.66666667,52.66666667,118,138.6666667,126.6666667,5.831,11.89393333,15.9108,15.09106667,11.104,10.66693333,23.65348148,24.75479111,59.77777778,58.13333333,119.8814815,125.3777778,1,1.281481481,2.562962963,2.562962963,1.844444444,5.533333333,7.940740741,6.303703704,0.541231852,0.72899037,1.348333333,1.336423704,35.59711111,90.10703704,135.0922913,116.6774025,0,0.915333333,1.151777778,0.789407407,0,2,3.688888889,2.896296296,0,0,0,0,0,-2,-1.718518519,-0.925925926,0,-0.04,0.066962963,0.082814815,0,-6.506666667,-5.692371704,-3.121260593,3.944533333,2.924,6.868533333,6.409866667,21.33333333,16,37.33333333,34.66666667,0.333333333,0.333333333,0.666666667,0.666666667,0.333333333,1,1.333333333,1.666666667,0.177633333,0.187366667,0.365,0.369866667,9.363333333,19.96333333,29.32666667,33.03666667,0,0.296666667,0.296666667,0.43,0,0.666666667,0.666666667,1,0,0,0,0,0,-0.666666667,-0.666666667,-1,0,-0.013333333,-0.013333333,-0.02,0,-2,-2,-2.7,0
ABEXOW_clean,-1126.024389,-1138.255023,144,0.930550703,1.423355193,0.01882541,0.071647,11.008,0,0,0,12.002,0,0,0,19.473,10.27390654,0,0,0.016961421,12.3889547,0,-4.18E-06,2.10E-06,16.89878384,2572.734126,2150.927274,4.7727,4.04921,4.7549,1.81243,0.5026,0.277307,3.56768,2.98141,3.56495,2.16786,0.4026,0.185713,146.61865,254.023,726.3329,981.954,4273,7924,10352,5364,18,40,84,116,124,354,547,406,12.7861,33.7733,61.4197,65.7272,1.2769,28.25,27.37425,43.30725,3481,3422,3363,4779,1,7.5,9.5,13,56.5,128,214.5,218.5,3.0976,9.7064,12.8744,15.752,0,-16.525,-13.49,-23.635,0,384.5,503.5,686,0,0,0,0,0,39.5,43,69,0,7.685,9.405,13.93,96.45486667,165.495,247.3212,245.8908,490.6666667,840,1204,1128,11.33333333,22,30.66666667,30.66666667,52.66666667,118,138.6666667,126.6666667,5.831,11.89393333,15.9108,15.09106667,11.104,10.66693333,23.65348148,24.75479111,59.77777778,58.13333333,119.8814815,125.3777778,1,1.281481481,2.562962963,2.562962963,1.844444444,5.533333333,7.940740741,6.303703704,0.541231852,0.72899037,1.348333333,1.336423704,35.59711111,90.10703704,135.0922913,116.6774025,0,0.915333333,1.151777778,0.789407407,0,2,3.688888889,2.896296296,0,0,0,0,0,-2,-1.718518519,-0.925925926,0,-0.04,0.066962963,0.082814815,0,-6.506666667,-5.692371704,-3.121260593,3.944533333,2.924,6.868533333,6.409866667,21.33333333,16,37.33333333,34.66666667,0.333333333,0.333333333,0.666666667,0.666666667,0.333333333,1,1.333333333,1.666666667,0.177633333,0.187366667,0.365,0.369866667,9.363333333,19.96333333,29.32666667,33.03666667,0,0.296666667,0.296666667,0.43,0,0.666666667,0.666666667,1,0,0,0,0,0,-0.666666667,-0.666666667,-1,0,-0.013333333,-0.013333333,-0.02,0,-2,-2,-2.7,0
ABEXUC_clean,-1133.191515,-1145.799117,144,0.958099299,1.426159999,0.019059174,0.080324,10.989,0,0,0,11.946,0,0,0,19.402,10.22249273,0,0,0.001378078,12.31659327,0,-5.26E-07,1.30E-06,16.93284745,2546.989673,2131.951921,4.74458,4.0168,4.72731,1.84813,0.4864,0.263185,3.49908,2.93559,3.48101,2.20792,0.3888,0.176093,146.64135,254.523,726.8174,981.954,4392,8040,10466,5364,18,40,84,116,124,354,547,406,12.7161,33.5527,61.1271,65.7272,1.2996,28.5,27.6165,43.6905,3600,3480,3420,4860,1,7.5,9.5,13,56.5,128,214.5,218.5,3.0276,9.5961,12.7281,15.573,0,-16.45,-13.395,-23.505,0,392,513,699,0,0,0,0,0,39.5,43,69,0,7.535,9.215,13.67,96.45486667,165.495,247.3212,245.8908,490.6666667,840,1204,1128,11.33333333,22,30.66666667,30.66666667,52.66666667,118,138.6666667,126.6666667,5.831,11.89393333,15.9108,15.09106667,11.104,10.66693333,23.65348148,24.75479111,59.77777778,58.13333333,119.8814815,125.3777778,1,1.281481481,2.562962963,2.562962963,1.844444444,5.533333333,7.940740741,6.303703704,0.541231852,0.72899037,1.348333333,1.336423704,35.59711111,90.10703704,135.0922913,116.6774025,0,0.915333333,1.151777778,0.789407407,0,2,3.688888889,2.896296296,0,0,0,0,0,-2,-1.718518519,-0.925925926,0,-0.04,0.066962963,0.082814815,0,-6.506666667,-5.692371704,-3.121260593,3.944533333,2.924,6.868533333,6.409866667,21.33333333,16,37.33333333,34.66666667,0.333333333,0.333333333,0.666666667,0.666666667,0.333333333,1,1.333333333,1.666666667,0.177633333,0.187366667,0.365,0.369866667,9.363333333,19.96333333,29.32666667,33.03666667,0,0.296666667,0.296666667,0.43,0,0.666666667,0.666666667,1,0,0,0,0,0,-0.666666667,-0.666666667,-1,0,-0.013333333,-0.013333333,-0.02,0,-2,-2,-2.7,0
ABEYAJ_clean,-1156.742834,-1168.556372,144,0.985773367,1.407783822,0.019957375,0.096465,10.962,0,0,0,11.868,0,0,0,19.307,10.23362134,0,0,-0.005368899,12.30866876,0,-8.03E-07,1.43E-06,16.86525804,2511.783088,2124.385939,4.73097,3.9715,4.71386,1.90641,0.4682,0.245593,3.54428,2.94703,3.52491,2.25405,0.3666,0.16264,146.71065,256.023,728.2709,981.954,4636,8272,10694,5364,18,40,84,116,124,354,547,406,12.6469,33.3321,60.8345,65.7272,1.3689,29.25,28.34325,44.84025,3844,3596,3534,5022,1,7.5,9.5,13,56.5,128,214.5,218.5,2.9584,9.4858,12.5818,15.394,0,-16.225,-13.11,-23.115,0,407,532,725,0,0,0,0,0,39.5,43,69,0,7.385,9.025,13.41,96.45486667,165.495,247.3212,245.8908,490.6666667,840,1204,1128,11.33333333,22,30.66666667,30.66666667,52.66666667,118,138.6666667,126.6666667,5.831,11.89393333,15.9108,15.09106667,11.104,10.66693333,23.65348148,24.75479111,59.77777778,58.13333333,119.8814815,125.3777778,1,1.281481481,2.562962963,2.562962963,1.844444444,5.533333333,7.940740741,6.303703704,0.541231852,0.72899037,1.348333333,1.336423704,35.59711111,90.10703704,135.0922913,116.6774025,0,0.915333333,1.151777778,0.789407407,0,2,3.688888889,2.896296296,0,0,0,0,0,-2,-1.718518519,-0.925925926,0,-0.04,0.066962963,0.082814815,0,-6.506666667,-5.692371704,-3.121260593,3.944533333,2.924,6.868533333,6.409866667,21.33333333,16,37.33333333,34.66666667,0.333333333,0.333333333,0.666666667,0.666666667,0.333333333,1,1.333333333,1.666666667,0.177633333,0.187366667,0.365,0.369866667,9.363333333,19.96333333,29.32666667,33.03666667,0,0.296666667,0.296666667,0.43,0,0.666666667,0.666666667,1,0,0,0,0,0,-0.666666667,-0.666666667,-1,0,-0.013333333,-0.013333333,-0.02,0,-2,-2,-2.7,0
ABEYEN_clean,-1144.312853,-1156.184546,144,0.99088611,1.37634037,0.019326437,0.086511,10.943,0,0,0,11.828,0,0,0,19.261,10.31773298,0,0,0.009341509,12.33823886,0,1.39E-05,-4.57E-06,16.861619,2493.024499,2146.528852,4.70447,3.94356,4.68752,1.9293,0.4642,0.240606,3.57548,2.99168,3.55524,2.24073,0.3716,0.165839,146.78175,257.523,729.7244,981.954,4761,8388,10808,5364,18,40,84,116,124,354,547,406,12.5109,32.8909,60.2493,65.7272,1.44,30,29.07,45.99,3969,3654,3591,5103,1,7.5,9.5,13,56.5,128,214.5,218.5,2.8224,9.2652,12.2892,15.036,0,-16,-12.825,-22.725,0,414.5,541.5,738,0,0,0,0,0,39.5,43,69,0,7.085,8.645,12.89,96.45486667,165.495,247.3212,245.8908,490.6666667,840,1204,1128,11.33333333,22,30.66666667,30.66666667,52.66666667,118,138.6666667,126.6666667,5.831,11.89393333,15.9108,15.09106667,11.104,10.66693333,23.65348148,24.75479111,59.77777778,58.13333333,119.8814815,125.3777778,1,1.281481481,2.562962963,2.562962963,1.844444444,5.533333333,7.940740741,6.303703704,0.541231852,0.72899037,1.348333333,1.336423704,35.59711111,90.10703704,135.0922913,116.6774025,0,0.915333333,1.151777778,0.789407407,0,2,3.688888889,2.896296296,0,0,0,0,0,-2,-1.718518519,-0.925925926,0,-0.04,0.066962963,0.082814815,0,-6.506666667,-5.692371704,-3.121260593,3.944533333,2.924,6.868533333,6.409866667,21.33333333,16,37.33333333,34.66666667,0.333333333,0.333333333,0.666666667,0.666666667,0.333333333,1,1.333333333,1.666666667,0.177633333,0.187366667,0.365,0.369866667,9.363333333,19.96333333,29.32666667,33.03666667,0,0.296666667,0.296666667,0.43,0,0.666666667,0.666666667,1,0,0,0,0,0,-0.666666667,-0.666666667,-1,0,-0.013333333,-0.013333333,-0.02,0,-2,-2,-2.7,0
ABEYIR_clean,-1187.560151,-1200.637824,144,0.959166786,1.402996063,0.018778701,0.068753,10.934,0,0,0,11.7927,0,0,0,19.2152,10.14261586,0,0,-0.002304141,12.2320634,0,1.18E-06,2.12E-06,16.72421571,2477.63444,2074.891833,4.69665,3.92184,4.69665,1.96962,0.464,0.235578,3.49226,2.84358,3.47139,2.35193,0.3664,0.155787,146.78175,257.523,729.7244,981.954,4888,8504,10922,5364,18,40,84,116,124,354,547,406,12.5446,33.0012,60.3956,65.7272,1.44,30,29.07,45.99,4096,3712,3648,5184,1,7.5,9.5,13,56.5,128,214.5,218.5,2.8561,9.32035,12.36235,15.1255,0,-16,-12.825,-22.725,0,422,551,751,0,0,0,0,0,39.5,43,69,0,7.16,8.74,13.02,96.45486667,165.495,247.3212,245.8908,490.6666667,840,1204,1128,11.33333333,22,30.66666667,30.66666667,52.66666667,118,138.6666667,126.6666667,5.831,11.89393333,15.9108,15.09106667,11.104,10.66693333,23.65348148,24.75479111,59.77777778,58.13333333,119.8814815,125.3777778,1,1.281481481,2.562962963,2.562962963,1.844444444,5.533333333,7.940740741,6.303703704,0.541231852,0.72899037,1.348333333,1.336423704,35.59711111,90.10703704,135.0922913,116.6774025,0,0.915333333,1.151777778,0.789407407,0,2,3.688888889,2.896296296,0,0,0,0,0,-2,-1.718518519,-0.925925926,0,-0.04,0.066962963,0.082814815,0,-6.506666667,-5.692371704,-3.121260593,3.944533333,2.924,6.868533333,6.409866667,21.33333333,16,37.33333333,34.66666667,0.333333333,0.333333333,0.666666667,0.666666667,0.333333333,1,1.333333333,1.666666667,0.177633333,0.187366667,0.365,0.369866667,9.363333333,19.96333333,29.32666667,33.03666667,0,0.296666667,0.296666667,0.43,0,0.666666667,0.666666667,1,0,0,0,0,0,-0.666666667,-0.666666667,-1,0,-0.013333333,-0.013333333,-0.02,0,-2,-2,-2.7,0
ACAJOF_clean,-1510.766531,-1545.606011,244,0.143632404,0.282388533,0.017366926,0.060813,8.677,0,0,0,13.042,0,0,0,28.201,8.701764185,0,0,1.96E-07,12.94873462,0,-6.50E-07,2.36E-07,27.7488977,3191.378404,3126.657971,6.86398,6.10482,6.86398,1.21871,0.513,0.420936,6.22414,5.6616,6.22414,1.24394,0.4818,0.387318,172.392,330.048,688.2868,930.368,2580,5628,7264,8224,20,44,76,112,120,308,428,512,13.9402,33.872,53.6868,70.3264,3.61,31.92,29.07,63.574,841,1131,1044,2030,1,5,6,12,25,55,90,160,1.9044,5.0646,6.3756,11.4264,0,-7.3,-3.9,-10.66,0,106,138,278,0,0,0,0,0,14,12,28,0,3.23,3.66,8.28,129.5165,251.396,416.4419333,503.5766667,488,952,1259.333333,1058.666667,19.66666667,38.66666667,65.33333333,82.66666667,104,256,323.3333333,306.6666667,7.5281,17.38146667,24.93773333,26.176,10.9696,11.016,23.36373333,22.98133333,59,60,107.3333333,61.33333333,1,1.333333333,2.666666667,3,2,6,8.666666667,7.333333333,0.542766667,0.759733333,1.3,1.112366667,36.98,95.67333333,136.635076,121.88532,0,0.92,1.48,2.97,0,2,6,15,0,0,0,0,0,-2,-2,-1.666666667,0,-0.04,0.213333333,0.7,0,-6.6,-4.671406667,-2.31422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACODON_clean,-1264.224142,-1289.087083,176,0.134496704,0.395705837,0.012777807,0.102537,10.5573,0,0,0,14.4794,0,0,-6.939808794,22.25926571,10.54259235,0,0,1.29E-07,14.43697175,0,9.84E-08,-7.331296015,22.41607742,3402.626362,3411.796653,7.1439,4.65537,7.12384,1.14924,0.598,0.520346,7.15076,4.33309,7.1287,1.14615,0.586,0.511278,146.1924,235.6492,989.2586,810.8004,5214,10936,11042,5784,17,40,102,100,170,576,584,240,12.3595,36.5854,65.513,60.683,1.21,35.882,16.434,39.017,4225,4940,2925,5135,1,10,6,13,100,240,190,340,2.8224,12.3984,8.2488,15.9432,0,-21.62,-8.34,-21.17,0,574,345,766,0,0,0,0,0,76,41,96,0,9.42,5.17,12.35,199.8457667,389.8248,628.8641333,790.958,1015.666667,2076,3093.333333,3536,28.66666667,59.33333333,94,124,153.3333333,383.3333333,558,652,13.23026667,30.89233333,46.583,56.9932,10.88584889,11.37738667,19.52117333,18.34186667,59.02222222,69.33333333,99.73333333,91.73333333,1,1.355555556,2.088888889,2.311111111,2.422222222,5.222222222,6.533333333,9.066666667,0.543566667,0.786251111,1.105302222,1.211466667,45.79666667,99.69177778,118.6897588,159.3334553,0,0.447333333,0.96,1.548444444,0,0.133333333,3,4.977777778,0,0,0,0,0,-1.022222222,-1.6,-2.488888889,0,-0.044444444,0.04,0.078222222,0,-4.017777778,-4.641422,-7.184750222,3.83688,19.42968,26.8056,49.932,180,312,432,504,0.8,3.2,4.8,9.6,12.8,32,57.6,76.8,0.89888,2.57792,3.91776,5.80032,500,784,1356,1896.8532,0,-1.864,-1.728,-1.776,0,27.2,43.2,110.4,0,0,0,0,0,4.8,4.8,19.2,0,0.96,1.392,4.704,0,48.64,65.76,164.125872,0
