name,co2 uptake,co2 error,n2 uptake,n2 error
2206493_R_pacman,0,0,0,0
2206540_F_pacman,0.02041594,0.002363895,0.0278782,0.003152203
2206540_R_pacman,0,0,0,0
2206967_F_pacman,0.03910608,0.006961058,0.09975127,0.01159043
2206967_R_pacman,0,0,0,0
2207235_IA_pacman,0.000806556,0.001022248,0.000191914,0.000165605
2207235_IF_pacman,0.000110801,0.000132474,5.04E-06,6.54E-06
2207235_R_pacman,0,0,0,0
2207355_A_pacman,0.233887,0.02235427,0.1484315,0.009481855
2207355_R_pacman,0,0,0,0
2207371_A_pacman,0.05699886,0.004557206,0.06928991,0.003727998
2207371_R_pacman,0,0,0,0
2208042_A_pacman,0.01314871,0.002790146,0.00525068,0.000847011
2208042_F_pacman,0,0,1.48E-05,1.98E-05
2208042_R_pacman,0,0,0,0
2208804_F_pacman,0.01674331,0.006841547,0.01943369,0.003127869
2208804_R_pacman,0,0,0,0
2209115_IA_pacman,0.08054449,0.01305987,0.07271473,0.007271626
2209115_IF_pacman,0.05138309,0.004269638,0.04654259,0.007614367
2209115_R_pacman,0,0,0,0
2209224_IF_pacman,0.04273067,0.004055532,0.0372036,0.006683794
2209224_R_pacman,0,0,0,0
2209414_A_pacman,0.3547395,0.0360204,0.1631439,0.005589607
2209414_R_pacman,0,0,0,0
2209956_IA_pacman,0.06758573,0.0139219,0.0136832,0.003631142
2209956_IF_pacman,0.01112775,0.008793321,0.003263001,0.000646621
2209956_R_pacman,0,0,0,0
2210291_A_pacman,0.000740421,0.000216546,0.002007893,0.000554972
2210291_F_pacman,0.002209454,0.001054588,0.003836854,0.000662195
2210291_R_pacman,0,0,0,0
2210503_A_pacman,2.42E-05,1.77E-05,8.01E-05,9.83E-05
2210503_F_pacman,9.82E-07,2.73E-06,0,0
2210503_R_pacman,0,0,0,0
2210591_F_pacman,0.7808554,0.06582572,0.1476143,0.02253002
2210591_R_pacman,0,0,0,0
2210702_A_pacman,0.09111628,0.0152402,0.08247923,0.005539685
2210702_F_pacman,0.009133049,0.005120889,0.001180913,0.0005099
2210702_R_pacman,0,0,0,0
2211130_F_pacman,0.2017056,0.02633551,0.0683984,0.01611149
2211130_R_pacman,0,0,0,0
2211138_F_pacman,0.6345932,0.1022748,0.2677041,0.01043717
2211138_R_pacman,0,0,0,0
2211345_IA_pacman,0.03030116,0.004045794,0.02974284,0.001131538
2211345_R_pacman,0.04900675,0.01002139,0.03116289,0.001685422
2211422_A_pacman,1.262908,0.1603306,0.1631973,0.01761627
2211422_R_pacman,0,0,0,0
2211502_A_pacman,0.245647,0.01240018,0.1657752,0.01151964
2211502_F_pacman,0,0,0,0
2211502_R_pacman,0,0,0,0
2211729_F_pacman,0.3408775,0.02408797,0.2031297,0.01413742
2211729_R_pacman,0,0,0,0
2211835_F_pacman,0.2866782,0.08800495,0.1272809,0.03336334
2211835_R_pacman,0,0,0,0
2212242_F_pacman,0.2718368,0.02854511,0.1366324,0.01435541
2212242_R_pacman,0,0,0,0
2212861_F_pacman,0.1120385,0.02314997,0.05421799,0.0151773
2212861_R_pacman,0,0,0,0
2213135_A_pacman,0.1342104,0.01017728,0.101684,0.003722586
2213135_R_pacman,0,0,0,0
2213673_A_pacman,0.3636856,0.02253393,0.2167704,0.01142635
2213673_F_pacman,0.4118087,0.0456436,0.2256718,0.00896134
2213673_R_pacman,0,0,0,0
2213906_IF_pacman,0.0436651,0.006596637,0.0132291,0.00640047
2213906_R_pacman,4.44E-06,5.77E-06,2.78E-05,4.41E-05
2214143_A_pacman,0.5972056,0.02349929,0.2058368,0.01012506
2214143_F_pacman,0.9730272,0.08080333,0.2018882,0.02392408
2214143_R_pacman,0,0,0,0
2214250_IF_pacman,0.03886361,0.008900835,0.009932119,0.0061628
2214250_R_pacman,0,0,0,0
2214403_F_pacman,0.1001915,0.004480538,0.1099641,0.001705779
2214403_R_pacman,0.5683968,0.03677808,0.238613,0.0162376
2214823_R_pacman,0.4116961,0.02622226,0.2918261,0.006145493
2215607_F_pacman,0.001944792,0.002958771,0.00092868,0.000500534
2215607_R_pacman,0,0,0,0
2215648_IF_pacman,0.2323397,0.0220232,0.1512037,0.0107906
2215648_R_pacman,0,0,0,0
2215696_A_pacman,0.442377,0.02017648,0.2087968,0.01010656
2215696_F_pacman,0.2647423,0.03187429,0.1152469,0.0135861
2215696_R_pacman,0,0,0,0
2216082_A_pacman,0.5564087,0.09608487,0.2044808,0.01736209
2216082_F_pacman,0.9358267,0.05424755,0.1944983,0.006643852
2216082_R_pacman,0,0,0,0
2216189_A_pacman,0.6238828,0.04593522,0.2351326,0.01625647
2216189_R_pacman,0,0,0,0
2216292_F_pacman,0.0656677,0.01670462,0.03248207,0.004857847
2216292_R_pacman,0,0,0,0
2216362_A_pacman,0.2435267,0.01379236,0.1887206,0.009736513
2216362_F_pacman,0.2878695,0.01973242,0.2054657,0.01020411
2216362_R_pacman,0,0,0,0
2216506_F_pacman,0.3155634,0.04690698,0.1303818,0.01343752
2216506_R_pacman,0,0,0,0
2216793_F_pacman,0.006260765,0.001298121,0.001301293,0.000955841
2216793_R_pacman,0,0,0,0
2216997_R_pacman,0.1790604,0.07197994,0.07594018,0.01315553
2217321_F_pacman,0.002042711,0.002711081,0.01528006,0.005983821
2217321_R_pacman,0,0,0,0
2217375_A_pacman,0.0714671,0.01823973,0.03080584,0.001720971
2217375_F_pacman,0.1737356,0.1386049,0.05324276,0.0191198
2217375_R_pacman,0,0,0,0
2217515_A_pacman,0.001763409,0.003074122,7.18E-05,5.50E-05
2217515_F_pacman,0,0,0,0
2217515_R_pacman,0,0,0,0
2217918_A_pacman,0.09612418,0.05800857,0.02239723,0.008090916
2217918_F_pacman,0.003685902,0.002385317,7.41E-06,6.42E-06
2217918_R_pacman,0,0,0,0
2217923_F_pacman,0.2962403,0.06287222,0.104517,0.02574824
2217923_R_pacman,0,0,0,0
2217958_IF_pacman,0.05221279,0.02952403,0.003149564,0.001376258
2217958_R_pacman,0,0,0,0
2218122_A_pacman,0.04997452,0.004538416,0.04949941,0.003771882
2218122_R_pacman,0,0,0,0
2218640_A_pacman,0.007538608,0.005544698,0.001283412,0.00106176
2218640_F_pacman,0,0,0,0
2218640_R_pacman,0,0,0,0
2218670_A_pacman,0.002636,0.001324412,0.000809553,0.000295781
2218670_R_pacman,0,0,0,0
2219171_A_pacman,0.01891189,0.006026457,0.006687398,0.001269562
2219171_F_pacman,0.002655859,0.00227526,0.000232637,0.000140961
2219171_R_pacman,0,0,0,0
2219349_F_pacman,0.03920892,0.02098783,0.04960968,0.009999476
2219349_R_pacman,0,0,0,0
2219488_A_pacman,0.1989853,0.01780517,0.1468415,0.006192034
2219488_F_pacman,0.002804123,0.003215833,0.000125113,0.000225601
2219488_R_pacman,0,0,0,0
2219673_A_pacman,0.1229264,0.02975506,0.07126365,0.009364516
2219673_F_pacman,0.001448761,0.001316903,0.000748088,0.000221068
2219673_R_pacman,0,0,0,0
2219789_A_pacman,0.1506293,0.01049355,0.1063756,0.004746036
2219789_F_pacman,0.02871684,0.01297976,0.005201001,0.001456054
2219789_R_pacman,0,0,0,0
2220909_F_pacman,0.2267122,0.02208595,0.1920308,0.02741429
2220909_R_pacman,0,0,0,0
2221044_F_pacman,0.2162388,0.02334992,0.1428384,0.01526545
2221044_R_pacman,0,0,0,0
2221105_F_pacman,0.04080247,0.01446541,0.01094131,0.003526078
2221105_R_pacman,0,0,0,0
2221425_IF_pacman,0.1198266,0.01714309,0.001332371,0.001181447
2221425_R_pacman,0,0,0,0
2222746_F_pacman,0.08619606,0.007790304,0.07934625,0.003249992
2222746_R_pacman,0,0,0,0
2222935_A_pacman,0.4127921,0.02551424,0.2348948,0.01340975
2222935_R_pacman,0,0,0,0
2222954_IF_pacman,0.0856395,0.003535758,0.1215703,0.006291993
2222954_R_pacman,0,0,0,0
2222985_A_pacman,0.007345504,0.002302846,0.008219706,0.002731513
2222985_F_pacman,0,0,0,0
2222985_R_pacman,0,0,0,0
2223176_F_pacman,0.0720813,0.03407282,0.01003535,0.003891139
2223176_R_pacman,0,0,0,0
2223381_F_pacman,0.3341763,0.07627234,0.1234208,0.01576572
2223381_R_pacman,0,0,0,0
2223526_A_pacman,0.1648102,0.02041259,0.08969862,0.007645007
2223526_F_pacman,0.1869821,0.03492498,0.08632798,0.01011797
2223526_R_pacman,0,0,0,0
2223771_F_pacman,0.3082962,0.01777151,0.119562,0.02068239
2223771_R_pacman,0,0,0,0
2223846_A_pacman,0.6114982,0.06730614,0.2132832,0.02000735
2223846_F_pacman,0.3960632,0.04877252,0.1414368,0.008660046
2223846_R_pacman,0,0,0,0
2224534_A_pacman,0.05570353,0.009849292,0.02936561,0.008134977
2224534_F_pacman,6.76E-06,1.31E-05,0.000162175,0.000279279
2224534_R_pacman,0,0,0,0
2224710_A_pacman,0.0587098,0.01306088,0.04291951,0.004719519
2224710_F_pacman,0,0,0,0
2224710_R_pacman,0,0,0,0
2224798_A_pacman,0.07231793,0.004151904,0.09941674,0.003077669
2224798_F_pacman,0,0,0,0
2224798_R_pacman,0,0,0,0
2224978_R_pacman,0.3470065,0.08023857,0.1206153,0.02167084
2225018_A_pacman,0.1027461,0.01002908,0.1062523,0.004071759
2225018_F_pacman,0.003987423,0.004004711,0.000618364,0.000327052
2225018_R_pacman,0,0,0,0
2225147_F_pacman,0.3047915,0.02386749,0.1473423,0.02353196
2225147_R_pacman,0,0,0,0
2225221_F_pacman,0.04479907,0.02220344,0.006771708,0.001823777
2225221_R_pacman,0,0,0,0
2225329_A_pacman,0.1509617,0.02503749,0.07202311,0.007705701
2225329_R_pacman,0,0,0,0
2225435_A_pacman,0.04632381,0.01025816,0.00574793,0.000990839
2225435_F_pacman,0.02273801,0.02099913,0.001422602,0.000373054
2225435_R_pacman,0,0,0,0
2225793_IA_pacman,0.02201337,0.001184259,0.04358058,0.001933899
2225793_IF_pacman,0.01575838,0.001342539,0.03674391,0.000974276
2225793_R_pacman,0,0,0,0
2226018_A_pacman,0.05250287,0.00847159,0.05421592,0.00399181
2226018_R_pacman,0,0,0,0
2226517_F_pacman,0.222784,0.03016938,0.1797072,0.01757124
2226517_R_pacman,0,0,0,0
2227179_A_pacman,0.2563259,0.01656904,0.09975548,0.006860359
2227179_F_pacman,0.7906263,0.09949739,0.2131547,0.02394943
2227179_R_pacman,0,0,0,0
2227212_IF_pacman,0.04268382,0.009213195,0.02829229,0.003608164
2227212_R_pacman,0,0,0,0
2228026_A_pacman,0.03441421,0.001415893,0.04223879,0.000930859
2228026_F_pacman,0.02485851,0.00171909,0.01367582,0.001332137
2228026_R_pacman,3.28E-06,9.11E-06,0.000333247,0.000292828
2228117_A_pacman,0.02743475,0.003229104,0.02831368,0.002794524
2228117_F_pacman,0.00294159,0.001432621,0.002639253,0.000957001
2228117_R_pacman,0,0,0,0
2228161_F_pacman,0.06818208,0.01292298,0.03618248,0.005216931
2228161_R_pacman,0,0,0,0
2228162_F_pacman,0.07094082,0.02428334,0.03819583,0.01066186
2228162_R_pacman,0,0,0,0
2228310_A_pacman,0.1622401,0.01597999,0.130695,0.007390166
2228310_F_pacman,0.09435029,0.009017295,0.07481364,0.006966069
2228310_R_pacman,0,0,0,0
2228397_A_pacman,0.04683899,0.001681187,0.05744564,0.003922961
2228397_F_pacman,0.06351126,0.01467093,0.03956618,0.003636567
2228397_R_pacman,0,0,0,0
2229537_A_pacman,0.05322941,0.01111617,0.04790927,0.006539257
2229537_F_pacman,0.04688528,0.01384404,0.03797012,0.008317072
2229537_R_pacman,0,0,0,0
2229880_A_pacman,0.006826812,0.000838425,0.003926025,0.001768135
2229880_F_pacman,0.01913756,0.01258134,0.005560725,0.001926632
2229880_R_pacman,0,0,0,0
2229922_A_pacman,0.1148455,0.04120378,0.05785203,0.007417252
2229922_R_pacman,0,0,0,0
2230048_A_pacman,0.07768984,0.01821065,0.07544536,0.00636687
2230048_F_pacman,0.1806989,0.02186681,0.1169526,0.01412733
2230048_R_pacman,0,0,0,0
2230051_A_pacman,0.1001884,0.01069484,0.110924,0.002923908
2230051_F_pacman,0.1326155,0.01160323,0.1342502,0.006024001
2230051_R_pacman,0,0,0,0
2230103_A_pacman,0.145306,0.01262725,0.141826,0.0109158
2230103_F_pacman,0.1054616,0.0532108,0.0730763,0.01354965
2230103_R_pacman,0,0,0,0
2230149_IA_pacman,0.02347015,0.005694646,0.02845902,0.004893536
2230149_IF_pacman,0.000107602,0.000137077,3.34E-05,2.21E-05
2230149_R_pacman,0,0,0,0
2230200_A_pacman,0.04085682,0.002750257,0.04993824,0.00301193
2230200_F_pacman,0.009012304,0.006493445,0.003562953,0.001533867
2230200_R_pacman,0,0,0,0
2230587_A_pacman,0.08000733,0.00350488,0.09993097,0.003956402
2230587_F_pacman,0,0,1.24E-05,1.86E-05
2230587_R_pacman,0,0,0,0
2230708_A_pacman,0.127689,0.009794674,0.1061549,0.008175742
2230708_R_pacman,0,0,0,0
2230863_A_pacman,0.04267713,0.007615534,0.02550956,0.003784009
2230863_F_pacman,0,0,0,0
2230863_R_pacman,0,0,0,0
2231270_A_pacman,0.2080085,0.0103831,0.1547142,0.007805903
2231270_R_pacman,0,0,0,0
2231369_A_pacman,0.1016108,0.01075307,0.07913671,0.004977062
2231369_R_pacman,0,0,0,0
2231548_A_pacman,0.01650086,0.00588256,0.002030427,0.000618579
2231548_F_pacman,0.05031649,0.03568148,0.00243977,0.001139499
2231548_R_pacman,0,0,0,0
2231625_F_pacman,0.01277156,0.004365844,0.00108341,0.000251505
2231625_R_pacman,0,0,0,0
2231729_A_pacman,0.01264471,0.009367896,0.001294651,0.000609904
2231729_F_pacman,0.005978317,0.003618176,0.001350791,0.000312948
2231729_R_pacman,0,0,0,0
2231796_A_pacman,0.3426987,0.03765941,0.1745303,0.005475081
2231796_R_pacman,0,0,0,0
2231920_F_pacman,0.2280211,0.0635089,0.1113089,0.02165162
2231920_R_pacman,0,0,0,0
2231926_A_pacman,0.01438159,0.01204885,0.003243081,0.001316059
2231926_F_pacman,0.006366856,0.007033413,0.000957775,0.000404641
2231926_R_pacman,0.007017896,0.01084721,0.0006979,0.000858416
2231963_A_pacman,0.2458976,0.01546112,0.1767046,0.008464822
2231963_F_pacman,0.5051442,0.07178203,0.1011901,0.01595936
2231963_R_pacman,0,0,0,0
2232101_A_pacman,0.007897438,0.009382706,0.003272255,0.00220554
2232101_F_pacman,0.002861461,0.002739752,0.002277395,0.001280406
2232101_R_pacman,0,0,0,0
2232115_A_pacman,0.001213854,0.001362754,0.000415653,0.000254106
2232115_F_pacman,0,0,0,0
2232115_R_pacman,0,0,0,0
2232162_A_pacman,0.03933173,0.002502854,0.09990604,0.003074154
2232162_F_pacman,0.2955342,0.04169776,0.05089392,0.002073716
2232162_R_pacman,0,0,0,0
2232340_A_pacman,0.000818082,0.001228102,8.50E-05,7.23E-05
2232340_F_pacman,0,0,0,0
2232340_R_pacman,0,0,0,0
2232493_A_pacman,0.000878515,0.001513634,0.000121008,0.000122045
2232493_F_pacman,0,0,0,0
2232493_R_pacman,0,0,0,0
2232543_F_pacman,0.3038379,0.0155756,0.2427411,0.01010649
2232543_R_pacman,0,0,1.76E-06,4.90E-06
2232760_IF_pacman,0.3744702,0.0395469,0.1431079,0.01499109
2232760_R_pacman,0,0,0,0
2232814_A_pacman,0.3211077,0.05345562,0.1601084,0.01825879
2232814_R_pacman,0,0,0,0
2232904_A_pacman,0.3515966,0.04595948,0.1069988,0.01296085
2232904_R_pacman,0.5619569,0.08245721,0.1200004,0.01942153
2233003_F_pacman,0.003891146,0.001452228,0.002093319,0.001224243
2233003_R_pacman,0,0,0,0
2233324_A_pacman,0.01656602,0.005447605,0.003675716,0.00077476
2233324_F_pacman,0,0,0,0
2233324_R_pacman,0,0,0,0
2233645_R_pacman,0.2950331,0.01855772,0.1403833,0.01661024
2233765_A_pacman,6.63E-05,8.32E-05,1.79E-05,1.84E-05
2233765_F_pacman,0,0,0,0
2233765_R_pacman,0,0,0,0
2234198_A_pacman,0.1148633,0.004487673,0.1284788,0.005249211
2234198_R_pacman,0,0,0,0
2234280_A_pacman,0.2301219,0.02177982,0.1136415,0.01572834
2234280_F_pacman,0.1587264,0.02996786,0.07233067,0.01008852
2234280_R_pacman,0,0,0,0
2234486_A_pacman,0.090502,0.04260548,0.01806093,0.004434867
2234486_F_pacman,0.02517463,0.01581658,0.003522759,0.001670834
2234486_R_pacman,0,0,0,0
2234580_A_pacman,0.07381357,0.002657747,0.04663335,0.004086132
2234580_F_pacman,0.002567047,0.002950907,0.0148897,0.009860533
2234580_R_pacman,0,0,0,0
2234747_A_pacman,0.1641081,0.009204712,0.1584617,0.005805681
2234747_F_pacman,0.2651331,0.05234932,0.1179113,0.01766739
2234747_R_pacman,0,0,0,0
2235188_A_pacman,0.05064599,0.003828806,0.02628196,0.002721952
2235188_F_pacman,1.36E-05,3.43E-05,0.000235555,0.000145384
2235188_R_pacman,0,0,0,0
2235229_F_pacman,0.4340657,0.06918273,0.183334,0.01072153
2235229_R_pacman,0,0,0,0
2235730_A_pacman,3.82E-05,5.38E-05,1.58E-05,1.34E-05
2235730_F_pacman,0,0,0,0
2235730_R_pacman,0,0,0,0
2235753_F_pacman,0.1315327,0.01545589,0.09435418,0.00910267
2235753_R_pacman,0,0,0,0
2236127_A_pacman,0.1788162,0.02063788,0.0962498,0.01021843
2236127_R_pacman,0,0,0,0
2236353_A_pacman,0.8671644,0.08849767,0.1917623,0.01649909
2236353_F_pacman,0.9534197,0.09692978,0.1838628,0.01934093
2236353_R_pacman,0,0,0,0
2236359_A_pacman,0.3860817,0.03948923,0.2174416,0.01244161
2236359_F_pacman,0.4609456,0.04407949,0.237224,0.0105864
2236359_R_pacman,0,0,0,0
2236672_A_pacman,0.1966927,0.03220665,0.1118326,0.01085053
2236672_R_pacman,0,0,0,0
2236721_R_pacman,8.83E-07,2.45E-06,0,0
2236724_A_pacman,0.07832351,0.00453895,0.1148405,0.003080511
2236724_F_pacman,0.2596092,0.02915417,0.1383597,0.01045881
2236724_R_pacman,0,0,0,0
2237157_A_pacman,0.1248835,0.02000078,0.09463913,0.01317112
2237157_F_pacman,0.000121613,0.0002172,1.03E-05,8.01E-06
2237157_R_pacman,0,0,0,0
2237342_F_pacman,0.3501019,0.03059733,0.1744649,0.02588588
2237342_R_pacman,0,0,0,0
2237643_A_pacman,0.4287788,0.0307675,0.224303,0.009953379
2237643_F_pacman,0.4855651,0.02666701,0.2355129,0.01576528
2237643_R_pacman,0,0,0,0
2237722_F_pacman,0.3006048,0.06093428,0.1531804,0.0319814
2237722_R_pacman,0,0,0,0
2238084_A_pacman,0.1229238,0.01590249,0.08340938,0.008392532
2238084_F_pacman,0.1821104,0.02983316,0.09383351,0.01519435
2238084_R_pacman,0,0,0,0
2238086_A_pacman,0.0297911,0.005681008,0.009074769,0.000933466
2238086_F_pacman,0.01864097,0.008995836,0.006296085,0.001195764
2238086_R_pacman,0,0,0,0
2238188_A_pacman,0.000858964,0.000658045,0.00037442,0.000251299
2238188_F_pacman,0,0,0,0
2238188_R_pacman,0,0,0,0
2238271_R_pacman,0.5664588,0.07996114,0.2426715,0.03554823
2238395_F_pacman,0.9058897,0.1610915,0.2293477,0.0572744
2238395_R_pacman,0,0,0,0
2238511_F_pacman,0.1650585,0.004145218,0.1599081,0.009483239
2238511_R_pacman,0,0,0,0
2238702_F_pacman,0.1830045,0.02884061,0.07617399,0.007407559
2238702_R_pacman,0,0,0,0
2238712_A_pacman,0.3266677,0.01519832,0.2312996,0.003685097
2238712_R_pacman,0,0,0,0
2238936_A_pacman,0.03067263,0.00137726,0.05739732,0.001573154
2238936_F_pacman,0.008579348,0.004198591,0.009006055,0.000802112
2238936_R_pacman,0,0,0,0
2239108_A_pacman,0.1196802,0.01046852,0.1074218,0.004003565
2239108_R_pacman,0,0,0,0
2239349_A_pacman,0.04144794,0.001619151,0.05525091,0.002660039
2239349_F_pacman,0.004846729,0.001852398,0.007376647,0.001735264
2239349_R_pacman,0,0,0,0
2239517_A_pacman,0.2035487,0.0293385,0.1307547,0.01479213
2239517_R_pacman,0.2795806,0.05192791,0.1444192,0.007150128
2239639_F_pacman,0.3573495,0.0324466,0.2157457,0.02340286
2239639_R_pacman,0,0,0,0
2239781_IA_pacman,0.207251,0.02020309,0.1611495,0.007209051
2239781_IF_pacman,0.1878346,0.0195895,0.1448318,0.004146219
2239781_R_pacman,0,0,0,0
2240132_A_pacman,0.1492535,0.03334089,0.07865644,0.007609505
2240132_F_pacman,0.1439227,0.0361161,0.07909222,0.01155124
2240132_R_pacman,0,0,0,0
2240199_IF_pacman,0.08327811,0.00786768,0.09739768,0.003255904
2240199_R_pacman,0,0,0,0
2240238_IF_pacman,0.2399829,0.04636967,0.06574062,0.007432556
2240238_R_pacman,0,0,0,0
2240299_A_pacman,0.3572681,0.03800038,0.2136842,0.01674004
2240299_R_pacman,0,0,0,0
2240460_A_pacman,0.002395792,0.002026206,0.06396033,0.01235353
2240460_R_pacman,0.003417702,0.002965546,0.0554461,0.01535397
2240498_A_pacman,0.000115302,0.000101311,2.55E-05,2.14E-05
2240498_F_pacman,4.22E-06,7.81E-06,0,0
2240498_R_pacman,0,0,0,0
2240961_A_pacman,0.3392679,0.01567058,0.1989877,0.005810057
2240961_F_pacman,0.1843371,0.05854664,0.08915324,0.008113514
2240961_R_pacman,0,0,0,0
2241277_A_pacman,0.1039358,0.03493985,0.07655108,0.005832871
2241277_R_pacman,0,0,0,0
2241593_A_pacman,0.7815768,0.05661952,0.2161905,0.01374892
2241593_R_pacman,0,0,0,0
2241903_F_pacman,0.1131072,0.003180696,0.1442368,0.004739859
2241903_R_pacman,0,0,0,0
2242348_F_pacman,0.3080585,0.05056889,0.1608682,0.006468332
2242348_R_pacman,0,0,0,0
2242786_A_pacman,0.03591893,0.002033044,0.0415332,0.001834274
2242786_F_pacman,0.01638658,0.001593253,0.00542257,0.000464864
2242786_R_pacman,0,0,0.000366885,0.000533482
2242857_A_pacman,0.07788177,0.009366116,0.07188124,0.005038579
2242857_F_pacman,0.0129896,0.009089882,0.004027016,0.001062692
2242857_R_pacman,0,0,0,0
2243041_A_pacman,0.07599517,0.004504037,0.0791755,0.004088822
2243041_R_pacman,0,0,0,0
2243900_A_pacman,0.002118543,0.001582069,6.46E-05,5.37E-05
2243900_F_pacman,0.000827121,0.001526922,3.49E-06,6.47E-06
2243900_R_pacman,0,0,0,0
2244035_F_pacman,0.1314298,0.01950589,0.07122496,0.0141326
2244035_R_pacman,0,0,0,0
2300382_R_pacman,0.0418133,0.008028802,0.03697045,0.0110094
2310008_A_pacman,0.003087886,0.001107972,0.001015724,0.000251116
2310008_F_pacman,0,0,0,0
2310008_R_pacman,0,0,0,0
2311363_F_pacman,0.5608833,0.06035367,0.2344661,0.02017495
2311363_R_pacman,0,0,0,0
2311524_A_pacman,0.09902163,0.01827436,0.05722978,0.003354546
2311524_F_pacman,0,0,0,0
2311524_R_pacman,0,0,0,0
2311798_F_pacman,0.06215496,0.001715882,0.06618741,0.004104319
2311798_R_pacman,0,0,0,0
2311799_F_pacman,0.088034,0.006253982,0.0622554,0.003432977
2311799_R_pacman,0.007299678,0.005194208,0.002193589,0.000722766
2311943_A_pacman,0.1000578,0.01247507,0.08229572,0.004530269
2311943_F_pacman,0.09010627,0.002417714,0.0689007,0.005634241
2311943_R_pacman,0,0,0,0
2312355_A_pacman,0.1237694,0.01617517,0.0710615,0.003391597
2312355_F_pacman,0.1317502,0.01463694,0.080042,0.009668315
2312355_R_pacman,0,0,0,0
3500012_IF_pacman,0.1570104,0.01377907,0.129296,0.0102187
3500012_R_pacman,0,0,0,0
3500138_R_pacman,0.03309827,0.001093885,0.09220745,0.001374448
4000056_F_pacman,0.4527379,0.01933509,0.1707812,0.009037113
4000056_R_pacman,0.2398835,0.0497938,0.1125711,0.01441751
4000079_A_pacman,0.2396791,0.0258496,0.1295642,0.009872908
4000079_F_pacman,0.2708568,0.0226444,0.1311642,0.005484232
4000079_R_pacman,0,0,0,0
4000081_IF_pacman,0.5455162,0.06182699,0.1548972,0.02019019
4000081_R_pacman,0,0,0,0
4000082_IF_pacman,0.4725188,0.07108722,0.1656906,0.01670746
4000082_R_pacman,0,0,0,0
4000137_IF_pacman,1.32E-05,1.28E-05,4.40E-06,9.46E-06
4000137_R_pacman,0,0,0,0
4000138_IF_pacman,0.005482119,0.004203643,0.000225928,0.000195852
4000138_R_pacman,0,0,0,0
4000201_A_pacman,0.04378555,0.006098646,0.04451402,0.004832943
4000201_F_pacman,0.1720596,0.01651341,0.09341029,0.007527524
4000201_R_pacman,0,0,0,0
4000247_A_pacman,0.09550199,0.01316788,0.04587035,0.003406406
4000247_F_pacman,0.06999858,0.01548718,0.03727,0.00821623
4000247_R_pacman,0,0,0,0
4000395_A_pacman,0.09858,0.03597492,0.02805049,0.002824402
4000395_F_pacman,0.05331345,0.01734732,0.02127967,0.004781041
4000395_R_pacman,0,0,0,0
4000504_F_pacman,0.06015633,0.002168895,0.07901999,0.001998581
4000504_R_pacman,0.04528545,0.003142129,0.0529397,0.003862289
4000677_A_pacman,0.1089665,0.02623696,0.06070871,0.014499
4000677_F_pacman,0.1037224,0.02298524,0.05498564,0.009526184
4000677_R_pacman,0,0,0,0
4000875_R_pacman,0.223459,0.01094154,0.1615127,0.002690086
4000940_R_pacman,0.177863,0.002029108,0.1736258,0.003598494
4001071_F_pacman,2.343612,0.04517611,0.2861494,0.01617941
4001071_R_pacman,0,0,0,0
4001076_F_pacman,0.2711223,0.02943946,0.09004822,0.01480327
4001076_R_pacman,0,0,1.22E-05,2.63E-05
4001083_R_pacman,0.5496177,0.0356842,0.114534,0.01201943
4001172_A_pacman,0.1292169,0.009164563,0.1645645,0.005072539
4001172_R_pacman,0.1353745,0.003569071,0.151936,0.01081839
4001326_A_pacman,0.0247229,0.001721672,0.03045032,0.002044017
4001326_F_pacman,0.009986153,0.001210042,0.01389211,0.000855986
4001326_R_pacman,0,0,0,0
4001327_A_pacman,0.02782708,0.002660236,0.03274144,0.003268704
4001327_F_pacman,0.01290798,0.0026828,0.01634446,0.001008431
4001327_R_pacman,0,0,0,0
4001401_A_pacman,0.02182662,0.001344404,0.02916176,0.001977266
4001401_F_pacman,0,0,0.000418796,0.000375943
4001401_R_pacman,0,0,0,0
4001613_A_pacman,0.3017233,0.01388689,0.1861095,0.00711383
4001613_R_pacman,0.3100817,0.02679376,0.1685877,0.003655698
4001701_A_pacman,0.0623522,0.003033542,0.06703235,0.002229382
4001701_R_pacman,0.03341943,0.003009774,0.03921847,0.002274912
4001709_A_pacman,0.0831976,0.003901604,0.09094676,0.002628146
4001709_R_pacman,0.08019941,0.006018602,0.08172228,0.004099837
4001756_R_pacman,1.057215,0.1051858,0.2570311,0.01259025
4001892_A_pacman,0.08745091,0.003197092,0.1512407,0.003851579
4001892_R_pacman,0.08657013,0.001546084,0.1405567,0.004007726
4002043_A_pacman,0.2295553,0.0267133,0.1624827,0.01133683
4002043_F_pacman,0.2622959,0.01581646,0.1569526,0.006716505
4002043_R_pacman,0.5564901,0.03305613,0.1396248,0.01894893
4002149_A_pacman,0.1045425,0.00674288,0.1233329,0.006796583
4002149_R_pacman,0.1094847,0.00480847,0.1188908,0.00477789
4002150_R_pacman,0.1170276,0.008136281,0.0870134,0.004497518
4002183_A_pacman,0.1657059,0.01211421,0.1660118,0.01119476
4002183_R_pacman,0.09942065,0.01102202,0.08479286,0.005353418
4002184_A_pacman,0.1691456,0.006131571,0.1624394,0.005700758
4002184_R_pacman,0.09300768,0.00870356,0.08266081,0.006468894
4002185_A_pacman,0.2001974,0.01110954,0.1406925,0.00329199
4002185_R_pacman,0,0,0,0
