name,KH,error
7000860_R_pacman,2.100884e-06,4.824815e-07
7000880_A_pacman,710.2505,1155.206
7000880_F_pacman,0.05447356,0.02045873
7000880_R_pacman,1.503844e-32,2.19926e-32
7000881_A_pacman,13594.28,9033.047
7000881_F_pacman,0.02706914,0.006703399
7000881_R_pacman,1.032248e-25,1.921878e-25
7000882_A_pacman,16803.89,10633.48
7000882_F_pacman,0.123691,0.03102602
7000882_R_pacman,2.359822e-35,5.253843e-35
7000883_A_pacman,2.786529e+16,2.571526e+16
7000883_R_pacman,0.001082925,0.0001846243
7000884_A_pacman,8805424000000000.0,7276889000000000.0
7000884_R_pacman,5.68178e-05,2.251524e-06
7000885_A_pacman,727357900000000.0,576344800000000.0
7000885_R_pacman,0.0006237452,7.648981e-05
7000983_A_pacman,1.857525e-05,3.241355e-06
7000983_F_pacman,0.0004206302,0.0002190984
7000983_R_pacman,3.020137e-06,7.854083e-07
7001141_A_pacman,1.044468e-06,1.270719e-08
7001141_F_pacman,39.33975,36.12827
7001141_R_pacman,1.008555e-16,2.173055e-16
7001219_A_pacman,572.7004,729.4001
7001219_F_pacman,7.370124e-05,8.260331e-06
7001219_R_pacman,5.365595e-08,5.987225e-08
7001266_A_pacman,645.631,444.2973
7001266_F_pacman,1.330997e-05,1.558429e-06
7001266_R_pacman,1.962142e-33,3.198515e-33
7001326_F_pacman,0.002102478,0.002056808
7001326_R_pacman,7.423576e-09,3.861639e-09
7001384_A_pacman,23.76611,15.59792
7001384_R_pacman,8.416923,4.45841
7001416_IF_pacman,0.0001672566,1.321885e-05
7001416_R_pacman,3.939537e-23,6.288962e-23
7001606_F_pacman,0.005946198,0.001241023
7001606_R_pacman,6.654754e-15,5.801945e-15
7001610_F_pacman,0.002833979,0.001243779
7001610_R_pacman,1.809886e-22,1.884197e-22
7001644_A_pacman,2.988765,6.677369
7001644_F_pacman,0.03469047,0.03629461
7001644_R_pacman,0.0001651862,0.0001773326
7001646_A_pacman,39.10816,66.59381
7001646_F_pacman,0.0001313155,1.874489e-05
7001646_R_pacman,2.200366e-16,1.479385e-16
7001739_F_pacman,0.000195096,0.0001091603
7001739_R_pacman,3.596207e-09,3.536732e-10
7001761_R_pacman,5.896643e-06,2.577453e-07
7001790_R_pacman,0.0001474324,3.349164e-05
7001791_R_pacman,0.0002222219,5.26598e-05
7001794_R_pacman,0.000217349,4.328749e-05
7001840_R_pacman,1.492673e-05,1.233071e-06
7001877_A_pacman,0.001398316,4.861112e-05
7001877_R_pacman,9.3733e-15,9.765841e-15
7002019_IF_pacman,0.0001877735,1.851581e-05
7002019_R_pacman,1.17986e-08,2.679272e-09
7002030_R_pacman,4.474126e-05,5.044623e-06
7002180_F_pacman,0.0009815774,0.0002925089
7002180_R_pacman,1.728141e-08,3.084081e-08
7002194_F_pacman,3.205145e-06,1.813488e-07
7002194_R_pacman,7.359989e-08,5.05226e-08
7002490_F_pacman,1.478674e-06,2.533258e-08
7002490_R_pacman,6.639539e-22,3.544705e-22
7002644_A_pacman,0.0006894556,0.001070256
7002644_R_pacman,0.0009210789,0.0002692791
7002860_F_pacman,3.679105e-05,3.253818e-06
7002860_R_pacman,2.807899e-47,2.889628e-47
7002908_A_pacman,0.02347634,0.04537863
7002908_F_pacman,2.73749e-05,2.439606e-06
7002908_R_pacman,5.473523e-26,6.691775e-26
7003102_A_pacman,2.803133,3.588916
7003102_F_pacman,2.22923,0.8162854
7003102_R_pacman,7.793996e-09,8.915166e-09
7003223_IF_pacman,2.190975e-05,2.340494e-06
7003223_R_pacman,1.182601e-17,1.377153e-17
7003249_F_pacman,0.001434441,0.0003335063
7003249_R_pacman,1.233407e-25,1.8759e-25
7003373_F_pacman,0.1525623,0.06172657
7003373_R_pacman,3.833092e-06,1.299784e-06
7003715_A_pacman,0.03666703,0.03895932
7003715_R_pacman,3.481614e-11,3.202997e-11
7003716_A_pacman,0.01292847,0.002125476
7003716_R_pacman,2.719474e-14,5.466549e-14
7003717_A_pacman,0.009915464,0.001974727
7003717_R_pacman,9.983579e-14,2.020317e-14
7003799_A_pacman,34862360000000.0,57020300000000.0
7003799_F_pacman,0.0001213496,1.89401e-05
7003799_R_pacman,5.862495e-07,1.93784e-07
7003859_A_pacman,3.342809,2.392181
7003859_F_pacman,8.105888e-06,7.759877e-07
7003859_R_pacman,1.767515e-11,2.032129e-11
7004109_IF_pacman,0.000154327,2.016406e-05
7004109_R_pacman,7.76415e-14,9.775742e-14
7004255_A_pacman,3.935009,7.983983
7004255_R_pacman,0.0009710178,0.0001755872
7004335_A_pacman,0.001048902,8.415691e-05
7004335_R_pacman,1.182845e-41,3.17484e-41
7004389_A_pacman,1436980000000.0,2168009000000.0
7004389_F_pacman,1.657444e-07,1.188501e-07
7004389_R_pacman,2.88976e-08,7.922677e-09
7004408_A_pacman,1.361819,1.320051
7004408_F_pacman,0.002027891,0.003142026
7004408_R_pacman,9.812066e-10,5.578355e-10
7004446_A_pacman,1.297938e-05,3.044847e-06
7004446_F_pacman,0.007583783,0.001124899
7004446_R_pacman,0.0001556301,4.705547e-05
7004447_A_pacman,2.556976e-05,1.499619e-05
7004447_F_pacman,1.754364e-05,1.094666e-06
7004447_R_pacman,0.009428951,0.002908925
7004450_A_pacman,4.263167e-05,8.040252e-06
7004450_R_pacman,3.255705e-08,4.93901e-09
7004568_R_pacman,3.661815e-06,9.318383e-08
7004597_IA_pacman,26.16973,22.99893
7004597_IF_pacman,2.183019,1.281055
7004597_R_pacman,5.935749e-15,5.824896e-15
7004626_F_pacman,0.006137375,0.001975562
7004626_R_pacman,9.844098e-09,1.912515e-08
7004628_R_pacman,1.031918e-05,3.44991e-07
7004629_F_pacman,5.473159e-05,1.325032e-05
7004629_R_pacman,3.130465e-07,1.468739e-07
7004770_A_pacman,263.568,302.7257
7004770_F_pacman,5.813388e-05,1.962023e-05
7004770_R_pacman,3.201222e-17,7.728225e-17
7004827_A_pacman,6.990302e-06,2.129715e-07
7004827_F_pacman,2.604972e-05,1.892346e-06
7004827_R_pacman,0.006581914,0.007214943
7004828_A_pacman,6.134416e-06,7.160645e-08
7004828_F_pacman,3.518331e-05,2.181198e-06
7004828_R_pacman,1.601143e-11,1.038232e-11
7004829_A_pacman,6.766678e-06,2.85527e-07
7004829_F_pacman,3.610714e-05,1.351032e-06
7004829_R_pacman,2.389424e-10,5.222767e-11
7004931_R_pacman,0.0002757582,1.562907e-05
7005023_A_pacman,0.1225734,0.2597967
7005023_R_pacman,4.889712e-06,1.200363e-07
7005348_F_pacman,3.661335e-05,1.888865e-06
7005348_R_pacman,6.66517e-11,5.515696e-11
7005359_A_pacman,3.058544,2.481593
7005359_R_pacman,2.843768e-09,2.23454e-09
7005439_F_pacman,3.038076e-05,6.620354e-06
7005439_R_pacman,1.968857e-13,1.537465e-13
7005485_F_pacman,0.03029278,0.007788403
7005485_R_pacman,1.951539e-37,4.394007e-37
7005622_A_pacman,684157.8,991514.3
7005622_R_pacman,1.311172e-05,1.110936e-06
7005623_A_pacman,5119.902,12661.4
7005623_R_pacman,3.019847e-06,7.838388e-08
7005624_A_pacman,124945.5,337545.1
7005624_R_pacman,3.043286e-06,3.264063e-07
7005625_A_pacman,4228.358,10798.93
7005625_R_pacman,3.216088e-06,1.813687e-07
7005628_A_pacman,1367608000.0,2921223000.0
7005628_R_pacman,8.677112e-05,2.308203e-05
7005630_A_pacman,8059821.0,11935990.0
7005630_R_pacman,201.6413,184.2753
7005631_A_pacman,42163940000.0,58834560000.0
7005631_R_pacman,0.001972259,0.001134154
7005632_A_pacman,51046360000.0,41324810000.0
7005632_R_pacman,1.31275e-05,6.801772e-07
7005648_A_pacman,4.700248e-05,9.918084e-07
7005648_F_pacman,2.952639e-05,2.608453e-06
7005648_R_pacman,3.071238e-96,8.277566e-96
7005743_A_pacman,0.09633339,0.04670334
7005743_R_pacman,5.354812e-11,2.282063e-11
7005744_A_pacman,198.9775,182.5328
7005744_R_pacman,1.187264e-09,2.909129e-10
7005904_IF_pacman,1.888941,1.154126
7005904_R_pacman,1.349722,0.8473895
7005920_A_pacman,1813495.0,2192405.0
7005920_F_pacman,0.00132909,0.000872285
7005920_R_pacman,4.626319e-11,5.090434e-11
7005924_A_pacman,76171800.0,86787100.0
7005924_F_pacman,3.3515e-05,2.367906e-06
7005924_R_pacman,3.673906e-05,5.543896e-06
7005925_A_pacman,29192950.0,20611090.0
7005925_F_pacman,3.434475e-05,2.631994e-06
7005925_R_pacman,2.039851e-05,3.344968e-06
7006001_F_pacman,0.00821737,0.006319547
7006001_R_pacman,2.083972e-13,1.604224e-13
7006002_F_pacman,0.01233126,0.007344923
7006002_R_pacman,6.217887e-14,3.318951e-14
7006003_F_pacman,0.02429704,0.0202832
7006003_R_pacman,1.093819e-13,7.305072e-14
7006288_IF_pacman,0.005208494,0.001933451
7006288_R_pacman,9.021417e-19,7.355448e-19
7006343_IA_pacman,0.006752286,0.001335714
7006343_IF_pacman,0.03561814,0.01614091
7006343_R_pacman,5.497443e-05,2.204281e-05
7006406_IF_pacman,3.809988e-05,3.01839e-06
7006406_R_pacman,7.902853e-13,3.945068e-13
7006479_IF_pacman,7.382217e-06,5.936103e-07
7006479_R_pacman,1.676131e-12,7.442017e-13
7006596_F_pacman,5.809983e-06,5.849171e-07
7006596_R_pacman,3.404789e-06,3.394441e-06
7006632_A_pacman,5.36068e-07,3.646173e-08
7006632_F_pacman,4.112917e-07,3.639999e-08
7006632_R_pacman,2.041184e-36,3.003716e-36
7006681_A_pacman,0.3601528,0.1495286
7006681_F_pacman,8.387687e-05,1.291223e-05
7006681_R_pacman,2.670708e-62,4.88986e-62
7007008_A_pacman,1.143402,0.8518663
7007008_R_pacman,0.0003554717,3.986997e-05
7007086_F_pacman,4.545903e-07,2.332001e-08
7007086_R_pacman,1.258524e-07,1.685805e-07
7007097_F_pacman,0.0004728296,8.013982e-05
7007097_R_pacman,1.696835e-36,4.20474e-36
7007152_IF_pacman,0.001921933,0.000284632
7007152_R_pacman,3.739329e-17,4.925326e-17
7007300_A_pacman,310177.6,510262.6
7007300_F_pacman,344814.2,564988.8
7007300_R_pacman,1.107232e-08,7.003906e-09
7007420_A_pacman,2.171902e-05,2.238274e-06
7007420_F_pacman,7.076459e-07,6.581137e-08
7007420_R_pacman,1.531885e-10,2.830617e-11
7007446_IF_pacman,0.0005796597,8.739859e-05
7007446_R_pacman,4.007367e-23,7.491977e-23
7007507_R_pacman,2.798231e-07,7.474455e-09
7007657_A_pacman,166.1285,44.80944
7007657_F_pacman,0.0003913264,7.043972e-05
7007657_R_pacman,1.31432e-32,3.04983e-32
7008070_A_pacman,0.000454913,2.697909e-05
7008070_F_pacman,0.004096264,0.0002669282
7008070_R_pacman,7.01159e-13,3.377196e-13
7008194_F_pacman,0.005374693,0.001454906
7008194_R_pacman,1.163016e-07,9.102094e-09
7008342_F_pacman,0.03612119,0.04033262
7008342_R_pacman,2.821644e-08,2.435991e-09
7008630_F_pacman,1.810328e-06,3.362869e-08
7008630_R_pacman,8.894538e-94,2.211542e-93
7008755_F_pacman,0.2674761,0.273825
7008755_R_pacman,1.922764e-08,9.205553e-09
7008856_A_pacman,10.10313,7.56301
7008856_F_pacman,0.8218571,0.3317152
7008856_R_pacman,1.323971e-21,2.148351e-21
7008907_IA_pacman,0.03808907,0.02287122
7008907_IF_pacman,0.02311813,0.009153807
7008907_R_pacman,5.51465e-09,4.93579e-09
7008971_F_pacman,0.06333426,0.02142479
7008971_R_pacman,0.003098811,0.0007642207
7009006_F_pacman,0.006275911,0.001297393
7009006_R_pacman,2.69005e-44,5.894484e-44
7009258_F_pacman,0.000219473,2.837883e-05
7009258_R_pacman,8.845789e-58,2.051143e-57
7009426_F_pacman,7.653239e-05,1.227257e-05
7009426_R_pacman,6.743832e-14,4.643706e-14
7009799_IF_pacman,2.81201e-05,1.232545e-06
7009799_R_pacman,1.808025e-37,2.255823e-37
7009803_IF_pacman,3.413996e-05,1.132256e-06
7009803_R_pacman,1.0117e-25,1.726189e-25
7009807_IF_pacman,5.605821e-05,3.631134e-06
7009807_R_pacman,8.314062e-11,2.466317e-11
7009853_IF_pacman,1.305237e-05,3.044175e-07
7009853_R_pacman,7.858686e-22,5.26236e-22
7009855_IF_pacman,1.408045e-05,4.04444e-07
7009855_R_pacman,7.720529e-21,4.625973e-21
7009985_IF_pacman,7.573958e-06,4.105388e-07
7009985_R_pacman,1.102456e-32,2.05451e-32
7009986_IF_pacman,1.354375e-05,1.109903e-06
7009986_R_pacman,1.45314e-19,2.636982e-19
7010229_A_pacman,6.901686e-06,3.262305e-07
7010229_F_pacman,3.346498e-05,1.073361e-05
7010229_R_pacman,1.398131e-20,1.753891e-20
7010638_F_pacman,0.0001718862,2.439106e-05
7010638_R_pacman,8.641573e-30,1.245179e-29
7010850_F_pacman,1.173979,0.7582269
7010850_R_pacman,1.710574e-31,9.928873e-32
7010851_F_pacman,0.0001039165,1.00662e-05
7010851_R_pacman,8.314301e-09,1.613401e-09
7010873_IF_pacman,0.0001739911,2.424713e-05
7010873_R_pacman,1.088746e-10,1.408518e-10
7010941_F_pacman,6.362646e-06,4.260951e-07
7010941_R_pacman,2.76159e-24,5.1879e-24
7011607_IF_pacman,0.3207307,0.0874088
7011607_R_pacman,0.01798362,0.01342237
7011669_A_pacman,4450652000000.0,3294911000000.0
7011669_R_pacman,1.926832e-16,1.279951e-16
7011689_IF_pacman,3.418308e-05,3.33547e-06
7011689_R_pacman,8.927685e-18,2.578404e-18
7012341_F_pacman,6.449643e-05,5.912675e-06
7012341_R_pacman,1.072015e-10,5.519875e-11
7012472_A_pacman,1901441000.0,2074152000.0
7012472_F_pacman,2.46479e-05,4.125776e-05
7012472_R_pacman,1.447286e-06,6.463968e-07
7012572_A_pacman,1.375911,1.850856
7012572_F_pacman,0.03176525,0.002197632
7012572_R_pacman,1.456576e-20,1.747947e-20
7012612_A_pacman,5.527533,2.263009
7012612_F_pacman,1.859377e-09,1.24392e-09
7012612_R_pacman,3.429466e-26,3.965976e-26
7012745_F_pacman,5.97154e-05,2.808629e-06
7012745_R_pacman,3.73329e-10,5.027788e-11
7013359_A_pacman,19096040000.0,23685180000.0
7013359_F_pacman,0.0002617065,2.274558e-05
7013359_R_pacman,1.379266e-15,2.889584e-15
7013785_F_pacman,0.01258092,0.005153786
7013785_R_pacman,1.980019e-18,3.39681e-18
7013852_A_pacman,1.291334e-06,1.728183e-08
7013852_F_pacman,1.944055e-06,5.777242e-08
7013852_R_pacman,1.766957e-09,8.657061e-10
7013914_IF_pacman,4.771015e-06,1.794727e-07
7013914_R_pacman,1.332619e-06,1.325448e-07
7013939_F_pacman,9.468673e-05,9.787404e-06
7013939_R_pacman,7.98527e-05,9.128462e-06
7013942_F_pacman,7.948771e-05,3.588518e-06
7013942_R_pacman,2.164445e-07,1.457518e-08
7014126_A_pacman,0.0003505533,0.0001672503
7014126_F_pacman,4.563068e-05,2.050038e-06
7014126_R_pacman,6.076842e-11,2.364596e-11
7014140_A_pacman,0.07617929,0.01039171
7014140_F_pacman,9.089812e-06,6.722192e-06
7014140_R_pacman,3.303868e-42,5.244956e-42
7014342_A_pacman,35781.04,57573.95
7014342_F_pacman,62.70511,53.42562
7014342_R_pacman,0.007563742,0.002364637
7014345_A_pacman,26709.05,46849.15
7014345_F_pacman,6.459856,2.465109
7014345_R_pacman,9.051986e-14,6.303634e-14
7014347_A_pacman,1814.174,1559.891
7014347_F_pacman,17.94386,15.32126
7014347_R_pacman,0.001243981,0.0002632161
7014348_A_pacman,0.0008413704,0.0004551324
7014348_F_pacman,0.0003105241,3.655465e-05
7014348_R_pacman,1.083179e-06,1.076187e-07
7014398_R_pacman,1.390102e-06,8.716937e-08
7014480_F_pacman,0.01403498,0.001249768
7014480_R_pacman,1.139966e-07,3.396305e-08
7014482_F_pacman,0.0002316214,0.000300414
7014482_R_pacman,1.233578e-05,1.000386e-06
7014502_F_pacman,2.163292e-06,2.796401e-08
7014502_R_pacman,1.85087e-21,2.234131e-21
7014544_F_pacman,5.978052e-05,1.039644e-05
7014544_R_pacman,4.554693e-07,8.96495e-08
7014599_A_pacman,0.0001886911,0.0001364802
7014599_F_pacman,0.0001315592,6.639198e-05
7014599_R_pacman,1.282281,1.008002
7014600_A_pacman,9.896898e-05,0.0001540694
7014600_R_pacman,3.286171e-05,1.096894e-05
7014601_A_pacman,2.843628e-05,2.393771e-06
7014601_F_pacman,2.648841e-05,8.042386e-06
7014601_R_pacman,1.298079e-06,4.438915e-07
7014733_IF_pacman,0.008857213,0.00481563
7014733_R_pacman,0.00263285,0.001402598
7014777_R_pacman,1.209468e-05,2.818568e-07
7014827_F_pacman,0.0247606,0.01104105
7014827_R_pacman,0.0002059934,4.353255e-05
7014923_F_pacman,0.02302717,0.04492414
7014923_R_pacman,3.627128e-06,2.532555e-06
7014925_F_pacman,0.02040487,0.01486699
7014925_R_pacman,0.005680605,0.006974677
7015078_R_pacman,1.194481e-06,2.792625e-08
7015327_A_pacman,0.3617685,0.144282
7015327_F_pacman,0.06833474,0.01383219
7015327_R_pacman,2.109656e-23,1.508037e-23
7015501_F_pacman,0.002623769,0.0007179313
7015501_R_pacman,5.798071e-16,7.150042e-16
7015502_F_pacman,1.821614e-05,1.906502e-06
7015502_R_pacman,7.074656e-65,5.364813e-65
7015503_F_pacman,0.004153565,0.002680335
7015503_R_pacman,1.131258e-15,6.892743e-16
7015725_IF_pacman,2.993271e-05,3.584835e-06
7015725_R_pacman,5.569819e-11,5.961159e-11
7015905_IF_pacman,1.193555e-05,1.763656e-07
7015905_R_pacman,8.745803e-30,1.12147e-29
7015907_IF_pacman,6.721429e-06,1.791421e-07
7015907_R_pacman,2.645639e-27,2.435371e-27
7015963_A_pacman,8.821909e-07,1.797976e-08
7015963_F_pacman,4.443605,2.004316
7015963_R_pacman,3.437922e-18,9.485217e-18
7016210_F_pacman,4.521437e-06,9.233784e-08
7016210_R_pacman,2.489374e-17,2.716373e-17
7016506_R_pacman,0.002317125,0.002213316
7016507_R_pacman,0.0007399631,0.0001761641
7016508_R_pacman,0.0001297611,3.306992e-05
7016770_A_pacman,256105100.0,379518500.0
7016770_R_pacman,9.209501e-05,7.408227e-05
7016800_R_pacman,0.0001426487,9.632142e-06
7016808_A_pacman,0.001364719,0.0004035693
7016808_F_pacman,0.002267679,0.0004324011
7016808_R_pacman,0.000220279,5.240019e-05
7016809_A_pacman,0.002925554,0.001395762
7016809_F_pacman,1.547116,1.244824
7016809_R_pacman,0.0002312675,0.0001158013
7016895_A_pacman,0.04504974,0.007018106
7016895_F_pacman,0.0009966647,0.0004485783
7016895_R_pacman,3.191681e-60,8.859851e-60
7016896_A_pacman,0.2525982,0.0440846
7016896_F_pacman,0.0002337598,2.457394e-05
7016896_R_pacman,1.445824e-44,3.727293e-44
7016963_A_pacman,26011670.0,18855390.0
7016963_F_pacman,6.646602e-06,1.382423e-06
7016963_R_pacman,6.373883e-05,3.895768e-05
7017088_A_pacman,12495030.0,23445070.0
7017088_F_pacman,0.01815728,0.02064103
7017088_R_pacman,2.709995e-27,4.28205e-27
7017096_A_pacman,61.85963,134.3208
7017096_F_pacman,0.0007570143,0.0002574599
7017096_R_pacman,4.833436e-29,1.19221e-28
7017256_IA_pacman,0.04886857,0.05847094
7017256_IF_pacman,0.0004680002,0.0002397073
7017256_R_pacman,0.0009013061,0.0002372387
7017273_F_pacman,5.396366e-05,5.343002e-06
7017273_R_pacman,8.203312e-07,3.819057e-07
7017274_A_pacman,0.001844198,0.0004821983
7017274_R_pacman,0.0001718455,7.331889e-05
7017351_R_pacman,0.0001554818,1.019692e-05
7017459_A_pacman,0.04774583,0.01372728
7017459_F_pacman,0.0002028029,7.98594e-06
7017459_R_pacman,2.740305e-43,6.724713e-43
7017594_A_pacman,2737.91,1028.182
7017594_F_pacman,114.9085,65.13397
7017594_R_pacman,0.0005159003,6.85915e-05
7017646_R_pacman,7.900685e-05,5.523132e-06
7017647_R_pacman,2.278813e-05,7.135384e-07
7017648_R_pacman,3.27375e-05,8.137648e-07
7017649_R_pacman,2.837428e-05,5.724797e-07
7017987_IF_pacman,0.5220959,0.4175817
7017987_R_pacman,0.0001120433,6.370369e-05
7018014_A_pacman,4.743515e-05,6.811794e-06
7018014_F_pacman,2.086323e-05,2.204999e-06
7018014_R_pacman,8.586639e-11,3.471239e-11
7018036_F_pacman,7.226815e-05,8.16005e-06
7018036_R_pacman,1.115382e-05,1.605715e-05
7018044_A_pacman,0.001417351,0.001446857
7018044_R_pacman,5.04951e-05,1.514403e-05
7018045_A_pacman,0.002693608,0.005412577
7018045_F_pacman,1.017552e-05,2.277757e-06
7018045_R_pacman,4.22074e-18,2.836713e-18
7018046_A_pacman,0.0009067644,0.0004871521
7018046_R_pacman,3.636509e-05,8.808251e-06
7018054_A_pacman,0.0001089957,1.347306e-05
7018054_R_pacman,2.165528,4.951203
7018254_A_pacman,0.004419463,0.001961692
7018254_F_pacman,0.0003701838,8.87165e-05
7018254_R_pacman,0.01541739,0.005541472
7018262_A_pacman,0.6641454,0.1545011
7018262_F_pacman,0.2311192,0.06523942
7018262_R_pacman,9.967177e-09,3.052468e-09
7018270_F_pacman,9.205253e-05,6.540729e-06
7018270_R_pacman,1.527137e-10,7.642279e-11
7018272_A_pacman,0.001076235,0.0003327375
7018272_F_pacman,0.007572988,0.003551192
7018272_R_pacman,2.740554e-06,4.162504e-07
7018294_A_pacman,133300.5,152410.9
7018294_F_pacman,0.0007155619,0.0001508182
7018294_R_pacman,0.0002652991,8.046419e-05
7018367_F_pacman,0.0001611443,4.053273e-06
7018367_R_pacman,1.413484e-09,6.875661e-10
7018368_F_pacman,3.13152e-05,3.13009e-06
7018368_R_pacman,4.208868e-09,6.326967e-09
7018381_F_pacman,0.004599288,0.0007573342
7018381_R_pacman,7.793601e-12,2.973875e-12
7018382_A_pacman,4.748245e-05,7.274531e-06
7018382_F_pacman,1.16348e-05,1.021297e-06
7018382_R_pacman,4.170413e-11,2.128759e-11
7018427_F_pacman,0.001042144,0.0001829668
7018427_R_pacman,1.39727e-07,1.139781e-08
7018428_F_pacman,0.01897841,0.006964184
7018428_R_pacman,1.96335,5.280237
7018461_R_pacman,2.065966e-06,2.613645e-07
7018477_F_pacman,0.0001314822,8.211501e-05
7018477_R_pacman,2.673843e-05,5.384798e-06
7018478_IF_pacman,0.006865328,0.004588094
7018478_R_pacman,0.008832122,0.008507601
7018496_A_pacman,0.004094157,0.0006958316
7018496_F_pacman,0.02035144,0.02536855
7018496_R_pacman,3.480546e-12,2.126041e-12
7018517_A_pacman,8.953657e-06,6.041287e-07
7018517_R_pacman,0.003152162,0.001705869
7018518_A_pacman,2.096709e-05,5.323445e-06
7018518_R_pacman,1.41305e-05,2.831065e-06
7018519_R_pacman,9.47519e-06,4.753245e-07
7018563_IF_pacman,0.001478351,2.625633e-05
7018563_R_pacman,2.970931e-16,3.259184e-16
7018564_IF_pacman,0.0002298675,3.063708e-05
7018564_R_pacman,0.000105402,2.245491e-05
7018565_IF_pacman,0.0002108417,4.220988e-06
7018565_R_pacman,1.488426e-20,2.48808e-20
7018566_F_pacman,1.593828e-05,1.957689e-06
7018566_R_pacman,6.035298e-17,6.718301e-17
7018573_F_pacman,1.968607e-05,3.300217e-06
7018573_R_pacman,1.361074e-06,2.787847e-08
7018678_R_pacman,1.414713e-05,6.867847e-07
7018679_R_pacman,0.001252748,0.0004172673
7018680_R_pacman,0.006932268,0.001746643
7018686_R_pacman,7.591547e-07,9.417363e-09
7018709_A_pacman,86684.4,105628.6
7018709_F_pacman,2.162063e-08,2.307117e-08
7018709_R_pacman,1.527632e-11,1.074392e-11
7018710_A_pacman,2990425.0,2120221.0
7018710_F_pacman,4.905513e-06,2.787755e-06
7018710_R_pacman,2.884281e-07,2.875662e-08
7018711_A_pacman,663374100.0,1800795000.0
7018711_F_pacman,1.217781e-07,1.22395e-07
7018711_R_pacman,7.389477e-15,3.512306e-15
7018712_A_pacman,253409700.0,669155700.0
7018712_F_pacman,1.391596e-06,1.328467e-06
7018712_R_pacman,1.897325e-15,4.149662e-16
7018713_A_pacman,22253710.0,9963765.0
7018713_F_pacman,1.02778e-07,6.562253e-08
7018713_R_pacman,3.383161e-17,7.230498e-18
7018715_A_pacman,17282140.0,15729250.0
7018715_F_pacman,3.01396e-06,1.817459e-06
7018715_R_pacman,8.502926e-16,5.158088e-16
7018733_A_pacman,2.798767,6.37165
7018733_R_pacman,7.311917e-05,1.080077e-05
7018782_IF_pacman,0.0004995819,0.0001627887
7018782_R_pacman,1.311706e-05,2.413105e-06
7018958_R_pacman,3.44185e-06,1.388082e-07
7019026_F_pacman,2.507056e-05,1.030309e-06
7019026_R_pacman,1.06776e-11,5.956137e-12
7019048_R_pacman,9.25604e-05,1.278138e-05
7019137_A_pacman,0.03448218,0.03935239
7019137_F_pacman,0.005253802,0.003875408
7019137_R_pacman,0.0001000963,1.618763e-05
7019138_A_pacman,1399814.0,1249716.0
7019138_F_pacman,3.571325e-05,4.904839e-05
7019138_R_pacman,3.427027e-16,2.959769e-16
7019166_A_pacman,35437010.0,78345770.0
7019166_F_pacman,0.2604749,0.2016432
7019166_R_pacman,4.503037e-05,6.320682e-05
7019168_IA_pacman,514625200.0,1186230000.0
7019168_IF_pacman,0.6632871,0.3538599
7019168_R_pacman,3.962041e-07,3.089904e-07
7019169_IA_pacman,39517120.0,85069910.0
7019169_IF_pacman,0.7318187,0.4913981
7019169_R_pacman,6.273779e-07,1.065846e-06
7019170_IA_pacman,1884713000.0,4777474000.0
7019170_IF_pacman,0.6049613,0.1475881
7019170_R_pacman,4.450378e-05,8.37875e-05
7019171_IA_pacman,327.1282,237.3917
7019171_IF_pacman,1.433956,0.5519421
7019171_R_pacman,1.627233e-05,1.204943e-05
7019200_F_pacman,3.424319e-06,6.950694e-07
7019200_R_pacman,1.031995e-18,1.172538e-18
7019201_F_pacman,1.78682e-06,5.479081e-07
7019201_R_pacman,3.300369e-14,3.518124e-14
7019222_IF_pacman,0.002923059,0.0001354798
7019222_R_pacman,7.578193e-09,4.531006e-09
7019223_IF_pacman,0.0004401849,1.862485e-05
7019223_R_pacman,1.235347e-10,1.536837e-10
7019270_A_pacman,68255.46,118234.3
7019270_F_pacman,7.857143e-05,4.54288e-05
7019270_R_pacman,1.123626e-05,2.706695e-06
7019318_A_pacman,51.79677,31.35421
7019318_F_pacman,1.514143e-05,2.774866e-06
7019318_R_pacman,2.845553e-23,4.809856e-23
7019319_A_pacman,0.4932036,0.1306891
7019319_F_pacman,2.198324e-05,2.854565e-06
7019319_R_pacman,6.207626e-25,3.33863e-25
7019420_IF_pacman,0.0001320959,0.0001417045
7019420_R_pacman,1.165014e-16,9.558599e-17
7019537_IF_pacman,6.305916e-05,7.503423e-06
7019537_R_pacman,6.927978e-05,6.486799e-06
7019568_IF_pacman,112.4001,104.5988
7019568_R_pacman,1.289302e-12,3.198708e-12
7019941_A_pacman,13.60847,10.88536
7019941_F_pacman,0.01621894,0.005718429
7019941_R_pacman,0.01230703,0.003835229
7019942_A_pacman,11.43599,17.98277
7019942_F_pacman,0.02431293,0.005334435
7019942_R_pacman,0.03740529,0.01153046
7019943_A_pacman,100.5337,66.55037
7019943_F_pacman,0.06574784,0.04178887
7019943_R_pacman,2.549977e-05,3.604307e-06
7019944_A_pacman,72.61247,61.78059
7019944_F_pacman,0.06632255,0.03093849
7019944_R_pacman,3.696569e-05,3.985406e-06
7019945_A_pacman,136.2996,234.0766
7019945_F_pacman,0.06959349,0.01968087
7019945_R_pacman,0.0001582681,2.469401e-05
7019964_R_pacman,0.3148289,0.5093968
7020359_F_pacman,2.280602e-05,2.149475e-06
7020359_R_pacman,2.117729e-22,3.378106e-22
