name,n_atom,ave_mass,Volume,Density,sg,Di,Df,Dif,VF,PV,ASA,NASA,topology,catention,dimension,f-sbu-chi-0,f-sbu-chi-1,f-sbu-chi-2,f-sbu-chi-3,f-sbu-Z-0,f-sbu-Z-1,f-sbu-Z-2,f-sbu-Z-3,f-sbu-I-0,f-sbu-I-1,f-sbu-I-2,f-sbu-I-3,f-sbu-T-0,f-sbu-T-1,f-sbu-T-2,f-sbu-T-3,f-sbu-S-0,f-sbu-S-1,f-sbu-S-2,f-sbu-S-3,mc-chi-0,mc-chi-1,mc-chi-2,mc-chi-3,mc-Z-0,mc-Z-1,mc-Z-2,mc-Z-3,mc-I-0,mc-I-1,mc-I-2,mc-I-3,mc-T-0,mc-T-1,mc-T-2,mc-T-3,mc-S-0,mc-S-1,mc-S-2,mc-S-3,D_mc-chi-0,D_mc-chi-1,D_mc-chi-2,D_mc-chi-3,D_mc-Z-0,D_mc-Z-1,D_mc-Z-2,D_mc-Z-3,D_mc-I-0,D_mc-I-1,D_mc-I-2,D_mc-I-3,D_mc-T-0,D_mc-T-1,D_mc-T-2,D_mc-T-3,D_mc-S-0,D_mc-S-1,D_mc-S-2,D_mc-S-3,f-link-chi-0,f-link-chi-1,f-link-chi-2,f-link-chi-3,f-link-Z-0,f-link-Z-1,f-link-Z-2,f-link-Z-3,f-link-I-0,f-link-I-1,f-link-I-2,f-link-I-3,f-link-T-0,f-link-T-1,f-link-T-2,f-link-T-3,f-link-S-0,f-link-S-1,f-link-S-2,f-link-S-3,lc-chi-0,lc-chi-1,lc-chi-2,lc-chi-3,lc-Z-0,lc-Z-1,lc-Z-2,lc-Z-3,lc-I-0,lc-I-1,lc-I-2,lc-I-3,lc-T-0,lc-T-1,lc-T-2,lc-T-3,lc-S-0,lc-S-1,lc-S-2,lc-S-3,lc-alpha-0,lc-alpha-1,lc-alpha-2,lc-alpha-3,D_lc-chi-0,D_lc-chi-1,D_lc-chi-2,D_lc-chi-3,D_lc-Z-0,D_lc-Z-1,D_lc-Z-2,D_lc-Z-3,D_lc-I-0,D_lc-I-1,D_lc-I-2,D_lc-I-3,D_lc-T-0,D_lc-T-1,D_lc-T-2,D_lc-T-3,D_lc-S-0,D_lc-S-1,D_lc-S-2,D_lc-S-3,D_lc-alpha-0,D_lc-alpha-1,D_lc-alpha-2,D_lc-alpha-3,func-chi-0,func-chi-1,func-chi-2,func-chi-3,func-Z-0,func-Z-1,func-Z-2,func-Z-3,func-I-0,func-I-1,func-I-2,func-I-3,func-T-0,func-T-1,func-T-2,func-T-3,func-S-0,func-S-1,func-S-2,func-S-3,func-alpha-0,func-alpha-1,func-alpha-2,func-alpha-3,D_func-chi-0,D_func-chi-1,D_func-chi-2,D_func-chi-3,D_func-Z-0,D_func-Z-1,D_func-Z-2,D_func-Z-3,D_func-I-0,D_func-I-1,D_func-I-2,D_func-I-3,D_func-T-0,D_func-T-1,D_func-T-2,D_func-T-3,D_func-S-0,D_func-S-1,D_func-S-2,D_func-S-3,D_func-alpha-0,D_func-alpha-1,D_func-alpha-2,D_func-alpha-3,KH,error,co2,co2_error,n2,n2_error
c7dt00292k2_1_R,82,11.35846341,780.004,1.98282,2,2.06751,1.00517,2.06503,0.274,0.138187,0,0,kgd,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13E-28,2.71E-28,0,0,0,0
c7dt00292k2_1_R,82,11.35846341,780.004,1.98282,2,2.06751,1.00517,2.06503,0.274,0.138187,0,0,kgd,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13E-28,2.71E-28,0,0,0,0
c7dt00330g2_R,168,9.75502381,2033.6,1.33824,14,5.26248,3.91416,5.25535,0.45,0.336264,605.585,0,dmp,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04E-05,1.94E-06,0.00467798,0.000406522,0.32484,0.05004596
c7dt00614d2_1_R,416,8.800884615,4230.76,1.43699,19,3.31068,1.60413,2.25312,0.3326,0.231455,0,0,dia,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35E-07,4.31E-08,0,0,0,0
c7dt01045a2_1_R,86,15.26595656,1452.23,1.50121,164,7.38092,6.01901,7.38092,0.4566,0.304154,717.427,0,kgm,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.40E-06,4.44E-07,0.001054713,0.00016335,0.09593657,0.008105963
c7dt01195d2_3_R,94,9.441787234,1194.98,1.23333,2,4.6791,3.61937,4.6791,0.4738,0.384163,794.728,0,sql,1,2,191.443,337.536,647.1164,987.072,2812,5808,7892,7056,24,48,80,120,128,328,432,424,15.9944,35.3208,56.9032,71.2216,2.7225,27.06,29.4525,61.0005,900,1140,1260,2100,1,5,7,14,25,60,105,150,1.7161,4.8339,7.0609,11.8686,0,-8.15,-6.3,-13.87,0,112,168,350,0,0,0,0,0,13,14,40,0,2.86,3.78,9.28,150.66185,308.1675,489.6972,564.965,596,1248,1707,1676,23,47,75,90,122,296,391,397,9.3523,22.0759,31.5671,33.8906,10.5376,12.138,24.7428,19.336,56.5,66,105,76,1,1.5,3,2.5,2.5,7.5,10,8,0.5477,0.85855,1.4025,1.12835,41.425,113.565,160.962614,135.052614,0,0.935,1.775,1.975,0,2,8,8.5,0,0,0,0,0,-2,-1,-1.5,0,-0.04,0.34,0.33,0,-6.9,-4.00711,-5.05711,5.9168,6.579,15.5144,18.533,32,36,68,68,0.5,0.75,1.75,2.25,1.25,4.25,7,8.5,0.26645,0.421575,0.830375,0.972725,14.045,44.9175,78.8563415,98.750183,0,0.6675,1.51,2.3525,0,1.5,5.5,9.5,0,0,0,0,0,-1.25,-1,-1,0,-0.03,0.14,0.31,0,-4.5,-5.603555,-6.70711,0.008008585,0.002507943,0.02953674,0.006453452,0.3673291,0.04934451
c7dt01251a2_1_R,96,10.37837683,934.046,1.77126,14,1.89552,1.186,1.87305,0.2906,0.164064,0,0,pcu,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19E-55,2.98E-55,0,0,0,0
c7dt01306j2_2_R,340,11.39458824,6513.52,0.987661,19,6.19805,5.30639,6.19805,0.6112,0.618836,1940.24,0,,1,3,174.7947,304.5872,748.9616,1003.9008,5527,9144,14970,11556,21,44,86,124,130,352,514,508,15.1347,36.4974,64.4748,79.6078,2.8561,30.9608,28.7131,69.21395,2304,2040,4032,3984,1,5.5,7,14.5,30.5,69.5,130.5,174.5,2.1904,5.9866,9.028,14.4226,0,-9.025,-5.16,-16.45,0,221.5,252,613,0,0,0,0,0,18,15.5,49,0,4.095,4.26,11.715,265.1181,573.9795,914.9076,1092.918,1108.5,2484,3627,3639,40.5,87,138,174,225,567,834,906,17.58525,42.8505,64.4586,72.5916,10.5376,12.138,25.4876,15.992,56.5,66,108.5,72.5,1,1.5,3,2,2.5,7.5,10,7,0.5477,0.85855,1.395,0.9896,41.425,113.565,146.532614,118.376307,0,0.935,1.53,1.555,0,2,7.5,5.5,0,0,0,0,0,-2,-1,-2,0,-0.04,0.35,0.14,0,-6.9,-2.05711,-6.503555,10.5376,16.014,33.2396,26.556,56.5,87,150.5,100.5,1,2,4,3.5,5,15,21.5,16.5,0.5477,1.1473,1.9725,1.55585,41.425,155.375,230.152614,193.538921,0,1.18,2.02,2.64,0,2.5,8.5,12,0,0,0,0,0,-1,1.5,1,0,-0.05,0.33,0.51,0,-8.85,-5.95711,-5.560665,0.01953787,0.01352283,0.00199722,0.000388785,0.2175469,0.01636181
c7dt01306j2_4_R,224,9.810932036,3091.16,1.18055,14,5.57113,2.41312,5.55074,0.4916,0.416414,0,845.654,,2,3,118.78,218.7504,430.407,647.496,1356,3222,4494,3528,15,30,52,78,86,236,300,214,9.617,21.4914,35.508,44.3982,3.5344,36.5472,38.352,72.3988,729,1215,1296,1755,1,6,8,15,36,90,144,186,1.5876,5.5944,7.7616,11.403,0,-8.16,-5.36,-10.31,0,117,168,340,0,0,0,0,0,21,24,59,0,3.12,3.92,9.85,182.73575,395.403,628.49,712.57,770,1722,2495,2389,27.5,59,93,112,152,381,557,580,11.98955,29.0829,43.4437,46.723,10.5376,12.138,25.4876,15.992,56.5,66,108.5,72.5,1,1.5,3,2,2.5,7.5,10,7,0.5477,0.85855,1.395,0.9896,41.425,113.565,146.532614,118.376307,0,0.935,1.53,1.555,0,2,7.5,5.5,0,0,0,0,0,-2,-1,-2,0,-0.04,0.35,0.14,0,-6.9,-2.05711,-6.503555,10.5376,16.014,33.2396,26.556,56.5,87,150.5,100.5,1,2,4,3.5,5,15,21.5,16.5,0.5477,1.1473,1.9725,1.55585,41.425,155.375,230.152614,193.538921,0,1.18,2.02,2.64,0,2.5,8.5,12,0,0,0,0,0,-1,1.5,1,0,-0.05,0.33,0.51,0,-8.85,-5.95711,-5.560665,0.001318596,0.000140766,0.005202532,0.000453281,0.3394816,0.02614537
c7dt01405h2_R,308,8.441444078,3201.98,1.34834,14,3.3732,1.31246,2.91036,0.3718,0.275746,0,1.59687,hcb,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.76E-06,5.21E-07,0,0,0,0
c7dt01523b2_5_R,243,11.01848627,3780.59,1.17603,171,4.99001,4.13335,4.96065,0.5252,0.446588,1175.69,0,qtz,1,3,214.5804,408.7648,939.0392,1564.16,2536,6248,10280,10696,27,56,112,196,168,488,782,840,16.5441,39.3424,73.7786,106.5816,3.5344,37.2992,45.3644,89.2436,729,1242,1917,2538,1,6,10,17,36,96,174,222,1.5876,5.5692,9.3114,14.175,0,-8.56,-5.33,-15.51,0,116,199,365,0,0,0,0,0,20,31,65,0,3.14,5.21,10.17,136.8536,283.2242,433.4256,436.6372,617,1298,1812,1606,19,40,60,64,100,240,330,310,8.7435,20.2364,28.7448,28.1544,10.7536,11.577,24.5498,17.7124,57.75,63,108.5,96.25,1,1.416666667,2.833333333,2.083333333,2.25,6.75,8.666666667,9,0.545233333,0.809141667,1.34625,1.181408333,39.2025,104.6191667,139.178845,139.3083333,0,0.9275,1.464166667,1.365,0,2,6.666666667,3,0,0,0,0,0,-2,-1,-3.25,0,-0.04,0.283333333,-0.06,0,-6.75,-3.039258333,-9.6,9.5656,17.79243333,31.9687,24.5674,50.875,95.83333333,138.25,98.625,1,2.166666667,4.041666667,3.208333333,5.083333333,14.375,20.66666667,15.58333333,0.5588,1.240575,1.9640625,1.4920875,51.42625,161.3754167,245.361383,190.4755497,0,0.825833333,1.969166667,1.855833333,0,1.708333333,9.041666667,8.833333333,0,0,0,0,0,-1.125,0.458333333,0.625,0,-0.034166667,0.4025,0.406666667,0,-6.4375,-4.362461667,-3.324961667,6.50E-05,8.43E-06,0.008634742,0.001179021,0.4263237,0.02182645
c7dt01759f2_2_R,278,10.1068617,3740.42,1.24735,2,5.34521,4.18072,5.33676,0.4636,0.371667,728.215,0,,1,3,302.0362,596.68,1333.6428,2108.9392,4278,9860,17804,21464,38,82,158,278,244,736,1286,1640,21.9602,55.9522,102.6118,152.3622,3.5344,31.96,36.8245,85.5259,729,1066.5,2430,2747.25,1,5,8.75,14.5,26,75,131,173,1.5876,4.6116,8.52075,13.0662,0,-7.6,-3.1375,-18.2325,0,95.5,146.25,289.75,0,0,0,0,0,11.75,20.25,37,0,2.64,4.2625,7.9,267.2448667,566.0073333,897.8525333,1110.116333,1126.666667,2449.333333,3597.333333,3773.333333,40.66666667,86.66666667,137.3333333,178,224,564,825.3333333,919.3333333,17.75073333,42.83293333,64.38013333,74.63673333,10.5376,12.138,25.4876,15.992,56.5,66,108.5,72.5,1,1.5,3,2,2.5,7.5,10,7,0.5477,0.85855,1.395,0.9896,41.425,113.565,146.532614,118.376307,0,0.935,1.53,1.555,0,2,7.5,5.5,0,0,0,0,0,-2,-1,-2,0,-0.04,0.35,0.14,0,-6.9,-2.05711,-6.503555,10.5376,15.482,26.0196,19.868,56.5,69.5,126,93.5,1,2,3,2.5,5,12,15.5,13.5,0.5477,0.9973,1.545,1.27835,41.425,130.241307,171.666307,160.186307,0,1.355,1.355,1.8,0,5,5,6,0,0,0,0,0,0,0.5,-1,0,0.15,0.15,0.13,0,-5.453555,-5.453555,-8.453555,0.001179944,0.000600092,0.001719486,0.000266243,0.1089972,0.01186548
c7dt01759f2_2_R,278,10.1068617,3740.42,1.24735,2,5.34521,4.18072,5.33676,0.4636,0.371667,728.215,0,,1,3,302.0362,596.68,1333.6428,2108.9392,4278,9860,17804,21464,38,82,158,278,244,736,1286,1640,21.9602,55.9522,102.6118,152.3622,3.5344,31.96,36.8245,85.5259,729,1066.5,2430,2747.25,1,5,8.75,14.5,26,75,131,173,1.5876,4.6116,8.52075,13.0662,0,-7.6,-3.1375,-18.2325,0,95.5,146.25,289.75,0,0,0,0,0,11.75,20.25,37,0,2.64,4.2625,7.9,267.2448667,566.0073333,897.8525333,1110.116333,1126.666667,2449.333333,3597.333333,3773.333333,40.66666667,86.66666667,137.3333333,178,224,564,825.3333333,919.3333333,17.75073333,42.83293333,64.38013333,74.63673333,10.5376,12.138,25.4876,15.992,56.5,66,108.5,72.5,1,1.5,3,2,2.5,7.5,10,7,0.5477,0.85855,1.395,0.9896,41.425,113.565,146.532614,118.376307,0,0.935,1.53,1.555,0,2,7.5,5.5,0,0,0,0,0,-2,-1,-2,0,-0.04,0.35,0.14,0,-6.9,-2.05711,-6.503555,10.5376,15.482,26.0196,19.868,56.5,69.5,126,93.5,1,2,3,2.5,5,12,15.5,13.5,0.5477,0.9973,1.545,1.27835,41.425,130.241307,171.666307,160.186307,0,1.355,1.355,1.8,0,5,5,6,0,0,0,0,0,0,0.5,-1,0,0.15,0.15,0.13,0,-5.453555,-5.453555,-8.453555,0.001179944,0.000600092,0.001719486,0.000266243,0.1089972,0.01186548
c7dt02040f2_R,232,10.47534483,2707.8,1.49035,2,4.61307,3.90076,4.61307,0.4118,0.27631,310.37,94.3096,sql,1,2,494.3828,957.0468,3033.0872,2880.4728,8696,21120,29360,30192,70,156,356,404,552,1640,2378,2760,31.7814,98.03,181.3772,222.7428,1.2544,37.5312,21.2464,58.6992,3364,4524,5800,6612,1,10,8,18,100,240,310,440,2.6569,11.9642,11.4426,20.7662,0,-22.31,-10.01,-32.25,0,502,364,930,0,0,0,0,0,76,49,136,0,8.96,6.02,16.6,154.4044,306.561,486.2404,592.682,694,1392,2080,2264,22,46,72,92,118,294,424,476,10.0678,23.331,34.8104,40.55,11.35972444,10.12973333,18.78332444,18.2172,61.51111111,55.46666667,87.11111111,97.6,1,1.177777778,2,2.177777778,1.711111111,4.066666667,5.244444444,9.022222222,0.538233333,0.664766667,0.979782222,1.207702222,36.94333333,76.56377778,91.80563689,147.7106972,0,0.652666667,1.144222222,1.652888889,0,1.466666667,4.488888889,4.088888889,0,0,0,0,0,-1.466666667,-1.822222222,-4.355555556,0,-0.029333333,0.132444444,-0.037333333,0,-4.4,-3.380937778,-10.32952089,4.107377778,10.336,25.45493333,0,21.77777778,56,46.66666667,0,0.444444444,1.333333333,3.555555556,0,4,14.66666667,10.66666667,0,0.25,0.77,1.106666667,0,24.33777778,111.4933333,121.1947991,0,0,0.653333333,2.435555556,0,0,1.333333333,18.22222222,0,0,0,0,0,0,-0.888888889,7.111111111,0,0,-0.026666667,1.191111111,0,0,-5.2,9.933435556,0,0.00014837,1.98E-05,0.002612868,0.001515746,0.06930386,0.009178906
c7dt02040f2_R,232,10.47534483,2707.8,1.49035,2,4.61307,3.90076,4.61307,0.4118,0.27631,310.37,94.3096,sql,1,2,494.3828,957.0468,3033.0872,2880.4728,8696,21120,29360,30192,70,156,356,404,552,1640,2378,2760,31.7814,98.03,181.3772,222.7428,1.2544,37.5312,21.2464,58.6992,3364,4524,5800,6612,1,10,8,18,100,240,310,440,2.6569,11.9642,11.4426,20.7662,0,-22.31,-10.01,-32.25,0,502,364,930,0,0,0,0,0,76,49,136,0,8.96,6.02,16.6,154.4044,306.561,486.2404,592.682,694,1392,2080,2264,22,46,72,92,118,294,424,476,10.0678,23.331,34.8104,40.55,11.35972444,10.12973333,18.78332444,18.2172,61.51111111,55.46666667,87.11111111,97.6,1,1.177777778,2,2.177777778,1.711111111,4.066666667,5.244444444,9.022222222,0.538233333,0.664766667,0.979782222,1.207702222,36.94333333,76.56377778,91.80563689,147.7106972,0,0.652666667,1.144222222,1.652888889,0,1.466666667,4.488888889,4.088888889,0,0,0,0,0,-1.466666667,-1.822222222,-4.355555556,0,-0.029333333,0.132444444,-0.037333333,0,-4.4,-3.380937778,-10.32952089,4.107377778,10.336,25.45493333,0,21.77777778,56,46.66666667,0,0.444444444,1.333333333,3.555555556,0,4,14.66666667,10.66666667,0,0.25,0.77,1.106666667,0,24.33777778,111.4933333,121.1947991,0,0,0.653333333,2.435555556,0,0,1.333333333,18.22222222,0,0,0,0,0,0,-0.888888889,7.111111111,0,0,-0.026666667,1.191111111,0,0,-5.2,9.933435556,0,0.00014837,1.98E-05,0.002612868,0.001515746,0.06930386,0.009178906
c7dt02064c2_R,363,9.877421438,6744.99,0.882708,180,13.29862,13.15284,13.29862,0.6392,0.724135,1355.72,0,qtz,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06332134,0.02094392,0.001567656,0.000864689,0.1256937,0.01495888
c7dt02290e2_2_R,150,12.22928,3949.69,0.771219,166,7.95876,5.76317,7.95876,0.7,0.907654,2506.51,0,nbo,1,3,151.566,271.072,645.5328,665.984,2466,5408,5856,6784,16,36,64,80,100,244,320,384,11.5094,29.1416,42.5808,52.0928,3.61,32.68,19.38,45.524,841,1160,696,1624,1,5,4,8,25,45,60,100,1.9044,5.037,4.2504,8.28,0,-7.7,-2.6,-8.76,0,105,92,176,0,0,0,0,0,16,8,20,0,3.25,2.44,5.04,321.8138,652.137,1050.5108,1340.444,1460,3000,4592,5192,46,98,156,208,254,642,956,1136,21.3214,50.2194,76.7356,94.0496,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000187881,1.14E-05,0.000804081,4.59E-05,0.2012077,0.01228833
c7dt02496g2_R,128,11.93190625,1889.29,1.34241,2,6.14897,3.87478,6.13574,0.5078,0.378274,1076.28,0,sql,1,2,729.987,1649.162,3302.5372,5027.3248,8520,18596,39172,47848,106,248,464,728,712,2024,3624,5016,54.6394,147.724,274.2192,397.5792,2.7225,25.388,36.7125,71.5275,900,1070,3360,2940,1,4.666666667,9.666666667,14.33333333,22.66666667,68.66666667,130.6666667,182.6666667,1.7161,4.5064,10.37083333,13.70696667,0,-7.686666667,-6.3,-19.7,0,104.3333333,178,332,0,0,0,0,0,8.333333333,18.66666667,28.33333333,0,2.673333333,4.746666667,8.313333333,132.0136,270.4656,396.0308,408.235,616,1278,1766,1540,18,38,56,62,94,228,314,298,8.6066,19.699,27.7256,27.1126,10.2496,13.58942222,23.4852,22.3292,54.83333333,73.30555556,117.25,101.5,1,1.611111111,2.75,2.805555556,2.833333333,7.555555556,11.33333333,11.16666667,0.550988889,0.917344444,1.459375,1.403230556,44.38833333,111.8644444,171.9542047,173.0122982,0,0.713611111,1.252222222,1.755833333,0,1.527777778,4.055555556,6.583333333,0,0,0,0,0,-1.527777778,-1.722222222,-1.916666667,0,-0.030555556,0.085555556,0.201666667,0,-5.258333333,-6.35237,-6.746406667,6.161066667,11.74284444,14.92302222,8.182666667,32.66666667,62.61111111,79.72222222,44.33333333,0.666666667,1.333333333,1.722222222,1.055555556,2.666666667,6.111111111,8.222222222,6.333333333,0.375,0.755833333,0.97875,0.609583333,36.50666667,84.23666667,113.5488889,88.26555556,0,0.190555556,0.326666667,0.517222222,0,0.388888889,0.666666667,1.055555556,0,0,0,0,0,-0.388888889,-0.666666667,-1.055555556,0,-0.007777778,-0.013333333,-0.021111111,0,-1.516666667,-2.6,-4.116666667,3.89E-05,3.72E-06,0.002741384,0.000510987,0.2522159,0.01391382
c7dt02697h2_2_R,125,9.638224,2480.15,0.806632,143,11.50272,8.4606,11.50272,0.6698,0.830366,1710.29,0,hcb,1,2,196.033,421.6006,916.7832,1245.9302,3027,5438,6408,5774,29.5,64,129,197,199,574,942,1082,12.82925,34.8825,59.0895,77.3811,2.8561,31.2988,25.857,56.8854,2304,2064,1728,2592,1,5.5,6,13.5,32.5,76,115.5,154.5,2.1904,5.9718,6.8376,11.7438,0,-9.225,-5.16,-10.845,0,221,252,594,0,0,0,0,0,19.5,12,43.5,0,4.105,4.26,12.045,195.3307,373.374,594.8856,753.6604,838,1578,2346,2578,27,54,86,110,140,342,456,486,11.5139,25.997,38.1294,44.7474,11.1856,12.393,31.3002,25.5004,60.25,67.5,126,94.75,1,1.5,3.75,3.25,3,11.25,16.5,12,0.5403,0.8547,1.670625,1.400025,34.7575,107.6325,178.728921,153.553921,0,1.035,2.295,2.595,0,2.25,11.25,12,0,0,0,0,0,-2.25,0.75,-0.25,0,-0.045,0.525,0.51,0,-7.425,-3.085665,-4.660665,10.6996,18.00025,34.3449,42.6976,57.4375,78.8125,136.125,145.375,1,2.3125,4.3125,5.3125,6.8125,19.9375,29.25,24.375,0.54585,1.13791875,1.95166875,2.17400625,39.758125,146.8313342,229.1509866,231.4946041,0,1.651875,2.803125,3.7725,0,6.1875,13.125,20.0625,0,0,0,0,0,0.1875,3,4.1875,0,0.18875,0.58125,1.005,0,-6.34819375,-5.130748125,-1.257496875,0.000100827,8.22E-05,0.001120544,0.000539872,0.1362473,0.002721492
c7dt02981k2_4_R,220,9.888072727,2787.42,1.29595,52,4.72798,2.52331,4.6,0.4348,0.335506,0,273.142,dmp,3,3,83.8879,139.872,202.3112,299.472,1342,2328,2978,1632,11,20,28,36,48,112,126,88,7.4643,14.6236,21.0468,20.482,2.7225,21.384,25.245,52.734,900,900,1080,1740,1,4,6,12,16,40,72,96,1.7161,3.8776,6.0522,9.8512,0,-6.36,-5.4,-12.16,0,90,144,302,0,0,0,0,0,6,6,24,0,2.28,3.24,8.2,179.41095,378.077,590.3149,688.1055,753,1622,2320,2268,27,57,89,109,146,363,517,525,11.6935,27.9593,41.1777,44.4705,10.5376,12.138,25.4876,15.992,56.5,66,108.5,72.5,1,1.5,3,2,2.5,7.5,10,7,0.5477,0.85855,1.395,0.9896,41.425,113.565,146.532614,118.376307,0,0.935,1.53,1.555,0,2,7.5,5.5,0,0,0,0,0,-2,-1,-2,0,-0.04,0.35,0.14,0,-6.9,-2.05711,-6.503555,10.5376,15.482,25.50933333,22.792,56.5,69.5,123.3333333,109.5,1,2,3,2.833333333,5,12,15.83333333,14.5,0.5477,0.9973,1.549866667,1.465716667,41.425,130.241307,176.966307,180.1496403,0,1.355,1.503333333,2.096666667,0,5,5.333333333,6.666666667,0,0,0,0,0,0,0.166666667,-1.666666667,0,0.15,0.143333333,0.116666667,0,-5.453555,-6.453555,-10.453555,9.09E-06,3.70E-07,0.003046671,0.000904451,0.3006194,0.03760863
c7dt03341a2_R,92,10.62606522,1217.76,1.3331,2,5.00855,3.32708,4.96749,0.4626,0.347012,689.189,0,sql,1,2,170.617,313.248,672.9868,916.608,2698,5784,7408,8352,20,44,76,112,120,308,428,512,13.5636,32.8444,52.3932,69.5088,2.7225,27.72,25.245,55.209,900,1170,1080,2100,1,5,6,12,25,55,90,140,1.7161,4.8077,6.0522,10.8468,0,-8.55,-5.4,-13.66,0,111,144,290,0,0,0,0,0,14,12,32,0,2.88,3.24,7.44,203.5291333,410.7642667,659.9450667,797.3263333,1006,2134,2934.666667,3194.666667,30,62,98.66666667,122,160.6666667,393.3333333,544,588.6666667,13.2448,31.27153333,45.9232,52.9594,10.9696,11.016,23.36373333,19.09333333,59,60,107.3333333,94.33333333,1,1.333333333,2.666666667,2.333333333,2,6,8,8.666666667,0.542766667,0.759733333,1.3,1.226966667,36.98,95.67333333,136.635076,146.717538,0,0.92,1.48,1.793333333,0,2,6,5.333333333,0,0,0,0,0,-2,-1.333333333,-3,0,-0.04,0.213333333,0.06,0,-6.6,-4.671406667,-9.635703333,9.819111111,16.4776,26.65671111,43.512,101.6666667,186.7777778,198.4444444,247.8888889,1,2,3.222222222,5.888888889,5.333333333,12.22222222,20.44444444,30.22222222,0.655544444,1.390933333,2.012122222,3.080388889,114.3733333,234.9533333,344.2022222,523.9018887,0,0.176666667,1.307777778,3.44,0,4.777777778,11.66666667,33.11111111,0,0,0,0,0,0.111111111,-2.222222222,-0.666666667,0,0.104444444,0.166666667,1.082222222,0,2.3,-2.033333333,7.464347778,6.62E-05,4.91E-06,0.01796294,0.003167282,0.3587886,0.03648346
c7dt03363j2_1_R,176,10.40356818,1705.47,1.78277,2,4.81182,3.22977,4.81045,0.3652,0.204849,0,405.291,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.20E-05,1.87E-05,0.008511026,0.00269055,0.2168201,0.02024507
