name,n_atom,ave_mass,Volume,Density,sg,Di,Df,Dif,VF,PV,ASA,NASA,topology,catention,dimension,f-sbu-chi-0,f-sbu-chi-1,f-sbu-chi-2,f-sbu-chi-3,f-sbu-Z-0,f-sbu-Z-1,f-sbu-Z-2,f-sbu-Z-3,f-sbu-I-0,f-sbu-I-1,f-sbu-I-2,f-sbu-I-3,f-sbu-T-0,f-sbu-T-1,f-sbu-T-2,f-sbu-T-3,f-sbu-S-0,f-sbu-S-1,f-sbu-S-2,f-sbu-S-3,mc-chi-0,mc-chi-1,mc-chi-2,mc-chi-3,mc-Z-0,mc-Z-1,mc-Z-2,mc-Z-3,mc-I-0,mc-I-1,mc-I-2,mc-I-3,mc-T-0,mc-T-1,mc-T-2,mc-T-3,mc-S-0,mc-S-1,mc-S-2,mc-S-3,D_mc-chi-0,D_mc-chi-1,D_mc-chi-2,D_mc-chi-3,D_mc-Z-0,D_mc-Z-1,D_mc-Z-2,D_mc-Z-3,D_mc-I-0,D_mc-I-1,D_mc-I-2,D_mc-I-3,D_mc-T-0,D_mc-T-1,D_mc-T-2,D_mc-T-3,D_mc-S-0,D_mc-S-1,D_mc-S-2,D_mc-S-3,f-link-chi-0,f-link-chi-1,f-link-chi-2,f-link-chi-3,f-link-Z-0,f-link-Z-1,f-link-Z-2,f-link-Z-3,f-link-I-0,f-link-I-1,f-link-I-2,f-link-I-3,f-link-T-0,f-link-T-1,f-link-T-2,f-link-T-3,f-link-S-0,f-link-S-1,f-link-S-2,f-link-S-3,lc-chi-0,lc-chi-1,lc-chi-2,lc-chi-3,lc-Z-0,lc-Z-1,lc-Z-2,lc-Z-3,lc-I-0,lc-I-1,lc-I-2,lc-I-3,lc-T-0,lc-T-1,lc-T-2,lc-T-3,lc-S-0,lc-S-1,lc-S-2,lc-S-3,lc-alpha-0,lc-alpha-1,lc-alpha-2,lc-alpha-3,D_lc-chi-0,D_lc-chi-1,D_lc-chi-2,D_lc-chi-3,D_lc-Z-0,D_lc-Z-1,D_lc-Z-2,D_lc-Z-3,D_lc-I-0,D_lc-I-1,D_lc-I-2,D_lc-I-3,D_lc-T-0,D_lc-T-1,D_lc-T-2,D_lc-T-3,D_lc-S-0,D_lc-S-1,D_lc-S-2,D_lc-S-3,D_lc-alpha-0,D_lc-alpha-1,D_lc-alpha-2,D_lc-alpha-3,func-chi-0,func-chi-1,func-chi-2,func-chi-3,func-Z-0,func-Z-1,func-Z-2,func-Z-3,func-I-0,func-I-1,func-I-2,func-I-3,func-T-0,func-T-1,func-T-2,func-T-3,func-S-0,func-S-1,func-S-2,func-S-3,func-alpha-0,func-alpha-1,func-alpha-2,func-alpha-3,D_func-chi-0,D_func-chi-1,D_func-chi-2,D_func-chi-3,D_func-Z-0,D_func-Z-1,D_func-Z-2,D_func-Z-3,D_func-I-0,D_func-I-1,D_func-I-2,D_func-I-3,D_func-T-0,D_func-T-1,D_func-T-2,D_func-T-3,D_func-S-0,D_func-S-1,D_func-S-2,D_func-S-3,D_func-alpha-0,D_func-alpha-1,D_func-alpha-2,D_func-alpha-3,KH,error,co2,co2_error,n2,n2_error
7032539_R,288,9.44775,3292.07,1.37246,148,5.96474,4.22675,5.96474,0.4492,0.327295,449.641,0,pcu,2,3,815.4516,1799.3184,3604.2144,4906.5336,13368,25656,57384,52272,120,264,504,696,768,2088,3648,4968,69.0204,173.2584,333.2688,454.1784,3.61,24.624,38.152,78.774,841,870,2784,2088,1,4,8,16,16,48,112,152,1.9044,4.0848,10.1292,13.524,0,-5.36,-4.88,-11.06,0,86,136,392,0,0,0,0,0,4,4,26,0,2.56,3.7,12.28,218.4464,486.5824,786.708,872.299,788,1876,2712,2788,36,76,128,138,204,496,688,770,13.9268,34.9596,52.2576,57.3962,10.9696,11.51253333,22.888,11.856,59,62.33333333,58,35,1,1.333333333,3,1.666666667,2,6,8.666666667,6.666666667,0.542766667,0.754733333,1.1177,0.6625,36.98,86.05333333,131.395366,89.09928067,0,0.756666667,2.97,1.166666667,0,1.666666667,15,6.666666667,0,0,0,0,0,-2.333333333,-1.333333333,0,0,-0.033333333,0.7,0.366666667,0,-5.3,-2.31422,0.29289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.57E-07,2.75E-08,0.000487983,8.52E-05,0.07350164,0.008265758
7032584_R,149,9.515154362,1467.04,1.60476,2,3.10017,1.07135,2.91647,0.3288,0.204891,0,0,sql,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001399618,0.000447428,0,0,0,0
7032636_R,184,14.96057391,2468.91,1.85147,14,4.33189,3.00948,4.26849,0.4116,0.222309,0,482.425,,2,3,292.8288,653.3024,1055.2976,1442.5676,10784,12600,21408,20728,40,92,148,192,240,620,944,1064,28.3082,65.3608,108.9392,128.0072,3.7249,20.9212,32.0187,58.97115,2209,1175,2068,3901,1,3.5,6.5,11.5,12.5,35.5,71,108,1.6384,3.3472,6.5664,10.848,0,-4.085,-4.045,-8.36,0,139.5,261.5,457.5,0,0,0,0,0,2.5,3,10.5,0,1.865,3.19,6.245,157.4445,317.7882,522.5106,556.2744,925,2040,2518,2334,22,46,72,80,118,282,366,368,10.4841,24.6878,35.1652,35.1112,9.5656,14.6754,31.48836667,45.4138,50.875,89.5,193.5,210,1,1.875,3.875,5.208333333,3.625,11,19.29166667,17.41666667,0.5588,1.1037,2.1503625,2.5890625,51.42625,159.1875,295.9861082,271.2405497,0,0.965,1.727083333,1.094583333,0,0.75,0.25,6.958333333,0,0,0,0,0,-2.125,-2.583333333,1.208333333,0,-0.07125,0.024166667,0.444166667,0,-8.5875,-12.88748083,0.837538333,10.32358333,15.971275,27.55296667,18.65268333,120,230.6666667,190,135.3333333,1,1.875,2.708333333,2,5.375,9.833333333,8.208333333,9.833333333,0.680920833,1.408025,1.599345833,1.233775,129.66875,226.7375,165.9595833,183.44,0,-0.134583333,0.362083333,0.584166667,0,4.25,6.666666667,7.25,0,0,0,0,0,0.791666667,-0.25,-0.833333333,0,0.12125,0.129166667,0.1175,0,4.7125,2.75,1.75,0.002152061,0.00022214,0.006296637,0.002068319,0.1648337,0.02862714
7032638_R,378,13.09955437,5407.19,1.5207,87,7.3177,1.58119,7.3177,0.425,0.279476,0,479.539,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.56E-06,6.72E-08,0.000988689,0.00039618,0.09494523,0.008268559
7032644_R,116,10.74517241,2042.79,1.01324,14,7.35396,6.16574,7.35294,0.6062,0.59828,1454.64,0,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001054982,0.001423274,0.001103106,0.000466475,0.1537605,0.01043685
7032677_R,92,12.39676087,841.223,2.2513,2,2.16046,0.79551,2.15502,0.235,0.104384,0,0,kgd,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.31E-19,3.43E-19,0,0,0,0
7032677_R,92,12.39676087,841.223,2.2513,2,2.16046,0.79551,2.15502,0.235,0.104384,0,0,kgd,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.31E-19,3.43E-19,0,0,0,0
7032808_R,208,11.71208654,2476.6,1.63338,15,3.61329,1.30201,3.29685,0.3958,0.242319,0,18.8881,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01060766,0.004338739,1.28E-06,3.56E-06,0.000266179,0.000171845
7032848_R,50,17.41456,543.33,2.66114,2,2.1405,0.91176,2.07353,0.2798,0.105143,0,0,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19E-25,2.00E-25,0,0,0,0
7032848_R,50,17.41456,543.33,2.66114,2,2.1405,0.91176,2.07353,0.2798,0.105143,0,0,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19E-25,2.00E-25,0,0,0,0
7032849_R,152,14.27578947,1635.82,2.20271,2,2.2435,1.41949,2.2435,0.317,0.143913,0,0,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08E-21,1.85E-21,0,0,0,0
7032850_R,244,16.14490164,3810,1.71692,14,6.34923,4.86828,6.28065,0.4994,0.29087,1316.83,0,bew,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04E-05,5.72E-07,0.001286166,0.000170286,0.1702065,0.01283846
7032874_R,242,8.939835107,3531.57,1.01725,122,7.62852,4.50468,7.62092,0.5212,0.51236,1314.86,0,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001012474,0.000171193,0.000945847,0.000134206,0.1308384,0.00573387
7032888_R,370,8.576409189,3955.31,1.33222,2,5.19383,1.38637,4.83954,0.3884,0.291543,0,181.918,hcb,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.40E-06,9.58E-08,0.000283618,0.000125528,0.0362882,0.004821123
7032927_R,192,13.65819437,1929.08,2.25736,15,2.30244,1.14624,2.30244,0.291,0.128912,0,0,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.03E-13,3.56E-13,0,0,0,0
7032928_R,192,13.70670833,1934.61,2.25891,15,2.2796,1.14416,2.2796,0.2916,0.129089,0,0,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12E-13,1.96E-13,0,0,0,0
7032929_R,192,13.8274375,1922.31,2.29333,15,2.2312,1.14008,2.2312,0.2884,0.125756,0,0,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.27E-14,1.45E-14,0,0,0,0
7032930_R,192,13.39878217,1928.07,2.21561,15,2.21793,1.112,2.21218,0.2842,0.128272,0,0,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03E-14,7.85E-15,0,0,0,0
7032931_R,180,13.97113764,1930.76,2.16285,15,3.31688,1.38174,3.31688,0.3154,0.145826,0,0.13122,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52E-05,3.68E-06,0,0,0,0
7032958_R,102,17.74166901,2913.17,1.03152,123,13.26482,11.33443,13.26482,0.6824,0.661546,1665.76,0,pcu,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.59E-05,4.34E-06,0.001089641,0.000249136,0.1132501,0.003547469
7033013_R,84,15.45666667,1254.1,1.71912,14,4.06545,3.22382,4.05413,0.4716,0.274326,0,396.621,pts,1,3,515.2356,1346.7424,3022.0248,5133.8808,11936,22096,42344,57336,68,192,408,688,600,1880,3856,5776,45.7344,136.6928,287.444,453.2968,2.8561,30.8256,53.3702,79.5821,2304,2016,3552,4272,1,6,12,18,36,108,204,252,2.1904,6.66,13.616,17.3752,0,-8.1,-11.3,-16.67,0,246,502,775,0,0,0,0,0,18,38,66,0,4.38,8.56,14.9,145.3128,319.9144,472.0578,419.7204,684,1540,2118,1740,20,44,64,58,108,256,340,284,9.7908,23.1324,32.2384,27.2626,9.2416,16.00053333,29.02693333,25.45493333,49,86.33333333,131.8333333,121.3333333,1,2,3.666666667,3,4,11.33333333,16.66666667,12.33333333,0.5625,1.15,1.8525,1.555,54.76,157.62,235.8571783,172.816307,0,0.816666667,1.598333333,0.746666667,0,1.666666667,6.833333333,3.666666667,0,0,0,0,0,-1.666666667,-1,-0.166666667,0,-0.033333333,0.28,0.176666667,0,-6.5,-4.739258333,-1.153555,9.2416,16.9936,24.7456,24.9584,49,91,133,119,1,2,3,3,4,10,16,13,0.5625,1.14,1.7175,1.56,54.76,138.38,222,182.436307,0,0.49,0.98,0.91,0,1,2,4,0,0,0,0,0,-1,-2,-0.5,0,-0.02,-0.04,0.17,0,-3.9,-7.8,-2.453555,0.000118122,3.21E-06,0.006194481,0.002062076,0.1488216,0.01469832
7033016_R,384,12.04684142,5887.87,1.30465,96,4.7176,3.51272,4.66767,0.5088,0.389989,825.143,55.4777,,1,3,1912.2016,4597.8688,10162.1696,17688.5248,20880,53856,99720,129984,256,640,1344,2288,1984,6144,12032,16032,149.2272,419.7056,868.6112,1316.6656,3.5344,35.0432,58.9756,69.1464,729,1161,1755,2700,1,6,12,14,36,108,186,228,1.5876,5.6448,10.5588,13.0662,0,-7.36,-8.81,-10.46,0,119,259,278,0,0,0,0,0,18,41,46,0,3.08,6.74,7.27,145.3128,319.9144,472.0578,419.7204,684,1540,2118,1740,20,44,64,58,108,256,340,284,9.7908,23.1324,32.2384,27.2626,9.2416,16.39776,27.4208,27.1472,49,88.2,135.8,127.4,1,2,3.4,3.2,4,10.8,16.8,12.8,0.5625,1.146,1.8285,1.638,54.76,149.924,235.3410456,179.7035684,0,0.686,1.316,0.798,0,1.4,4.4,4.2,0,0,0,0,0,-1.4,-1.6,0,0,-0.028,0.112,0.216,0,-5.46,-6.642844,-0.604266,9.2416,16.00053333,28.8496,22.30346667,49,86.33333333,126,109.6666667,1,2,3.666666667,2.666666667,4,11.33333333,16,12,0.5625,1.15,1.8025,1.42,54.76,157.62,227.4792807,167.7508713,0,0.816666667,1.656666667,0.77,0,1.666666667,7.666666667,3,0,0,0,0,0,-1.666666667,-0.666666667,-0.666666667,0,-0.033333333,0.346666667,0.106666667,0,-6.5,-3.60711,-2.935703333,0.000122738,6.93E-06,0.001242979,0.000426682,0.09142244,0.009947981
7033016_R,384,12.04684142,5887.87,1.30465,96,4.7176,3.51272,4.66767,0.5088,0.389989,825.143,55.4777,,1,3,1912.2016,4597.8688,10162.1696,17688.5248,20880,53856,99720,129984,256,640,1344,2288,1984,6144,12032,16032,149.2272,419.7056,868.6112,1316.6656,3.5344,35.0432,58.9756,69.1464,729,1161,1755,2700,1,6,12,14,36,108,186,228,1.5876,5.6448,10.5588,13.0662,0,-7.36,-8.81,-10.46,0,119,259,278,0,0,0,0,0,18,41,46,0,3.08,6.74,7.27,145.3128,319.9144,472.0578,419.7204,684,1540,2118,1740,20,44,64,58,108,256,340,284,9.7908,23.1324,32.2384,27.2626,9.2416,16.39776,27.4208,27.1472,49,88.2,135.8,127.4,1,2,3.4,3.2,4,10.8,16.8,12.8,0.5625,1.146,1.8285,1.638,54.76,149.924,235.3410456,179.7035684,0,0.686,1.316,0.798,0,1.4,4.4,4.2,0,0,0,0,0,-1.4,-1.6,0,0,-0.028,0.112,0.216,0,-5.46,-6.642844,-0.604266,9.2416,16.00053333,28.8496,22.30346667,49,86.33333333,126,109.6666667,1,2,3.666666667,2.666666667,4,11.33333333,16,12,0.5625,1.15,1.8025,1.42,54.76,157.62,227.4792807,167.7508713,0,0.816666667,1.656666667,0.77,0,1.666666667,7.666666667,3,0,0,0,0,0,-1.666666667,-0.666666667,-0.666666667,0,-0.033333333,0.346666667,0.106666667,0,-6.5,-3.60711,-2.935703333,0.000122738,6.93E-06,0.001242979,0.000426682,0.09142244,0.009947981
7033043_R,298,9.665979866,3143.72,1.52152,2,3.15674,1.35012,2.74483,0.3532,0.232137,0,0,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02949862,0.02212244,0,0,0,0
7033071_R,93,8.206795699,1016.52,1.24679,2,3.65791,2.5034,3.65247,0.4302,0.345046,0,141.662,sql,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001284529,0.000198401,0.000646005,0.001053196,0.01088018,0.002955598
7033104_R,244,11.85145754,2199.71,2.18297,15,2.15559,1.15541,2.07496,0.3122,0.143016,0,0,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14E-31,2.23E-31,0,0,0,0
7033105_R,114,12.49913877,1154.91,2.04873,15,2.13829,1.57707,2.13829,0.3188,0.155608,0,0,sql,2,2,297.5186,600.66,2340.5984,1550.5608,9720,21056,17564,9904,41,96,266,212,418,1432,1676,1120,19.5612,66.1844,137.1926,107.9932,1.9044,61.548,21.114,42.6144,8464,9568,3312,5888,1,14,6,12,196,504,252,448,2.89,17.646,7.854,14.28,0,-25.28,-7.02,-14.32,0,1184,516,1040,0,0,0,0,0,160,66,136,0,13.42,5.58,12,118.7144,219.096,337.3204,385.387,548,1008,1456,1420,16,32,48,58,80,192,256,250,7.4224,16.2624,23.0448,24.6794,10.76738,11.8269,18.05348,18.8802,58.4,64.8,84.8,93.6,1,1.4,2,2.4,2.6,5.4,6.8,10.4,0.5449,0.7931,1.0022,1.25048,48.01,97.406,111.5110732,167.2721372,0,0.356,1.012,1.564,0,0.8,4,5.2,0,0,0,0,0,-0.8,-1.6,-3.2,0,-0.016,0.12,0.096,0,-2.4,-2.922844,-6.882844,3.69664,9.3024,22.90944,0,19.6,50.4,42,0,0.4,1.2,3.2,0,3.6,13.2,9.6,0,0.225,0.693,0.996,0,21.904,100.344,109.0753192,0,0,0.588,2.192,0,0,1.2,16.4,0,0,0,0,0,0,-0.8,6.4,0,0,-0.024,1.072,0,0,-4.68,8.940092,0,4.39E-28,5.37E-28,0,0,0,0
7033123_R,256,11.5199815,2847.78,1.71963,14,2.07108,0.87758,2.04744,0.2882,0.167594,0,0,hcb,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23E-17,8.54E-18,0,0,0,0
7033123_R,256,11.5199815,2847.78,1.71963,14,2.07108,0.87758,2.04744,0.2882,0.167594,0,0,hcb,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23E-17,8.54E-18,0,0,0,0
7033237_R,98,12.44640816,887.584,2.28199,58,2.00988,0.90533,1.59933,0.2706,0.118581,0,0,bcu,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.67E-36,2.02E-35,0,0,0,0
7033239_R,152,16.95973684,1650.56,2.5935,163,1.77659,0.86113,1.77487,0.2426,0.0935417,0,0,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.10E-60,6.28E-60,0,0,0,0
7033251_R,98,8.749122449,971.454,1.46561,15,2.32759,1.46331,2.32759,0.3338,0.227756,0,0,bnn,1,3,340.2146,708.1636,1517.5512,2073.344,1716,4752,7944,10420,48,108,200,288,336,968,1368,1612,23.12,63.3028,103.804,144.9408,1.7161,26.5144,26.724,53.579,144,564,576,948,1,6,8,15,36,84,156,204,1.9321,6.116,8.5624,13.5803,0,-12.38,-9.92,-21.25,0,25,48,101,0,0,0,0,0,22,22,56,0,3.94,4.96,11.08,231.2626,478.482,751.3664,917.6012,1012,2136,3116,3326,34,72,112,142,184,456,648,708,15.2978,36.1592,53.384,61.2958,11.5744,13.8312,23.92704,18.26416,62.5,75.6,90.6,99.7,1,1.6,2.7,2.1,2.8,10.4,9.2,12,0.53586,0.90244,1.15285,1.18353,30.757,100.57,102.0842058,130.002,0,1.344,2.062,1.7,0,3,9.7,3.8,0,0,0,0,0,-3,-0.8,-3.8,0,-0.06,0.406,-0.076,0,-9.18,-2.858532,-11.58,9.2416,23.256,47.4848,26.8128,49,126,140,115.5,1,3,6.5,3.5,10,38,32,16,0.5625,1.7325,2.53875,1.71375,54.76,250.86,320.260456,227.972614,0,1.47,4.14,1.82,0,3,25.5,8,0,0,0,0,0,-1,11,-1,0,-0.06,1.49,0.34,0,-11.7,4.82156,-4.90711,5.13E-20,6.01E-20,0,0,0,0
7033292_R,208,12.65069677,2392,1.82666,14,2.38683,1.23062,2.04032,0.357,0.195439,0,0,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48E-12,2.27E-12,0,0,0,0
