name,LCD_0,PLD_0,LFPD_0,volume_0,density_0,VF_0,PV_0,LCD_1,PLD_1,LFPD_1,volume_1,density_1,VF_1,PV_1,delta_PLD,delta_LCD,delta_PV
UJOJIO06_clean,3.44751,2.65481,3.44751,1277.53,1.78115,0.3196,0.179435,3.39054,2.67623,3.39054,1165.19,1.95289,0.2636,0.134979,0.02142,0.05697,0.044456
UJOJIO07_clean,3.4602,2.66738,3.4602,1279.36,1.77861,0.32,0.179916,3.39059,2.67636,3.39059,1165.2,1.95287,0.2638,0.135083,0.00898,0.06961,0.044833
UJOJOU_clean,3.32197,2.56625,3.32197,1264.32,1.79976,0.3144,0.17469,3.38924,2.67461,3.38924,1165.14,1.95297,0.265,0.135691,0.10836,0.06727,0.038999
UJOJOU01_clean,3.32932,2.56958,3.32932,1264.83,1.79905,0.315,0.175093,3.38955,2.67519,3.38955,1165.11,1.95301,0.2648,0.135586,0.10561,0.06023,0.039507
UJOKIP_clean,3.48423,2.6591,3.46345,1313.72,1.72465,0.335,0.194243,3.42154,2.69714,3.42154,1183.17,1.91495,0.2714,0.141727,0.03804,0.06269,0.052516
UJOKIP01_clean,3.36939,2.59279,3.36939,1294.97,1.74962,0.3244,0.185412,3.42184,2.69773,3.42184,1183.16,1.91497,0.2718,0.141934,0.10494,0.05245,0.043478
UJOKIP02_clean,3.35282,2.56122,3.35282,1289.29,1.75734,0.3226,0.183573,3.42135,2.69717,3.42135,1183.19,1.91492,0.2712,0.141625,0.13595,0.06853,0.041948
UJOKIP03_clean,3.34724,2.54979,3.3328,1280.99,1.76871,0.3194,0.180583,3.42086,2.69662,3.42086,1183.02,1.91519,0.2706,0.141292,0.14683,0.07362,0.039291
UJOKIP04_clean,3.36027,2.57212,3.32952,1294.55,1.75019,0.3254,0.185922,3.42156,2.69696,3.42156,1183.16,1.91497,0.2718,0.141935,0.12484,0.06129,0.043987
UJOKIP05_clean,3.34307,2.55506,3.29981,1288.56,1.75832,0.3238,0.184153,3.42109,2.69673,3.42109,1183.07,1.9151,0.272,0.142029,0.14167,0.07802,0.042124
UJULIW_clean,7.01691,6.80383,7.01691,1184.11,2.47032,0.336,0.136015,4.07737,2.51051,3.99061,1448.44,2.0195,0.3444,0.170538,4.29332,2.93954,0.034523
UKEXEP_clean,4.56956,3.47402,4.54395,4902.06,1.58485,0.498,0.314226,4.66701,2.44574,4.66701,4679.96,1.66006,0.475,0.286134,1.02828,0.09745,0.028092
UKUPEX_clean,4.61528,3.37476,4.38602,3423.01,1.18566,0.489,0.41243,2.7019,1.14817,2.56797,2283.93,1.77699,0.2684,0.151042,2.22659,1.91338,0.261388
UKUPIB_clean,7.9794,5.83185,7.9636,4542.28,0.893496,0.6356,0.711363,7.6861,6.2605,7.67785,4390.17,0.924453,0.614,0.664176,0.42865,0.2933,0.047187
UMELUU_clean,3.32068,2.55182,3.28801,1240.92,2.40288,0.4274,0.17787,3.12598,2.69983,3.12598,1211.72,2.46079,0.4176,0.169702,0.14801,0.1947,0.008168
UTACOJ_clean,9.99475,8.06019,9.99475,3777.08,1.1027,0.6632,0.601434,10.19447,8.76838,10.19447,3773.75,1.10367,0.6554,0.593837,0.70819,0.19972,0.007597
UTACUP_clean,7.58636,3.49269,7.58636,1991.39,1.1652,0.6126,0.525748,3.42967,1.80266,3.39669,1269.04,1.82844,0.3804,0.208046,1.69003,4.15669,0.317702
UVINAP_clean,4.33279,3.86236,4.3065,1288.19,1.23597,0.445,0.36004,3.79962,3.16806,3.79962,1183.84,1.34492,0.3716,0.2763,0.6943,0.53317,0.08374
UVOTOQ_clean,11.52321,9.17681,11.52321,5855.38,1.0394,0.6734,0.647876,11.63297,10.06887,11.32418,6068.9,1.00283,0.6744,0.672499,0.89206,0.10976,0.024623
UWOWAF_clean,5.4452,4.14635,5.4452,2631.61,1.16308,0.549,0.472021,4.30174,1.91813,4.30174,1993.33,1.53551,0.407,0.265058,2.22822,1.14346,0.206963
UZIGOB_clean,4.04406,3.34242,3.97405,1933.77,1.68298,0.427,0.253717,3.45807,2.45564,3.4264,1807.24,1.80081,0.3732,0.20724,0.88678,0.58599,0.046477
VAGTAA01_clean,5.66546,4.41929,5.58729,838.638,0.999593,0.601,0.601245,3.47907,2.44824,3.44703,484.606,1.72985,0.3218,0.186027,1.97105,2.18639,0.415218
VALVAI_clean,6.24277,4.86996,6.24277,1692.48,1.64521,0.5204,0.316312,3.50345,1.89403,3.47815,1206.89,2.30715,0.3226,0.139826,2.97593,2.73932,0.176486
VALVIQ_clean,5.20023,4.26977,5.20023,1832.41,1.82071,0.5142,0.282417,4.71743,3.3328,4.71026,1624.95,2.05316,0.4704,0.22911,0.93697,0.4828,0.053307
VALWUD_clean,10.17237,6.1037,8.0425,11085.5,0.867774,0.6792,0.782692,10.35473,5.28066,7.81531,10029,0.959195,0.665,0.69329,0.82304,0.18236,0.089402
VALXAK_clean,9.98876,6.23965,8.38247,11097.2,0.742505,0.69,0.929286,9.92493,6.21079,8.48428,10927.2,0.754053,0.6838,0.906833,0.02886,0.06383,0.022453
VALXEO_clean,9.6783,6.73158,8.21464,11345.7,0.83384,0.6804,0.815983,9.79287,5.90576,8.12446,10591.1,0.893256,0.6736,0.754095,0.82582,0.11457,0.061888
VALXIS_clean,10.17011,5.92824,8.46832,10816.1,0.888503,0.6916,0.778388,10.10914,5.62597,8.48605,10292.5,0.933704,0.6766,0.724641,0.30227,0.06097,0.053747
VALXOY_clean,10.47062,5.58858,8.24614,10603.3,0.777087,0.6808,0.876093,9.97412,6.18014,8.49513,10924.8,0.754219,0.6814,0.903452,0.59156,0.4965,0.027359
VAPBEV_clean,6.2413,3.63671,6.2413,3302.13,1.10537,0.5142,0.465184,5.88657,2.84567,5.88649,3057.03,1.19399,0.4492,0.376216,0.79104,0.35473,0.088968
VAPBIZ_clean,6.25794,3.6162,6.24776,3302.06,1.10539,0.5046,0.456489,5.90782,2.81173,5.90782,3057.93,1.19364,0.4506,0.3775,0.80447,0.35012,0.078989
VARHIH_clean,6.67359,4.11194,6.66858,7225.75,0.964951,0.6192,0.641691,5.78755,2.41714,4.99961,5566.4,1.2526,0.4852,0.387353,1.6948,0.88604,0.254338
VARJEF_clean,7.50874,4.26843,7.47113,6846.74,0.807576,0.6264,0.775655,7.00958,3.81887,6.9313,6215.53,0.889588,0.5912,0.664577,0.44956,0.49916,0.111078
VAYWEZ_clean,7.94289,3.31765,7.94289,3540.85,1.17442,0.6232,0.530646,2.82849,1.35085,2.82033,2074.18,2.00486,0.3346,0.166894,1.9668,5.1144,0.363752
VAYWID_clean,8.02371,3.35769,8.02371,3538.22,1.17529,0.6282,0.534505,2.97779,1.42111,2.95629,2060.04,2.01862,0.34,0.168431,1.93658,5.04592,0.366074
VEHLAW_clean,4.7046,3.4358,4.7046,1043.26,1.6429,0.6064,0.369104,2.02072,1.19426,2.01287,646.776,2.65001,0.3518,0.132754,2.24154,2.68388,0.23635
VEHLEA_clean,4.44743,3.04003,4.43902,993.205,1.72569,0.5748,0.333085,2.21747,1.2468,2.21747,603.613,2.83951,0.2904,0.102271,1.79323,2.22996,0.230814
VEHLEA01_clean,4.31949,2.96252,4.31949,981.465,1.74633,0.57,0.326399,2.44065,0.81788,1.87216,557.379,3.07504,0.2444,0.0794787,2.14464,1.87884,0.2469203
VEHLIE_clean,5.23023,3.70327,5.21955,1143.88,1.49837,0.6334,0.422726,5.25548,3.59451,5.24861,1122.22,1.52729,0.6204,0.406208,0.10876,0.02525,0.016518
VEHPUU_clean,6.28215,5.72913,6.26379,1642.11,1.2974,0.5058,0.389856,6.32623,5.88396,6.32623,1605.56,1.32694,0.4904,0.369572,0.15483,0.04408,0.020284
VEHYUE_clean,6.12556,3.4482,6.12556,5284.53,1.87284,0.4816,0.25715,7.12798,3.44212,7.1108,4524.14,2.18761,0.3892,0.177911,0.00608,1.00242,0.079239
VEQBID_clean,6.52256,4.921,6.52175,3871.53,1.46143,0.5412,0.370323,6.3289,6.08892,6.3289,3957.18,1.4298,0.5414,0.378655,1.16792,0.19366,0.008332
VIWKIX_clean,6.70111,4.65532,6.60342,4998.13,1.36906,0.5926,0.432851,2.45021,0.91674,2.45021,2797.89,2.44568,0.3004,0.122829,3.73858,4.2509,0.310022
VIWKOD_clean,6.65159,4.57304,6.53476,4962.79,1.38205,0.5904,0.427192,2.67853,0.98224,2.65346,2560.92,2.67826,0.249,0.0929707,3.5908,3.97306,0.3342213
VIWLAQ_clean,6.55466,4.31565,6.43849,4810.6,1.43716,0.5778,0.402043,3.96136,1.54027,3.62629,2997.71,2.30629,0.3598,0.156008,2.77538,2.5933,0.246035
VIWLEU_clean,6.5503,4.41913,6.52435,4844.97,1.44375,0.5838,0.404365,6.56609,3.56934,6.43277,4210.25,1.6614,0.5262,0.316721,0.84979,0.01579,0.087644
VIWLIY_clean,5.6026,3.42365,5.59275,4396.35,1.55646,0.54,0.346941,2.44887,0.91932,2.43622,2798.16,2.44545,0.3004,0.122841,2.50433,3.15373,0.2241
VIWLOE_clean,5.48118,3.31383,5.4722,4340.84,1.58006,0.5356,0.338973,2.44187,0.99265,2.4352,2699.31,2.54095,0.2806,0.110431,2.32118,3.03931,0.228542
VIWMAR_clean,5.55555,3.41902,5.54549,4351.31,1.58885,0.5354,0.336973,2.59648,0.98546,2.59648,2792.49,2.47579,0.3014,0.121739,2.43356,2.95907,0.215234
VIWMEV_clean,5.54122,3.41506,5.5298,4324.88,1.61736,0.5346,0.330538,2.55898,0.89074,2.55898,2772.85,2.52264,0.2968,0.117654,2.52432,2.98224,0.212884
VIXTUT_clean,3.939,3.00466,3.93726,1915.19,1.26832,0.4634,0.365367,3.28274,1.21648,3.28274,1658.58,1.46454,0.357,0.243762,1.78818,0.65626,0.121605
VIXVUV_clean,4.91855,2.67667,4.91855,2154.07,1.21417,0.471,0.38792,4.31934,2.3233,4.30097,2040.58,1.28169,0.417,0.325351,0.35337,0.59921,0.062569
VODSEM_clean,5.2679,4.81357,5.26778,2273.24,1.72365,0.5448,0.316073,2.32153,1.87659,2.32153,1352.41,2.89725,0.2614,0.0902236,2.93698,2.94637,0.2258494
VOJGOS_clean,6.19531,5.32268,6.19531,2086.13,0.976178,0.6384,0.653979,6.01713,5.32879,5.99397,2100.22,0.969629,0.6228,0.642307,0.00611,0.17818,0.011672
VOPHUF_clean,4.5467,2.88798,4.2886,2303.76,1.42239,0.3672,0.258157,4.27297,3.10678,4.27297,2253.63,1.45403,0.3406,0.234246,0.2188,0.27373,0.023911
VUMCEM_clean,5.03566,3.62061,5.03126,2252.69,1.01673,0.536,0.527178,4.08601,2.49379,4.0843,1904.23,1.20279,0.4326,0.359664,1.12682,0.94965,0.167514
VUNNEZ_clean,5.49685,5.42806,5.49685,831.641,1.41847,0.5724,0.403532,4.95361,4.87891,4.95361,728.34,1.61966,0.5134,0.316981,0.54915,0.54324,0.086551
VUNXUY_clean,6.27462,2.74494,6.27462,8335.79,1.7747,0.4948,0.278808,6.03502,2.66596,6.03502,8236.68,1.79606,0.4808,0.267698,0.07898,0.2396,0.01111
VUNYUZ_clean,6.44721,2.6928,6.44721,8643.27,1.72857,0.5046,0.291917,4.93254,1.92861,4.90447,7382.62,2.02374,0.4114,0.203287,0.76419,1.51467,0.08863
VUQJUN_clean,11.32335,10.23371,11.32335,4959.46,0.790589,0.6652,0.841398,11.94374,11.16623,11.87744,4857.74,0.807143,0.6556,0.812247,0.93252,0.62039,0.029151
VUQJUN01_clean,11.32844,10.26466,11.32844,4959.46,0.790589,0.6654,0.841651,11.9478,11.15722,11.87595,4859.06,0.806923,0.6554,0.812221,0.89256,0.61936,0.02943
WALKAY_clean,4.73309,3.92758,4.72518,3104.44,1.16625,0.5,0.428724,4.23763,3.38232,4.22708,2784.58,1.30022,0.4406,0.338865,0.54526,0.49546,0.089859
WAQFIG_clean,8.54706,6.43178,8.54706,3122.07,0.665022,0.7646,1.14974,5.5743,4.25225,5.5743,1919.38,1.08173,0.6054,0.559661,2.17953,2.97276,0.590079
WAQTEQ_clean,11.92992,6.95748,11.85857,5251.54,0.79488,0.7428,0.934481,12.22697,7.44997,12.22697,5370.17,0.77732,0.7386,0.950187,0.49249,0.29705,0.015706
WEDWUZ_clean,4.57342,3.1908,4.56913,2761.08,2.27819,0.4134,0.18146,4.49664,2.68377,4.46919,2640.45,2.38226,0.3814,0.1601,0.50703,0.07678,0.02136
WEDXAG_clean,4.61914,3.16246,4.58392,2739.99,2.29961,0.4046,0.175943,4.27668,2.26365,4.24395,2630.64,2.3952,0.3696,0.154309,0.89881,0.34246,0.021634
WEDXEK_clean,4.63449,3.13874,4.62939,2727.33,2.32723,0.4094,0.175917,4.74843,2.83251,4.73111,2601.58,2.43972,0.3756,0.153952,0.30623,0.11394,0.021965
WEFCAN_clean,5.5219,5.04903,5.5219,2477.4,0.826455,0.6214,0.751886,5.33406,5.12227,5.33406,2190,0.934912,0.554,0.592569,0.07324,0.18784,0.159317
WIPLOY_clean,6.48105,4.74292,6.4705,3117.07,1.18111,0.5818,0.492588,6.48456,4.72112,6.48456,3171.16,1.16096,0.576,0.496139,0.0218,0.00351,0.003551
WITJOA_clean,6.21484,4.39834,6.13202,7038.71,1.03298,0.5878,0.569032,4.66909,1.99611,4.64866,5268.98,1.37994,0.4356,0.315666,2.40223,1.54575,0.253366
WITJUG_clean,5.88901,4.94726,5.8722,7378.33,1.02366,0.5896,0.575973,5.60129,4.35275,5.43264,6872.51,1.099,0.5598,0.509372,0.59451,0.28772,0.066601
WIZKOH_clean,6.10418,4.22564,5.8508,2799.42,0.908366,0.6366,0.700819,2.32714,1.21103,2.32714,1446.67,1.75776,0.2662,0.151443,3.01461,3.77704,0.549376
WIZMAV02_auto,12.74499,5.77758,12.74499,9606.11,0.733163,0.7324,0.998959,12.85343,6.12108,12.85343,9858.62,0.714385,0.7386,1.0339,0.3435,0.10844,0.034941
WONRUM02_clean,3.8196,2.58655,3.8196,1258.17,2.59302,0.346,0.133435,3.01849,1.62797,3.01849,1039.05,3.13987,0.2474,0.0787931,0.95858,0.80111,0.0546419
WUDQIW_clean,3.73198,3.20831,3.69327,911.032,1.34725,0.551,0.40898,1.79545,1.17235,1.74515,552.769,2.22044,0.2402,0.108177,2.03596,1.93653,0.300803
WUGQAS_clean,11.43821,6.40492,11.43821,3962.19,0.730607,0.737,1.00875,10.8412,5.91371,10.8412,4027.66,0.718733,0.733,1.01985,0.49121,0.59701,0.0111
WUHJIT_clean,10.93441,7.53577,10.93441,4298.7,0.740914,0.6862,0.926153,11.12041,9.17304,11.12041,4310.48,0.738891,0.68,0.920298,1.63727,0.186,0.005855
WUYWIY_clean,9.10759,5.82003,9.09622,3844.03,0.79426,0.6788,0.854632,9.30103,6.21281,9.29229,4078.71,0.748561,0.691,0.923105,0.39278,0.19344,0.068473
WUYWOE_clean,9.31132,6.13762,9.25337,7588.83,0.805528,0.6802,0.844415,8.35514,4.89623,8.35514,6340.79,0.964079,0.6044,0.62692,1.24139,0.95618,0.217495
WUYWUK_clean,8.78773,6.19333,8.65663,3748.6,0.743413,0.6694,0.900442,8.53999,5.63509,8.52606,3633.08,0.767051,0.6582,0.858092,0.55824,0.24774,0.04235
WUYXAR_clean,9.35403,6.16685,9.35403,3880.81,0.696817,0.689,0.988782,9.06946,6.84755,8.96421,4491.9,0.60202,0.7252,1.20461,0.6807,0.28457,0.215828
WUYXEV_clean,9.37986,6.91474,9.37986,7716.19,0.799877,0.6774,0.84688,9.3897,6.23228,9.34874,8202.32,0.75247,0.6884,0.914854,0.68246,0.00984,0.067974
WUYXIZ_clean,9.29397,7.061,9.29397,7414.68,0.804304,0.6664,0.828542,9.7203,7.05911,9.7203,8176.39,0.729375,0.6938,0.951226,0.00189,0.42633,0.122684
WUYXOF_clean,9.05505,5.17643,8.66205,3770.91,0.759045,0.6628,0.873203,8.95084,5.71788,8.95084,3866.98,0.740187,0.6696,0.904636,0.54145,0.10421,0.031433
WUYXUL_clean,9.2643,7.0803,9.2643,7405.63,0.838826,0.6628,0.790152,9.7663,5.95603,9.57065,8202.59,0.757325,0.6866,0.906612,1.12427,0.502,0.11646
WUYYAS_clean,9.33636,7.09924,9.33362,7697.15,0.775219,0.6762,0.87227,9.64426,6.50151,9.64426,8320.56,0.717136,0.69,0.96216,0.59773,0.3079,0.08989
WUYYEW_clean,9.26232,6.95652,9.26232,7360.03,0.838222,0.6778,0.808616,9.11017,5.43164,9.11017,6867.98,0.898275,0.6302,0.701567,1.52488,0.15215,0.107049
WUYYOG_clean,8.73316,6.23369,8.71341,3660.19,0.740492,0.675,0.911557,9.13446,6.43486,8.96465,3961.62,0.684149,0.689,1.00709,0.20117,0.4013,0.095533
XADDAJ_clean,6.3423,4.46517,6.3423,4672.25,1.25711,0.5936,0.472195,6.11814,4.85098,6.11814,4391.95,1.33734,0.5686,0.425173,0.38581,0.22416,0.047022
XADDOX_clean,5.56472,4.25664,5.46687,6584.46,1.21878,0.5704,0.46801,7.68134,3.77633,7.37727,6457.25,1.24279,0.5524,0.444484,0.48031,2.11662,0.023526
XADDUD_clean,6.46458,5.35908,6.07448,5223.02,1.13461,0.5836,0.51436,6.66883,4.77013,6.66394,5299.75,1.11819,0.5848,0.52299,0.58895,0.20425,0.00863
XAMHEA_manual,9.0593,7.3957,8.92663,5076.5,0.731602,0.7172,0.980315,10.26957,6.89186,10.18513,5188.83,0.715764,0.7158,1.00005,0.50384,1.21027,0.019735
XAWZOM_clean,3.87312,2.4861,3.83144,3419.72,1.58757,0.4346,0.273752,4.01688,2.07706,3.61957,3314.55,1.63794,0.4028,0.245919,0.40904,0.14376,0.027833
XEJTIR_clean,4.61538,2.90436,4.5627,3104.38,1.20458,0.474,0.3935,3.63116,1.82929,3.60559,2731.22,1.36915,0.3866,0.282365,1.07507,0.98422,0.111135
XICYAL_clean,7.12423,4.20147,7.12423,9663.28,1.10581,0.5472,0.49484,7.72075,5.07159,7.72075,9740.24,1.09707,0.5436,0.495499,0.87012,0.59652,0.000659
XIGWUF_clean,7.07949,4.99162,7.07949,1894.24,0.478412,0.771,1.61158,7.73718,5.1323,7.73718,1917.5,0.472607,0.7832,1.65719,0.14068,0.65769,0.04561
XILSUI_clean,8.05564,5.18107,8.05298,2772.06,0.833153,0.6628,0.795532,8.84192,5.85174,8.84192,2958.76,0.78058,0.6752,0.864998,0.67067,0.78628,0.069466
XILTAP_clean,7.46966,4.49188,7.46966,2585.82,0.893159,0.6358,0.711855,3.83362,1.73828,3.83362,1498.54,1.54119,0.3504,0.227356,2.7536,3.63604,0.484499
XILVIZ_clean,7.75339,4.84522,7.60552,2721.16,0.848736,0.6436,0.758304,7.63542,5.2085,7.45654,2755.19,0.838255,0.6318,0.753709,0.36328,0.11797,0.004595
XIMPOA01_clean,3.73492,3.03253,3.69632,3901.54,1.42236,0.3916,0.275318,3.43013,2.94356,3.41204,3837.19,1.44621,0.3574,0.247128,0.08897,0.30479,0.02819
XISXEE_clean,10.02626,5.46429,9.76271,6406.7,0.66541,0.7296,1.09647,10.03408,5.93902,10.03408,6943.28,0.613987,0.7418,1.20817,0.47473,0.00782,0.1117
XOCWET_clean,5.57167,3.60863,5.57167,1409.88,2.052,0.549,0.267544,2.52397,1.43986,2.49202,793.569,3.64566,0.2362,0.0647894,2.16877,3.0477,0.2027546
XOCWIX_clean,5.47886,3.44903,5.42692,1364.42,2.18371,0.5372,0.246003,3.12693,1.94649,2.96886,833.069,3.57654,0.2774,0.0775609,1.50254,2.35193,0.1684421
XOCWOD_clean,5.38208,3.4319,5.38208,1351.08,2.211,0.5314,0.240344,3.419,1.22957,3.419,827.305,3.61081,0.2812,0.0778772,2.20233,1.96308,0.1624668
XOCWUJ_clean,5.43529,3.40185,5.293,1351.97,2.21366,0.5328,0.240687,3.92361,1.50244,3.74041,857.634,3.48961,0.299,0.085683,1.89941,1.51168,0.155004
XOGXAU_clean,5.74983,3.78405,5.68214,3788.94,1.22917,0.5252,0.427279,5.86317,4.35127,5.82535,3772.45,1.23455,0.4994,0.40452,0.56722,0.11334,0.022759
XOPLUL_clean,4.48758,3.26596,4.32107,930.395,1.70185,0.4918,0.28898,1.87301,0.59067,1.87294,594.803,2.66204,0.2028,0.076182,2.67529,2.61457,0.212798
XOVPUU_clean,11.45503,9.77333,11.44465,6705.69,0.404958,0.8394,2.07281,10.00692,7.85568,10.00666,5575.24,0.487069,0.8002,1.64289,1.91765,1.44811,0.42992
XOVQAB_clean,9.01716,7.3174,9.00162,25293.9,0.610216,0.7446,1.22022,9.00934,6.4838,8.97877,25473.8,0.605906,0.7126,1.17609,0.8336,0.00782,0.04413
XOVQEF_SL,13.74391,11.42638,13.74391,36733.1,0.433642,0.8138,1.87666,13.9733,11.10973,13.91581,37208.2,0.428106,0.8158,1.9056,0.31665,0.22939,0.02894
XOVQIJ_clean,7.42298,4.13205,7.41632,7079.05,0.925084,0.5904,0.638212,7.1853,3.32746,7.18529,6555.22,0.999007,0.5384,0.538935,0.80459,0.23768,0.099277
XOVXAI_clean,4.18364,3.10111,4.15835,1914.83,1.82648,0.3724,0.20389,3.74347,2.91242,3.70553,1852.65,1.88778,0.3568,0.189005,0.18869,0.44017,0.014885
XOVXEM_clean,4.37957,3.07357,4.35283,2035.77,2.15418,0.3978,0.184664,3.91693,2.87864,3.80227,1982.09,2.21253,0.3778,0.170755,0.19493,0.46264,0.013909
XOVYIR_clean,4.13092,3.16968,4.13092,1968.78,1.74273,0.3782,0.217015,3.84171,2.7407,3.84171,1885.87,1.81935,0.3406,0.187209,0.42898,0.28921,0.029806
XULRIH_clean,3.52476,2.5226,3.4718,1358.94,1.83396,0.4158,0.226722,2.71117,0.79637,2.5454,1162.87,2.14318,0.2766,0.12906,1.72623,0.81359,0.097662
XUMSOP_clean,5.80747,2.81551,5.80747,4845.42,1.91936,0.4938,0.257273,5.23493,3.09646,5.23008,4967.1,1.87234,0.4944,0.264055,0.28095,0.57254,0.006782
YANBAR03_clean,4.70186,3.73219,4.70186,1641.14,1.80873,0.4454,0.24625,4.55806,3.36951,4.5439,1581.43,1.87702,0.4182,0.2228,0.36268,0.1438,0.02345
YARBAW_clean,4.44382,3.74356,4.44382,1755.98,1.19018,0.462,0.388175,3.78477,3.14744,3.78477,1599.04,1.30699,0.3896,0.298089,0.59612,0.65905,0.090086
YARBUQ_clean,4.67624,4.03616,4.54961,7130.55,1.19852,0.447,0.372961,4.89209,3.7836,4.776,6852.97,1.24706,0.4126,0.330858,0.25256,0.21585,0.042103
YARGAB_clean,10.6975,9.67182,10.69549,3472.09,0.961173,0.6316,0.657114,9.72803,7.16512,9.72803,3307.93,1.00887,0.5978,0.592544,2.5067,0.96947,0.06457
YARSAN_clean,5.04398,3.94641,5.02513,3947.63,1.29452,0.4644,0.358743,5.1365,3.88282,5.11335,3989.16,1.28105,0.4582,0.357677,0.06359,0.09252,0.001066
YARSIV_clean,3.72144,3.36254,3.72144,1665.63,1.75602,0.358,0.20387,3.74477,3.03567,3.73529,1696.78,1.72379,0.3476,0.201649,0.32687,0.02333,0.002221
YARZEZ_clean,5.63038,4.40682,5.62379,2150.43,0.959184,0.6816,0.710604,2.40042,1.46942,2.25189,1071.47,1.92507,0.3492,0.181396,2.9374,3.22996,0.529208
YARZEZ02_clean,7.33457,5.31432,7.3308,2419.01,0.762014,0.7478,0.981347,2.37397,1.42773,2.01716,832.19,2.21502,0.3,0.135439,3.88659,4.9606,0.845908
YARZEZ03_clean,7.77175,4.59738,7.77175,2544.38,0.810672,0.7356,0.907396,2.55334,1.09381,2.55334,1032.57,1.9976,0.3292,0.164798,3.50357,5.21841,0.742598
YAZYEF_clean,3.92715,3.1076,3.86357,1319.84,2.17948,0.315,0.14453,4.08834,3.13849,4.08834,1356.64,2.12037,0.3332,0.157143,0.03089,0.16119,0.012613
YAZYIJ_clean,3.86183,3.02912,3.86183,1302.58,2.21857,0.3076,0.138648,3.9919,3.03185,3.9875,1324.33,2.18213,0.3198,0.146554,0.00273,0.13007,0.007906
YAZZAC_clean,4.64776,3.18674,4.48578,1325.68,2.01362,0.4176,0.207388,2.70406,1.94637,2.67629,1066.9,2.50201,0.2876,0.114948,1.24037,1.9437,0.09244
YAZZEG_clean,4.60423,3.13816,4.50897,1311.79,2.06152,0.4154,0.201502,2.6635,1.91031,2.6425,1054.66,2.56412,0.284,0.110759,1.22785,1.94073,0.090743
YEGKOM_clean,5.20851,4.05507,5.20188,1363.97,1.12752,0.6196,0.549523,3.96851,3.13268,3.95763,1179.61,1.30375,0.548,0.420327,0.92239,1.24,0.129196
YEGTAG_clean,3.60944,2.98909,3.60471,692.823,2.22868,0.3388,0.152018,2.33641,0.99334,2.33641,611.893,2.52345,0.264,0.104619,1.99575,1.27303,0.047399
YEGTEK_clean,5.83356,3.2871,5.24482,3530.9,1.57194,0.5134,0.326602,5.3171,2.54507,5.21625,3107.59,1.78607,0.4526,0.253405,0.74203,0.51646,0.073197
YIRHOY_clean,4.32621,3.78711,4.28613,1207.2,3.27612,0.4266,0.130215,4.15346,3.7286,4.14868,1209.58,3.2697,0.4262,0.130348,0.05851,0.17275,0.000133
YOBYAR_clean,9.69314,7.13125,9.69314,10719.9,0.65232,0.7536,1.15526,10.04928,7.71166,9.47204,10992.1,0.636169,0.7552,1.18711,0.58041,0.35614,0.03185
YOBYEV_clean,9.64112,7.09485,9.64112,10736.4,0.653616,0.7484,1.14502,9.62217,7.41202,9.52892,10984.2,0.638866,0.752,1.17709,0.31717,0.01895,0.03207
YOCDUR_clean,9.69113,7.19502,9.66178,10723.4,0.660405,0.7468,1.13082,9.73912,8.0198,9.73912,11360.5,0.623371,0.7562,1.21308,0.82478,0.04799,0.08226
YODWOF_clean,21.60336,14.63737,21.60336,33905.3,0.354351,0.8718,2.46027,20.95936,13.98277,20.95936,34449,0.348758,0.8752,2.50948,0.6546,0.644,0.04921
YODWUL_clean,23.51087,11.54238,23.51087,30086,0.424505,0.8492,2.00045,20.78018,10.49693,20.72138,27822.6,0.45904,0.8362,1.82163,1.04545,2.73069,0.17882
YOTROQ_clean,4.99807,2.94963,4.99807,5773.68,1.1414,0.4878,0.427371,4.1444,2.5711,4.1444,5417.48,1.21644,0.4354,0.357929,0.37853,0.85367,0.069442
YOZKOP_clean,5.25599,4.85597,5.25599,3780.64,1.23316,0.4932,0.39995,5.00501,4.41969,5.00501,3754.77,1.24165,0.472,0.380139,0.43628,0.25098,0.019811
YUDFEK_clean,6.79459,4.54015,6.67819,9057.63,1.15506,0.6072,0.525687,3.33437,1.46009,3.27697,5637.48,1.85581,0.3728,0.200883,3.08006,3.46022,0.324804
YUDFIO_clean,7.4293,6.24329,7.2509,4818.79,1.08555,0.6254,0.576112,6.30468,5.29023,6.28275,4302.07,1.21594,0.5862,0.482097,0.95306,1.12462,0.094015
YUDFOU_clean,7.63872,6.33509,7.63872,4961.86,1.05425,0.6284,0.596062,6.28191,5.25269,6.28191,4298.1,1.21706,0.5744,0.471957,1.0824,1.35681,0.124105
YUMFUJ_clean,5.62452,3.84685,5.60597,3040.51,1.06417,0.5984,0.562319,6.1395,4.72827,6.1395,3652.1,0.885956,0.658,0.742701,0.88142,0.51498,0.180382
YUNXAI_clean,9.13708,7.11095,9.13708,11218.3,0.82221,0.684,0.831905,7.99115,4.74763,7.99115,9027.46,1.02175,0.5828,0.570394,2.36332,1.14593,0.261511
YUQNAB_clean,4.92477,3.38255,4.92452,4158.71,1.10285,0.5436,0.492903,2.94065,1.25425,2.74012,2865.99,1.6003,0.3182,0.198837,2.1283,1.98412,0.294066
ZAHLEC_clean,10.72731,8.41131,8.93565,6187.47,0.504189,0.7924,1.57163,6.49131,5.52158,6.48971,2861.36,1.09027,0.5578,0.511616,2.88973,4.236,1.060014
