name,LCD_0,PLD_0,LFPD_0,volume_0,density_0,VF_0,PV_0,LCD_1,PLD_1,LFPD_1,volume_1,density_1,VF_1,PV_1,delta_PLD,delta_LCD,delta_PV
MONWET_clean,4.50708,2.85302,4.50473,1888.83,1.71598,0.5152,0.300237,3.13358,1.10171,3.13358,1489.53,2.17598,0.3446,0.158366,1.75131,1.3735,0.141871
MOQNUB_clean,4.13558,3.42781,4.13558,1961.13,1.61589,0.4854,0.300392,2.75175,1.51016,2.75175,1567.93,2.02112,0.3682,0.182176,1.91765,1.38383,0.118216
MOTVOI_clean,9.88234,7.01733,9.86558,5261.63,1.00037,0.6444,0.644164,9.0824,7.06624,9.07037,5000.72,1.05256,0.6168,0.586,0.04891,0.79994,0.058164
MOYYEF_clean,7.67765,7.35348,7.67765,2123.26,0.950247,0.6224,0.654988,7.81189,7.37946,7.81189,2156.27,0.935701,0.6158,0.658116,0.02598,0.13424,0.003128
MOYYIJ_clean,12.42053,9.37645,12.42053,4142.43,0.730593,0.7264,0.99426,14.84416,12.54734,14.84416,4694.81,0.644633,0.7486,1.16128,3.17089,2.42363,0.16702
MUPYIG_clean,3.46744,2.40351,3.45357,382.057,2.41255,0.3978,0.164888,2.82946,1.53644,2.80474,351.896,2.61933,0.326,0.124459,0.86707,0.63798,0.040429
MUPYOM_clean,4.5152,3.05936,4.12395,3189.5,1.78678,0.5562,0.311285,3.49256,2.82415,3.49224,2724.35,2.09186,0.4556,0.217797,0.23521,1.02264,0.093488
MUPYUS_clean,3.48335,2.65632,3.45516,1107.7,2.27091,0.4178,0.183979,3.3519,2.72455,3.3519,1159.31,2.16982,0.426,0.19633,0.06823,0.13145,0.012351
NABNUA_clean,4.40845,2.88021,4.35445,3833.1,1.43562,0.451,0.31415,3.44577,2.36808,3.35837,3762.98,1.46237,0.421,0.287888,0.51213,0.96268,0.026262
NACYOG_clean,5.74941,4.06197,5.74941,2465.32,1.46194,0.4946,0.338317,4.01742,2.13269,3.82387,2239.03,1.60969,0.4344,0.269865,1.92928,1.73199,0.068452
NACYUM_clean,5.55428,3.97006,5.53082,2343.2,1.38654,0.4542,0.327578,4.914,3.38443,4.90956,2149.78,1.51129,0.4102,0.271424,0.58563,0.64028,0.056154
NAGQET_clean,6.32737,4.10631,6.20812,2146.62,1.16822,0.4844,0.414648,5.93034,5.03683,5.93034,1962.4,1.27788,0.4308,0.33712,0.93052,0.39703,0.077528
NAGQOD_clean,7.52335,5.7918,7.52335,2154.62,1.16388,0.4924,0.423068,7.49571,5.61392,7.49571,2063.55,1.21525,0.4586,0.377372,0.17788,0.02764,0.045696
NAWWUG_clean,5.71847,4.11276,5.44188,2480.58,1.11201,0.5758,0.517801,5.96817,4.92433,5.94557,2445.92,1.12777,0.566,0.501876,0.81157,0.2497,0.015925
NEDVUP_clean,7.10231,5.27516,7.10043,2765.11,0.883179,0.6378,0.722164,5.16402,3.21356,5.16402,2094.13,1.16616,0.5134,0.440249,2.0616,1.93829,0.281915
NEDWAW_clean,8.21752,5.99671,8.17631,3052.14,0.756185,0.6702,0.886291,7.529,5.70459,7.36619,2836.94,0.813547,0.632,0.776845,0.29212,0.68852,0.109446
NEDWEA_clean,7.23193,5.49922,7.23193,2821.74,0.857312,0.6398,0.746286,6.39536,4.36401,6.39536,2262.5,1.06922,0.5392,0.504293,1.13521,0.83657,0.241993
NEDWIE_clean,8.99031,6.43493,8.98641,3541.18,0.682799,0.724,1.06034,9.34933,6.77756,9.34933,3736.13,0.64717,0.7338,1.13386,0.34263,0.35902,0.07352
NEGZUW_clean,6.52732,5.75532,6.52732,7701.28,1.40591,0.6336,0.450668,5.89056,3.83105,5.32373,5808.46,1.86406,0.4944,0.265227,1.92427,0.63676,0.185441
NEHGEO_clean,5.29473,4.45443,5.29473,5740.77,1.33637,0.5708,0.427126,5.36709,4.24348,5.22421,5822.27,1.31767,0.5554,0.421503,0.21095,0.07236,0.005623
NEHGIS_clean,5.24984,4.32668,5.24102,5706.71,1.34435,0.5488,0.408227,5.35688,4.23764,5.23202,5822.59,1.31759,0.5414,0.4109,0.08904,0.10704,0.002673
NEXVET_clean,15.02777,7.94668,15.02777,4312.38,0.572296,0.798,1.39438,15.1014,7.93583,15.09942,4341.23,0.568493,0.797,1.40195,0.01085,0.07363,0.00757
NEXXEV_clean,10.1397,9.59871,10.13882,5301.18,0.701942,0.641,0.913181,11.2568,10.93307,11.2568,4554.71,0.816984,0.5832,0.713845,1.33436,1.1171,0.199336
NEXXIZ_clean,9.73081,9.22641,9.73081,5274.62,0.709285,0.6332,0.89273,11.27258,10.66144,11.27258,4971.34,0.752556,0.6104,0.811103,1.43503,1.54177,0.081627
NEZWOG_clean,6.42146,5.18119,6.41863,3956.2,1.71364,0.552,0.322122,3.68425,1.75518,2.98218,2589.15,2.61843,0.3276,0.125113,3.42601,2.73721,0.197009
NEZWOG01_clean,6.15081,4.94067,6.15081,2010.15,1.68632,0.561,0.332677,4.0283,2.75829,4.0283,1432.88,2.36568,0.3906,0.165111,2.18238,2.12251,0.167566
NIBXUT_clean,6.21117,5.18074,6.19848,3712.92,1.9388,0.5234,0.269961,5.08239,3.74129,4.96295,2861.61,2.51557,0.3954,0.157181,1.43945,1.12878,0.11278
NIMWUD_clean,4.74884,3.19705,4.74884,1696.58,1.70114,0.4394,0.258297,4.80825,3.01819,4.796,1725.67,1.67246,0.4326,0.258661,0.17886,0.05941,0.000364
NIRDAT_clean,4.03016,2.57058,4.03013,1394.72,2.29595,0.4702,0.204795,2.54851,1.34642,2.51693,1125.86,2.84422,0.3196,0.112368,1.22416,1.48165,0.092427
NIZZAY_clean,8.39896,7.78516,8.38426,17354.1,1.2112,0.6754,0.557627,7.94057,7.52027,7.91088,17144.1,1.22603,0.668,0.544846,0.26489,0.45839,0.012781
NIZZEC_clean,8.3208,7.63206,8.31922,17405.4,1.20763,0.6766,0.560269,8.00886,7.56075,8.00739,17236.2,1.21949,0.6622,0.543014,0.07131,0.31194,0.017255
NIZZIG_clean,8.38921,7.68868,8.37589,17550.9,1.19762,0.6836,0.570798,7.97495,7.5371,7.97173,17168.4,1.2243,0.6664,0.544309,0.15158,0.41426,0.026489
NIZZOM_clean,8.52507,7.77175,8.50751,17794.8,1.1812,0.685,0.579917,7.98929,7.58587,7.98847,17243.4,1.21897,0.6614,0.542587,0.18588,0.53578,0.03733
NOFDUI_clean,4.93531,4.06199,4.92703,3143.33,1.21153,0.4872,0.402135,4.40012,3.28127,4.40012,2931.15,1.29924,0.4428,0.340816,0.78072,0.53519,0.061319
NOJBOF_clean,3.44684,2.44548,3.33826,2008.64,1.61963,0.412,0.254378,2.9305,1.56012,2.91766,1774.14,1.83371,0.3168,0.172764,0.88536,0.51634,0.081614
NOMQAJ01_clean,4.90812,3.69032,4.90812,1930.69,1.31657,0.46,0.349393,3.90874,2.57913,3.89252,1770.66,1.43556,0.4002,0.278777,1.11119,0.99938,0.070616
NUNCEG_clean,6.32724,4.08142,6.32724,2115.59,0.841857,0.5678,0.674462,7.25625,4.23024,7.12517,2133.5,0.83479,0.5658,0.677775,0.14882,0.92901,0.003313
NUNNUH_clean,6.00836,4.32228,5.85289,3944.68,0.799722,0.6854,0.857048,5.48053,4.33075,5.40585,3407.81,0.925711,0.6342,0.685095,0.00847,0.52783,0.171953
NUNPAP_clean,6.01151,4.33549,6.00656,3953.22,0.794607,0.6796,0.855265,3.76523,3.11788,3.74983,2751.41,1.14169,0.5428,0.475436,1.21761,2.24628,0.379829
OCOKUP_clean,5.00304,3.71484,4.99284,1277.58,1.15999,0.474,0.408624,2.6203,1.32054,2.42732,923.875,1.60409,0.2944,0.183531,2.3943,2.38274,0.225093
ODIMAQ_clean,8.52073,7.26741,8.52073,2966.78,1.44329,0.589,0.408096,6.43374,4.0085,6.43374,2305.16,1.85753,0.4554,0.245164,3.25891,2.08699,0.162932
ODIVUU_clean,8.59606,6.83629,8.59606,1820.37,1.01269,0.6478,0.63968,8.15684,6.47499,8.15684,1763.98,1.04507,0.6296,0.602447,0.3613,0.43922,0.037233
OFUYUL_SL,6.60028,4.21601,6.55031,2993.3,1.08955,0.6282,0.576566,3.19032,1.26057,3.1761,1825.71,1.78636,0.3808,0.213171,2.95544,3.40996,0.363395
OGUJIL_clean,4.13766,3.43865,4.11881,1451.92,1.27165,0.504,0.396337,4.44617,1.93663,4.37758,1309.84,1.40958,0.433,0.307183,1.50202,0.30851,0.089154
OHAQEU_clean,4.72292,3.33438,4.72292,951.305,1.44091,0.5026,0.348808,3.85154,2.34381,3.85154,748.068,1.83237,0.4188,0.228556,0.99057,0.87138,0.120252
OKUSUK_clean,24.78598,13.19796,24.78598,24927.5,0.313235,0.8714,2.78194,24.91244,12.83211,24.751,25660,0.304293,0.8726,2.86763,0.36585,0.12646,0.08569
OKUTAR_clean,10.98199,6.35591,10.98199,47281.2,0.660572,0.7416,1.12266,11.36449,6.59711,11.36449,48221.3,0.647694,0.7422,1.14591,0.2412,0.3825,0.02325
OKUTEV_clean,23.06458,12.99518,23.06458,94456.8,0.330655,0.865,2.61602,24.19389,14.07368,24.19387,102392,0.30503,0.8766,2.87381,1.0785,1.12931,0.25779
OLUCAZ_clean,5.7945,5.1746,5.79081,2389.65,1.16161,0.5026,0.432676,5.77806,5.184,5.75793,2389.21,1.16182,0.4844,0.416932,0.0094,0.01644,0.015744
OMAMEU_clean,5.50027,3.68993,5.48936,3136.53,2.05035,0.5408,0.26376,4.16262,3.31952,4.15027,2833.5,2.26963,0.4796,0.211312,0.37041,1.33765,0.052448
OMOVET_clean,6.41327,4.66006,6.32867,3167.26,1.12783,0.6344,0.562498,5.77138,4.61243,5.77138,3147.63,1.13486,0.6192,0.545617,0.04763,0.64189,0.016881
OPOYUO_clean,4.82824,2.4776,4.82175,2533.22,1.18198,0.4984,0.421666,4.73588,2.44591,4.6989,2509.93,1.19295,0.4788,0.401359,0.03169,0.09236,0.020307
OPOZEZ_clean,7.29162,6.03013,7.28839,7081.75,1.13101,0.5256,0.464718,6.02234,5.11948,6.02234,6404.5,1.25061,0.469,0.375018,0.91065,1.26928,0.0897
OSAVEK_clean,5.46185,5.06196,5.40742,1367.94,0.991485,0.5638,0.568642,6.49431,6.13029,6.49431,1441.23,0.941063,0.5908,0.627801,1.06833,1.03246,0.059159
OSAVUA_clean,5.76862,5.59566,5.76862,887.029,0.884314,0.644,0.728248,2.1739,1.59446,2.1739,446.741,1.75586,0.2826,0.160947,4.0012,3.59472,0.567301
OSAWEL_clean,5.275,4.57502,5.23103,650.528,1.20581,0.5198,0.43108,2.18854,1.32774,2.18854,409.459,1.91573,0.2338,0.122042,3.24728,3.08646,0.309038
OSAXAI_clean,4.39347,3.53304,4.39347,2490.44,1.30634,0.4368,0.334369,3.27986,1.87293,3.23218,2341.29,1.38956,0.3798,0.273323,1.66011,1.11361,0.061046
OTALUS_clean,12.67704,9.31362,12.26509,16533.3,0.655199,0.7212,1.10073,13.02674,9.94694,12.61557,16659.5,0.650237,0.7116,1.09437,0.63332,0.3497,0.00636
OTATOT_clean,5.58723,4.86765,5.58723,3516.97,1.11303,0.5774,0.518764,2.36361,1.31135,2.33791,2195.58,1.7829,0.3052,0.171182,3.5563,3.22362,0.347582
OTAVAH_clean,5.59343,4.88116,5.59343,3533.61,1.10464,0.5666,0.512927,2.52917,1.14783,2.52917,2186.28,1.78539,0.2944,0.164894,3.73333,3.06426,0.348033
OTAVOV_clean,5.7034,4.97261,5.54406,3612.1,1.0469,0.5858,0.559554,2.51075,1.08054,2.49631,2191.44,1.72559,0.285,0.165161,3.89207,3.19265,0.394393
OTAVUB_clean,5.619,4.89691,5.42117,3534.01,1.09458,0.5796,0.529517,2.09436,0.90329,2.08267,2116.71,1.82748,0.2774,0.151794,3.99362,3.52464,0.377723
OVEXOD_clean,5.74131,3.62789,5.72373,7059.31,1.46061,0.3824,0.261809,5.27582,3.20821,5.22222,6750.47,1.52743,0.3544,0.232024,0.41968,0.46549,0.029785
OWETIU_clean,6.92899,4.15657,6.92674,5085.79,3.31737,0.4912,0.148069,4.69732,1.41903,4.69732,3911.79,4.31296,0.3314,0.0768381,2.73754,2.23167,0.0712309
OWEYOF_clean,6.37405,4.45765,6.36152,3282.92,1.04803,0.5436,0.518687,5.68449,3.7032,5.68449,3106.11,1.10769,0.5036,0.454641,0.75445,0.68956,0.064046
OWIYUP_clean,8.24396,6.91953,8.2349,8524.27,0.925347,0.628,0.678664,6.79276,3.87684,6.78037,9146.28,0.862417,0.6358,0.73723,3.04269,1.4512,0.058566
OWIZAW_clean,14.23644,11.75665,14.23644,17892.4,0.378656,0.8314,2.19566,15.78247,11.3813,15.77368,19910.7,0.340272,0.8456,2.48507,0.37535,1.54603,0.28941
OWUWOU_clean,5.5976,4.27615,5.59687,5389.54,1.14741,0.5322,0.463828,5.58302,4.4308,5.54478,5217.06,1.18534,0.4976,0.419794,0.15465,0.01458,0.044034
OWUWUA_clean,5.57467,4.372,5.56487,5262.7,1.14473,0.4984,0.435385,5.63692,3.4938,5.53438,5124.35,1.17564,0.4724,0.401823,0.8782,0.06225,0.033562
OYIVEY_clean,8.41834,4.77784,8.41834,7960.11,1.02358,0.626,0.611576,8.38101,4.5736,8.37448,7994.94,1.01912,0.623,0.611309,0.20424,0.03733,0.000267
OYIVIC_clean,5.53588,4.79975,5.53588,699.007,1.19582,0.5852,0.48937,3.25634,2.06455,3.25634,459.499,1.81913,0.3488,0.19174,2.7352,2.27954,0.29763
OYIVOI_clean,5.54513,4.92009,5.54513,710.921,1.34386,0.5564,0.41403,7.44394,6.2031,7.12964,816.399,1.17024,0.6086,0.520065,1.28301,1.89881,0.106035
PACGIM_clean,5.65474,4.16677,5.63751,5042.27,1.04531,0.6312,0.603838,6.96567,5.78793,6.96456,5808.3,0.907452,0.6686,0.736789,1.62116,1.31093,0.132951
PACZOK_clean,14.43425,6.95163,14.43425,9311.98,1.08844,0.7034,0.646247,18.79257,8.60185,18.79257,10567.3,0.959143,0.7568,0.789038,1.65022,4.35832,0.142791
PAMHIW_clean,9.26871,4.50421,9.2687,6985.98,0.952087,0.6222,0.653512,8.4407,4.04741,8.41524,6923.7,0.96065,0.6062,0.631031,0.4568,0.82801,0.022481
PAPVAF_clean,10.09891,6.83775,10.09891,9391.64,0.817097,0.7216,0.883126,11.09428,7.40586,10.04526,10162.7,0.755106,0.7384,0.977876,0.56811,0.99537,0.09475
PAPVEJ_clean,4.81247,3.05568,4.78767,3060.84,1.46668,0.4398,0.299861,4.04353,1.39592,3.35456,2703.88,1.66031,0.335,0.20177,1.65976,0.76894,0.098091
PAPVIN_clean,4.8231,3.07966,4.81833,3078.82,1.46172,0.4442,0.303888,4.03637,2.30961,4.03006,2924.65,1.53878,0.392,0.254748,0.77005,0.78673,0.04914
PAPXUB_clean,4.14866,3.74837,4.11987,1533.21,1.41027,0.4144,0.293844,3.82136,3.3446,3.80407,1512.3,1.42977,0.3894,0.272351,0.40377,0.3273,0.021493
PEJRED_clean,4.11493,2.97483,3.99412,2545.57,1.36173,0.4058,0.298003,4.25535,2.81527,4.25535,2425.89,1.42891,0.358,0.250541,0.15956,0.14042,0.047462
PELRIJ_clean,21.55745,10.38341,21.54118,33902.1,0.51708,0.8016,1.55024,23.70796,12.81064,23.68027,37389.8,0.468847,0.8118,1.73148,2.42723,2.15051,0.18124
PENZIS_clean,5.20343,4.63883,5.20343,2313.79,1.48152,0.6372,0.430099,2.5499,1.34049,2.5499,1171.99,2.92488,0.2756,0.094226,3.29834,2.65353,0.335873
PENZUE_clean,3.89114,3.09221,3.89114,1985.08,1.63624,0.4122,0.25192,2.64026,1.94241,2.64026,1871.9,1.73517,0.3648,0.210239,1.1498,1.25088,0.041681
PEPBAO_clean,5.10254,3.95909,5.10254,2280.75,1.42412,0.4934,0.34646,4.71439,3.20499,4.71439,2249.43,1.44395,0.4774,0.330621,0.7541,0.38815,0.015839
PEPLAY_clean,6.74837,6.3776,6.72825,1452.63,1.05651,0.6178,0.584755,7.49771,7.21078,7.49516,1514.68,1.01323,0.6324,0.624142,0.83318,0.74934,0.039387
PEPLEC_clean,7.22831,6.81306,7.22831,1489.85,1.03011,0.618,0.599935,7.49848,7.21112,7.49848,1514.7,1.01322,0.6152,0.607175,0.39806,0.27017,0.00724
PEPLIG_clean,6.77242,6.39006,6.75097,1462.96,1.04905,0.6148,0.586054,7.49879,7.21124,7.4961,1514.69,1.01322,0.6294,0.621188,0.82118,0.72637,0.035134
PEPLOM_clean,5.48105,5.23227,5.47438,1277.92,1.20095,0.5572,0.463966,7.49829,7.21107,7.49829,1514.76,1.01318,0.6254,0.617266,1.9788,2.01724,0.1533
PETWOC_clean,9.15829,4.1058,9.15829,2489.85,1.69456,0.6222,0.367174,8.95275,4.10028,8.95275,2467.86,1.70966,0.6186,0.361826,0.00552,0.20554,0.005348
PEWFII_clean,4.2167,2.74504,4.09989,425.779,2.1516,0.518,0.240751,3.00199,1.55787,3.00199,313.49,2.92228,0.3518,0.120385,1.18717,1.21471,0.120366
PEWGEF_clean,9.8037,7.11524,9.8037,1989.23,1.04146,0.6736,0.646783,9.13278,6.07535,9.13278,1956.69,1.05878,0.663,0.626193,1.03989,0.67092,0.02059
PIGHIX_clean,4.25296,3.20196,4.23107,2676.49,1.25505,0.4956,0.394885,4.43839,2.50143,4.38879,2537.34,1.32388,0.4482,0.338551,0.70053,0.18543,0.056334
PIGHIX01_clean,4.27472,3.07972,4.2672,5283.39,1.27158,0.4852,0.381572,4.43861,2.48662,4.39967,5072.08,1.32455,0.438,0.330677,0.5931,0.16389,0.050895
PIHWOU_clean,4.63791,3.55477,4.53898,1594.19,1.74456,0.5648,0.323749,2.3745,1.21125,2.37112,974.315,2.85448,0.288,0.100894,2.34352,2.26341,0.222855
PIJDIX_clean,5.30724,3.52085,5.26545,1993.89,1.71921,0.5814,0.338178,5.45969,3.55618,4.84264,2027.34,1.69085,0.5928,0.350594,0.03533,0.15245,0.012416
PIRYOF_clean,4.14088,2.48101,4.14088,1866.96,1.28091,0.4726,0.368957,3.73068,1.71692,3.6611,1722.28,1.38851,0.4214,0.303491,0.76409,0.4102,0.065466
PIYZAZ_clean,7.00061,5.66378,7.00061,514.622,1.03548,0.7438,0.718311,7.13473,5.79484,7.13473,535.465,0.995179,0.7502,0.753835,0.13106,0.13412,0.035524
PIYZED_clean,7.01252,5.67204,7.01252,516.256,1.03221,0.7428,0.719623,7.13636,5.7962,7.13636,535.469,0.995171,0.7468,0.750424,0.12416,0.12384,0.030801
PIYZED01_clean,6.97076,5.63505,6.97076,510.042,1.04478,0.741,0.709238,7.13473,5.79618,7.13473,535.465,0.995179,0.7468,0.750418,0.16113,0.16397,0.04118
PIYZED02_clean,6.95852,5.62503,6.95852,508.271,1.04842,0.7404,0.706202,7.1363,5.79482,7.1363,535.461,0.995186,0.7468,0.750413,0.16979,0.17778,0.044211
PIYZED03_clean,6.9273,5.59944,6.9273,503.77,1.05779,0.7402,0.69976,7.13648,5.79632,7.13648,535.489,0.995134,0.7468,0.750452,0.19688,0.20918,0.050692
PIZHEN_clean,4.0939,2.81308,3.65806,5299.79,3.34285,0.422,0.12624,3.13007,0.99454,3.09815,3948.79,4.48653,0.2482,0.0553211,1.81854,0.96383,0.0709189
POFSIN_clean,6.97393,5.64716,6.97393,510.996,1.04283,0.7402,0.709797,7.13631,5.79616,7.13631,535.461,0.995186,0.7468,0.750413,0.149,0.16238,0.040616
POFSIN01_clean,6.98674,5.64294,6.98674,512.108,1.04057,0.743,0.714032,7.13642,5.79625,7.13642,535.479,0.995154,0.7468,0.750437,0.15331,0.14968,0.036405
POFSIN02_clean,6.9801,5.64791,6.9801,511.685,1.04143,0.7408,0.71133,7.13631,5.79616,7.13631,535.463,0.995183,0.7468,0.750414,0.14825,0.15621,0.039084
POFSIN03_clean,6.96874,5.63111,6.96874,509.656,1.04557,0.7414,0.709084,7.13631,5.79482,7.13631,535.463,0.995183,0.7468,0.750415,0.16371,0.16757,0.041331
POFSIN04_clean,6.96632,5.62312,6.96632,508.969,1.04699,0.742,0.708701,7.13633,5.79618,7.13633,535.465,0.995178,0.7468,0.750418,0.17306,0.17001,0.041717
POHLOP_clean,4.01562,2.88489,3.90861,1463.38,1.79796,0.4742,0.263743,4.04004,3.18701,4.01171,1459.48,1.80277,0.4644,0.257604,0.30212,0.02442,0.006139
POHLUV_clean,3.97953,2.87416,3.95488,1446.97,1.85031,0.4316,0.233259,3.87759,3.1688,3.85345,1415.19,1.89187,0.4138,0.218726,0.29464,0.10194,0.014533
POHMAC_clean,4.00725,2.89849,3.88651,1457.8,1.82892,0.4682,0.255998,3.91888,3.19069,3.88511,1427.66,1.86754,0.4502,0.241066,0.2922,0.08837,0.014932
POYPAW_clean,7.97843,4.92371,7.97843,5569.97,0.954107,0.5834,0.611462,7.19922,5.49475,7.11653,5454.33,0.974335,0.5676,0.582551,0.57104,0.77921,0.028911
POZHUI_ion_b,9.39445,3.77367,9.39445,14872.4,1.30542,0.5432,0.416111,15.24715,5.74743,15.24715,15413,1.25964,0.5602,0.44473,1.97376,5.8527,0.028619
PUDSIR_clean,6.84685,5.37897,6.83632,7608.84,1.0569,0.647,0.61217,9.04574,7.28848,8.98436,7744.07,1.03844,0.6484,0.624398,1.90951,2.19889,0.012228
PUDSIR01_clean,6.99715,5.84689,6.98056,7794.1,1.03177,0.6538,0.633665,6.68433,4.61827,6.64637,5909.8,1.36075,0.5398,0.396693,1.22862,0.31282,0.236972
PUDSOX_clean,7.03254,5.77219,7.03254,7768.44,1.04422,0.654,0.626304,8.35107,6.41812,8.35107,7356.82,1.10265,0.6308,0.572078,0.64593,1.31853,0.054226
PUDSUD_clean,7.08521,6.02588,7.08155,7966.59,0.996555,0.6624,0.66469,9.07911,6.75602,9.07348,7646.62,1.03825,0.641,0.617382,0.73014,1.9939,0.047308
PUFXIZ_clean,4.99812,2.62764,4.99812,2100.24,1.37474,0.5084,0.369815,3.66184,2.50208,3.65443,1906.47,1.51446,0.443,0.292513,0.12556,1.33628,0.077302
PUFXUL_clean,4.50657,3.0834,4.38751,2903.48,1.24643,0.512,0.410774,3.65016,1.83021,3.65016,2459.15,1.47164,0.387,0.262972,1.25319,0.85641,0.147802
PURNEX_clean,5.09536,3.50261,5.03109,2577.04,3.89183,0.459,0.117939,4.00019,1.31204,2.94614,2044.99,4.90437,0.2992,0.0610068,2.19057,1.09517,0.0569322
PURNIB_clean,4.73986,3.41279,4.73986,2855.17,3.6233,0.3246,0.0895869,4.80662,3.10713,4.78345,3083.75,3.35472,0.3392,0.101111,0.30566,0.06676,0.0115241
PURRIE_clean,4.99199,2.94614,4.97757,9991.78,1.35446,0.3844,0.283804,4.29205,2.83734,4.29205,9751.59,1.38782,0.3544,0.255365,0.1088,0.69994,0.028439
PUVREF_clean,3.5959,2.71567,3.58715,718.34,1.61482,0.5048,0.312605,2.63624,1.86468,2.63119,571.064,2.03127,0.3954,0.194656,0.85099,0.95966,0.117949
PUZJOL_clean,4.83061,4.03981,4.83061,1006.93,1.24259,0.519,0.417676,4.70138,3.87059,4.60443,999.352,1.25201,0.508,0.405747,0.16922,0.12923,0.011929
PUZKOM_clean,5.7119,3.67845,5.7119,3384.44,1.28608,0.5292,0.411482,5.35907,2.95971,5.21256,3263.83,1.33361,0.4948,0.371023,0.71874,0.35283,0.040459
PUZKUS_clean,5.50979,4.91819,5.49321,2264.87,1.14051,0.5506,0.482765,3.71416,1.45156,3.71416,1590.26,1.62434,0.3574,0.220028,3.46663,1.79563,0.262737
PUZLAZ_clean,6.70975,6.33216,6.70975,2878.02,1.05033,0.6682,0.636179,6.64386,6.32016,6.64386,2941.46,1.02768,0.6576,0.639887,0.012,0.06589,0.003708
QAJJOB01_clean,5.38986,2.70044,5.35071,2276.72,2.55901,0.4802,0.187651,2.61216,1.07056,2.61216,1502.78,3.87693,0.214,0.0551983,1.62988,2.7777,0.1324527
QAKFIU_clean,4.12199,3.24365,4.10901,3648.86,1.40052,0.441,0.314884,3.82919,3.1714,3.82919,3515.2,1.45377,0.4024,0.276798,0.07225,0.2928,0.038086
QAQNOO_clean,9.00524,7.79992,9.00524,9846.34,0.836247,0.6754,0.807657,7.66829,7.05252,7.66827,7117.2,1.15691,0.534,0.461574,0.7474,1.33695,0.346083
QARCET_clean,5.6311,3.58556,5.50351,3019.67,1.43101,0.4414,0.308453,6.52991,3.05574,6.50337,3006.15,1.43745,0.4284,0.298027,0.52982,0.89881,0.010426
QEBGAH_clean,5.50168,5.08562,5.49191,3531.87,1.08026,0.5322,0.492658,4.35974,3.23696,4.23357,3033.54,1.25772,0.428,0.340298,1.84866,1.14194,0.15236
QEBGEL_clean,6.08453,4.84553,6.08453,3734.23,1.01993,0.5522,0.54141,5.85039,4.30001,5.83294,3747.1,1.01643,0.5404,0.531667,0.54552,0.23414,0.009743
QEFNAQ_clean,6.2895,4.86842,6.2895,3914.43,1.2915,0.5224,0.40449,5.97338,4.68247,5.97338,3986.75,1.26808,0.518,0.408493,0.18595,0.31612,0.004003
QERWAL_clean,6.23685,3.59052,6.23393,3992.02,0.96089,0.5974,0.621716,5.9032,3.52778,5.9032,3722.21,1.03054,0.549,0.532729,0.06274,0.33365,0.088987
QIRWAR_clean,5.03496,3.89331,5.00833,2142.42,1.34872,0.601,0.445608,4.72919,3.83211,4.69819,2116.31,1.36536,0.5864,0.429484,0.0612,0.30577,0.016124
QISVAQ_clean,5.30487,2.64369,5.29687,5935.08,1.38354,0.5002,0.361536,4.60435,2.91903,3.80938,5378.86,1.52661,0.4402,0.288351,0.27534,0.70052,0.073185
QISVEU_clean,5.34851,2.65989,5.33539,5989.14,1.37217,0.5058,0.368613,4.83587,2.78146,3.71818,5511.98,1.49096,0.4572,0.306648,0.12157,0.51264,0.061965
QITZIE_clean,5.36245,2.45085,5.36245,3020.92,1.20312,0.4738,0.393808,2.82373,1.45119,2.36926,2471.69,1.47046,0.3306,0.224827,0.99966,2.53872,0.168981
QIVBUT_clean,4.17898,2.49303,4.10202,1867.32,1.36756,0.4708,0.344262,3.95395,1.80986,3.95131,1822.18,1.40144,0.4468,0.318814,0.68317,0.22503,0.025448
QODHUO_clean,7.01702,3.80696,6.93452,4182.64,1.33459,0.4798,0.359511,6.43674,4.71432,6.37628,4030.91,1.38483,0.448,0.323506,0.90736,0.58028,0.036005
QODHUO01_clean,7.00714,3.66753,7.00714,4236.6,1.3176,0.5024,0.381301,7.25215,3.93962,7.25215,4052.47,1.37746,0.454,0.329592,0.27209,0.24501,0.051709
QODHUO02_clean,7.02254,3.63732,6.66242,4249.13,1.31371,0.4918,0.37436,6.69361,4.94256,6.68171,4018.44,1.38913,0.4486,0.322937,1.30524,0.32893,0.051423
QODHUO03_clean,7.01027,3.79079,7.01027,4189.31,1.33247,0.4918,0.369089,6.45744,4.71725,6.39899,4031.45,1.38464,0.4472,0.322972,0.92646,0.55283,0.046117
QODHUO04_clean,7.05252,3.70053,6.77054,4258.09,1.31094,0.4922,0.375455,6.70148,4.95203,6.70148,4018.16,1.38922,0.449,0.323202,1.2515,0.35104,0.052253
QODHUO05_clean,7.0364,3.74248,6.80453,4230.35,1.31954,0.4862,0.368461,7.18476,4.05202,7.18476,4053.07,1.37726,0.4414,0.320492,0.30954,0.14836,0.047969
QODHUO06_clean,7.02919,3.76029,7.02081,4211.97,1.3253,0.4964,0.374557,6.44565,4.6927,6.39154,4031.69,1.38456,0.4488,0.324146,0.93241,0.58354,0.050411
QODHUO07_clean,7.02559,3.77448,7.02559,4199.25,1.32931,0.4798,0.360938,6.44326,4.70795,6.37421,4033.08,1.38408,0.4486,0.324113,0.93347,0.58233,0.036825
