feature,importance
D_mc-chi-3,0.03967011678202933
f-link-S-0,0.03848848596112058
D_mc-chi-2,0.03828399968841225
f-link-Z-2,0.036814630578856346
f-sbu-chi-3,0.03511446351595033
mc-S-1,0.034584032584906846
cell_22_0,0.03452970729822877
f-sbu-S-0,0.03441684270202103
f-link-S-1,0.03430142132340178
f-link-chi-0,0.033922409255885494
cell_00_0,0.03384222041514069
VF_0,0.03349628550107867
f-link-Z-3,0.03277371123019875
D_mc-S-2,0.0326064220767048
f-sbu-chi-2,0.032584328229213894
mc-chi-2,0.03249398131290726
f-link-Z-1,0.03247666848063108
mc-S-2,0.03244484729602951
density_0,0.03243042640405409
f-sbu-Z-3,0.0323920411666654
cell_11_0,0.03231684806201779
f-link-Z-0,0.03228783072958917
f-sbu-chi-0,0.03206663829312857
PV_0,0.03189351253265751
f-link-T-3,0.03142376437151366
LCD_0,0.03141016488283211
volume_0,0.03120692294616246
PLD_0,0.030831487009565284
LFPD_0,0.029967009946761637
f-link-S-2,0.028928779422335123
