N_atoms,cell_00_0,cell_01_0,cell_02_0,cell_10_0,cell_11_0,cell_12_0,cell_20_0,cell_21_0,cell_22_0,volume_0,LCD_0,PLD_0,LFPD_0,density_0,VF_0,PV_0,f-sbu-chi-0,f-sbu-chi-1,f-sbu-chi-2,f-sbu-chi-3,f-sbu-Z-0,f-sbu-Z-1,f-sbu-Z-2,f-sbu-Z-3,f-sbu-I-0,f-sbu-I-1,f-sbu-I-2,f-sbu-I-3,f-sbu-T-0,f-sbu-T-1,f-sbu-T-2,f-sbu-T-3,f-sbu-S-0,f-sbu-S-1,f-sbu-S-2,f-sbu-S-3,mc-chi-0,mc-chi-1,mc-chi-2,mc-chi-3,mc-Z-0,mc-Z-1,mc-Z-2,mc-Z-3,mc-I-0,mc-I-1,mc-I-2,mc-I-3,mc-T-0,mc-T-1,mc-T-2,mc-T-3,mc-S-0,mc-S-1,mc-S-2,mc-S-3,D_mc-chi-0,D_mc-chi-1,D_mc-chi-2,D_mc-chi-3,D_mc-Z-0,D_mc-Z-1,D_mc-Z-2,D_mc-Z-3,D_mc-I-0,D_mc-I-1,D_mc-I-2,D_mc-I-3,D_mc-T-0,D_mc-T-1,D_mc-T-2,D_mc-T-3,D_mc-S-0,D_mc-S-1,D_mc-S-2,D_mc-S-3,f-link-chi-0,f-link-chi-1,f-link-chi-2,f-link-chi-3,f-link-Z-0,f-link-Z-1,f-link-Z-2,f-link-Z-3,f-link-I-0,f-link-I-1,f-link-I-2,f-link-I-3,f-link-T-0,f-link-T-1,f-link-T-2,f-link-T-3,f-link-S-0,f-link-S-1,f-link-S-2,f-link-S-3,lc-chi-0,lc-chi-1,lc-chi-2,lc-chi-3,lc-Z-0,lc-Z-1,lc-Z-2,lc-Z-3,lc-I-0,lc-I-1,lc-I-2,lc-I-3,lc-T-0,lc-T-1,lc-T-2,lc-T-3,lc-S-0,lc-S-1,lc-S-2,lc-S-3,lc-alpha-0,lc-alpha-1,lc-alpha-2,lc-alpha-3,D_lc-chi-0,D_lc-chi-1,D_lc-chi-2,D_lc-chi-3,D_lc-Z-0,D_lc-Z-1,D_lc-Z-2,D_lc-Z-3,D_lc-I-0,D_lc-I-1,D_lc-I-2,D_lc-I-3,D_lc-T-0,D_lc-T-1,D_lc-T-2,D_lc-T-3,D_lc-S-0,D_lc-S-1,D_lc-S-2,D_lc-S-3,D_lc-alpha-0,D_lc-alpha-1,D_lc-alpha-2,D_lc-alpha-3,func-chi-0,func-chi-1,func-chi-2,func-chi-3,func-Z-0,func-Z-1,func-Z-2,func-Z-3,func-I-0,func-I-1,func-I-2,func-I-3,func-T-0,func-T-1,func-T-2,func-T-3,func-S-0,func-S-1,func-S-2,func-S-3,func-alpha-0,func-alpha-1,func-alpha-2,func-alpha-3,D_func-chi-0,D_func-chi-1,D_func-chi-2,D_func-chi-3,D_func-Z-0,D_func-Z-1,D_func-Z-2,D_func-Z-3,D_func-I-0,D_func-I-1,D_func-I-2,D_func-I-3,D_func-T-0,D_func-T-1,D_func-T-2,D_func-T-3,D_func-S-0,D_func-S-1,D_func-S-2,D_func-S-3,D_func-alpha-0,D_func-alpha-1,D_func-alpha-2,D_func-alpha-3
166.0,13.63090759,0.0,0.0,0.781986476,13.60845836,0.0,5.626137697,5.312122619,12.02928663,2231.380203,6.43455,3.47347,6.43455,1.68473,0.477,0.283131,266.1642,443.76,1482.9584,1533.552,17802.0,25440.0,72224.0,56160.0,32.0,80.0,164.0,240.0,252.0,752.0,1360.0,1696.0,32.9386,83.7456,159.8132,223.4384,1.2996,21.5688,15.0822,67.4766,3600.0,2640.0,11700.0,8280.0,1.0,5.5,7.0,18.5,30.5,72.0,172.0,238.0,3.0276,6.9861,15.2772,23.8467,0.0,-12.65,-5.25,-38.1,0.0,286.0,225.0,972.0,0.0,0.0,0.0,0.0,0.0,17.5,8.0,59.5,0.0,5.555,3.4,18.485,194.2855667,370.5820667,774.4792,942.6208667,1264.333333,3017.333333,3533.333333,3001.333333,27.0,55.33333333,107.3333333,146.0,167.3333333,454.0,621.3333333,666.0,11.8866,29.80866667,46.90286667,51.85726667,11.8336,7.5336,32.4392,22.9104,64.0,120.0,176.0,80.0,1.0,1.0,3.0,2.666666667,1.0,4.0,5.666666667,6.0,0.5329,0.7738,1.6279,1.099866667,28.09,132.5,116.07,97.92357733,0.0,1.25,0.89,2.513333333,0.0,-7.0,2.0,11.33333333,0.0,0.0,0.0,0.0,0.0,-3.0,-2.666666667,-3.333333333,0.0,-0.33,-0.04,0.44,0.0,-19.7,-6.0,-4.342813333,9.236534722,20.11052361,36.55553056,33.82584722,115.0972222,258.7777778,228.2222222,174.3055556,1.0,2.666666667,4.458333333,4.222222222,9.583333333,24.75,27.33333333,23.88888889,0.720418056,1.87105,2.2928875,2.046736111,203.2354167,353.6663416,340.309258,333.761721,0.0,-0.171527778,1.574305556,1.486388889,0.0,7.722222222,16.22222222,21.38888889,0.0,0.0,0.0,0.0,0.0,2.0,3.666666667,4.375,0.0,0.293611111,0.750277778,0.963611111,0.0,10.67917306,9.402828889,16.82624889
92.0,7.3336,0.0,0.0,-0.793180817,10.09408437,0.0,0.0,0.0,18.1829,1346.006939,3.93708,2.55442,3.90897,1.91107,0.4446,0.232645,205.446,415.2768,869.7368,1131.3472,4790.0,8736.0,17110.0,17248.0,24.0,56.0,100.0,148.0,160.0,464.0,754.0,824.0,18.7386,45.2892,78.7114,100.5356,3.61,26.144,27.436,64.4005,841.0,928.0,2726.0,2291.0,1.0,4.0,6.5,10.5,17.0,47.0,83.0,95.5,1.9044,4.0296,8.3559,10.7157,0.0,-6.16,-2.09,-13.945,0.0,84.0,94.5,225.5,0.0,0.0,0.0,0.0,0.0,6.0,7.5,20.0,0.0,2.6,2.915,6.725,156.0316,274.2852,464.83,497.871,995.0,1956.0,2488.0,2416.0,19.0,38.0,60.0,70.0,98.0,234.0,316.0,334.0,9.9246,21.731,31.6168,34.3886,11.8336,8.79264,22.97232,17.544,64.0,64.0,124.8,96.0,1.0,1.0,2.2,2.0,1.0,3.2,4.2,6.0,0.5329,0.5986,1.20158,1.1242,28.09,68.476,93.598,119.78,0.0,0.884,0.89,1.78,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.2,-2.0,-4.0,0.0,-0.09,-0.04,-0.08,0.0,-7.62,-6.0,-12.0,10.10786667,16.985,26.01213333,19.866,128.0,245.3333333,181.3333333,138.6666667,1.0,2.0,2.666666667,2.666666667,6.0,10.66666667,11.33333333,14.66666667,0.702066667,1.5028,1.608866667,1.524666667,144.18,244.44,223.5266667,284.291956,0.0,-0.276666667,0.613333333,1.46,0.0,6.0,8.0,19.33333333,0.0,0.0,0.0,0.0,0.0,1.333333333,-0.666666667,0.0,0.0,0.18,0.14,0.546666667,0.0,7.4,1.4,7.328593333
66.0,9.6921,0.0,0.0,-1.519453088,9.572254945,0.0,-0.739744343,-0.866429386,15.65239397,1452.154797,5.02308,3.9389,5.02308,1.70666,0.5826,0.341368,344.244,665.4336,1613.4528,1692.48,17808.0,24448.0,42720.0,54656.0,38.0,96.0,168.0,240.0,264.0,672.0,1056.0,1632.0,33.3422,85.3808,133.9928,207.904,3.6448,25.3184,16.1184,60.0208,2412.0,1557.333333,2920.0,3698.666667,1.0,4.0,4.0,10.0,16.0,32.0,64.0,96.0,1.9273,4.019866667,5.837066667,10.1598,0.0,-6.4,-1.4,-14.22,0.0,162.6666667,134.6666667,410.6666667,0.0,0.0,0.0,0.0,0.0,8.0,0.0,16.0,0.0,2.586666667,1.266666667,6.386666667,124.7924,192.0862,400.7958,471.3864,974.0,2020.0,2784.0,3084.0,15.0,28.0,50.0,60.0,78.0,188.0,242.0,204.0,7.7109,17.11,25.972,30.8912,11.8336,7.5336,32.4392,28.1392,64.0,120.0,176.0,232.0,1.0,1.0,3.0,3.0,1.0,4.0,6.0,10.0,0.5329,0.7738,1.6279,1.8688,28.09,132.5,116.07,220.48,0.0,1.25,0.89,2.14,0.0,-7.0,2.0,-5.0,0.0,0.0,0.0,0.0,0.0,-3.0,-3.0,-7.0,0.0,-0.33,-0.04,-0.37,0.0,-19.7,-6.0,-25.7,7.141933333,24.23686667,19.8892,59.1504,171.3333333,318.6666667,386.0,416.0,1.0,3.333333333,3.0,7.666666667,12.0,22.0,34.66666667,24.66666667,0.9267,2.369133333,2.5123,3.929366667,426.03,481.2592277,801.63,645.541683,0.0,-2.03,0.056666667,-1.286666667,0.0,23.0,6.666666667,58.33333333,0.0,0.0,0.0,0.0,0.0,5.666666667,-0.666666667,17.0,0.0,0.96,0.18,2.86,0.0,46.79763,7.133333333,94.84059667
66.0,9.6116,0.0,0.0,-1.51592804,9.491302162,0.0,-0.794803614,-0.931821509,15.49968709,1413.983752,4.89641,3.86855,4.6266,1.80531,0.5738,0.31784,344.712,670.9376,1616.9568,1703.488,19792.0,25472.0,44640.0,56704.0,38.0,96.0,168.0,240.0,264.0,672.0,1056.0,1632.0,33.6062,85.848,134.6712,208.8384,3.7228,25.77706667,16.4104,61.10813333,2742.666667,1642.666667,3080.0,3901.333333,1.0,4.0,4.0,10.0,16.0,32.0,64.0,96.0,1.9713,4.0588,5.8936,10.2582,0.0,-6.266666667,-1.266666667,-13.88666667,0.0,173.3333333,145.3333333,437.3333333,0.0,0.0,0.0,0.0,0.0,8.0,0.0,16.0,0.0,2.64,1.32,6.52,124.7924,192.0862,400.7958,471.3864,974.0,2020.0,2784.0,3084.0,15.0,28.0,50.0,60.0,78.0,188.0,242.0,204.0,7.7109,17.11,25.972,30.8912,11.8336,7.5336,32.4392,28.1392,64.0,120.0,176.0,232.0,1.0,1.0,3.0,3.0,1.0,4.0,6.0,10.0,0.5329,0.7738,1.6279,1.8688,28.09,132.5,116.07,220.48,0.0,1.25,0.89,2.14,0.0,-7.0,2.0,-5.0,0.0,0.0,0.0,0.0,0.0,-3.0,-3.0,-7.0,0.0,-0.33,-0.04,-0.37,0.0,-19.7,-6.0,-25.7,7.141933333,24.23686667,19.8892,59.1504,171.3333333,318.6666667,386.0,416.0,1.0,3.333333333,3.0,7.666666667,12.0,22.0,34.66666667,24.66666667,0.9267,2.369133333,2.5123,3.929366667,426.03,481.2592277,801.63,645.541683,0.0,-2.03,0.056666667,-1.286666667,0.0,23.0,6.666666667,58.33333333,0.0,0.0,0.0,0.0,0.0,5.666666667,-0.666666667,17.0,0.0,0.96,0.18,2.86,0.0,46.79763,7.133333333,94.84059667
66.0,9.5321,0.0,0.0,-1.497918491,9.413669349,0.0,-0.772311914,-0.904919684,15.40513082,1382.333778,4.81089,3.81392,4.81089,1.85808,0.5704,0.306983,344.8104,672.0384,1617.6576,1705.6896,20328.0,25728.0,45120.0,57216.0,38.0,96.0,168.0,240.0,264.0,672.0,1056.0,1632.0,33.4734,85.6144,134.332,208.3712,3.7392,25.8688,16.4688,61.3256,2832.0,1664.0,3120.0,3952.0,1.0,4.0,4.0,10.0,16.0,32.0,64.0,96.0,1.949166667,4.039333333,5.865333333,10.209,0.0,-6.24,-1.24,-13.82,0.0,176.0,148.0,444.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,16.0,0.0,2.613333333,1.293333333,6.453333333,124.7924,192.0862,400.7958,471.3864,974.0,2020.0,2784.0,3084.0,15.0,28.0,50.0,60.0,78.0,188.0,242.0,204.0,7.7109,17.11,25.972,30.8912,11.8336,7.5336,32.4392,28.1392,64.0,120.0,176.0,232.0,1.0,1.0,3.0,3.0,1.0,4.0,6.0,10.0,0.5329,0.7738,1.6279,1.8688,28.09,132.5,116.07,220.48,0.0,1.25,0.89,2.14,0.0,-7.0,2.0,-5.0,0.0,0.0,0.0,0.0,0.0,-3.0,-3.0,-7.0,0.0,-0.33,-0.04,-0.37,0.0,-19.7,-6.0,-25.7,7.141933333,24.23686667,19.8892,59.1504,171.3333333,318.6666667,386.0,416.0,1.0,3.333333333,3.0,7.666666667,12.0,22.0,34.66666667,24.66666667,0.9267,2.369133333,2.5123,3.929366667,426.03,481.2592277,801.63,645.541683,0.0,-2.03,0.056666667,-1.286666667,0.0,23.0,6.666666667,58.33333333,0.0,0.0,0.0,0.0,0.0,5.666666667,-0.666666667,17.0,0.0,0.96,0.18,2.86,0.0,46.79763,7.133333333,94.84059667
66.0,9.6116,0.0,0.0,-1.51592804,9.491302162,0.0,-0.794803614,-0.931821509,15.49968709,1413.983752,4.89316,3.86869,4.71128,1.79298,0.5754,0.320918,344.6152,669.8368,1616.256,1701.2864,19272.0,25216.0,44160.0,56192.0,38.0,96.0,168.0,240.0,264.0,672.0,1056.0,1632.0,33.7406,86.0816,135.0104,209.3056,3.706666667,25.68533333,16.352,60.89066667,2656.0,1621.333333,3040.0,3850.666667,1.0,4.0,4.0,10.0,16.0,32.0,64.0,96.0,1.9937,4.078266667,5.921866667,10.3074,0.0,-6.293333333,-1.293333333,-13.95333333,0.0,170.6666667,142.6666667,430.6666667,0.0,0.0,0.0,0.0,0.0,8.0,0.0,16.0,0.0,2.666666667,1.346666667,6.586666667,124.7924,192.0862,400.7958,471.3864,974.0,2020.0,2784.0,3084.0,15.0,28.0,50.0,60.0,78.0,188.0,242.0,204.0,7.7109,17.11,25.972,30.8912,11.8336,7.5336,32.4392,28.1392,64.0,120.0,176.0,232.0,1.0,1.0,3.0,3.0,1.0,4.0,6.0,10.0,0.5329,0.7738,1.6279,1.8688,28.09,132.5,116.07,220.48,0.0,1.25,0.89,2.14,0.0,-7.0,2.0,-5.0,0.0,0.0,0.0,0.0,0.0,-3.0,-3.0,-7.0,0.0,-0.33,-0.04,-0.37,0.0,-19.7,-6.0,-25.7,7.141933333,24.23686667,19.8892,59.1504,171.3333333,318.6666667,386.0,416.0,1.0,3.333333333,3.0,7.666666667,12.0,22.0,34.66666667,24.66666667,0.9267,2.369133333,2.5123,3.929366667,426.03,481.2592277,801.63,645.541683,0.0,-2.03,0.056666667,-1.286666667,0.0,23.0,6.666666667,58.33333333,0.0,0.0,0.0,0.0,0.0,5.666666667,-0.666666667,17.0,0.0,0.96,0.18,2.86,0.0,46.79763,7.133333333,94.84059667
66.0,9.5515,0.0,0.0,-1.378768766,9.451462794,0.0,-0.727785498,-0.841657135,15.34972448,1385.706307,4.79715,3.78365,4.79608,1.84797,0.5712,0.309095,344.761,671.488,1617.3072,1704.5888,20058.0,25600.0,44880.0,56960.0,38.0,96.0,168.0,240.0,264.0,672.0,1056.0,1632.0,33.5396,85.7312,134.5016,208.6048,3.730966667,25.82293333,16.4396,61.21686667,2787.0,1653.333333,3100.0,3926.666667,1.0,4.0,4.0,10.0,16.0,32.0,64.0,96.0,1.9602,4.049066667,5.879466667,10.2336,0.0,-6.253333333,-1.253333333,-13.85333333,0.0,174.6666667,146.6666667,440.6666667,0.0,0.0,0.0,0.0,0.0,8.0,0.0,16.0,0.0,2.626666667,1.306666667,6.486666667,124.7924,192.0862,400.7958,471.3864,974.0,2020.0,2784.0,3084.0,15.0,28.0,50.0,60.0,78.0,188.0,242.0,204.0,7.7109,17.11,25.972,30.8912,11.8336,7.5336,32.4392,28.1392,64.0,120.0,176.0,232.0,1.0,1.0,3.0,3.0,1.0,4.0,6.0,10.0,0.5329,0.7738,1.6279,1.8688,28.09,132.5,116.07,220.48,0.0,1.25,0.89,2.14,0.0,-7.0,2.0,-5.0,0.0,0.0,0.0,0.0,0.0,-3.0,-3.0,-7.0,0.0,-0.33,-0.04,-0.37,0.0,-19.7,-6.0,-25.7,7.141933333,24.23686667,19.8892,59.1504,171.3333333,318.6666667,386.0,416.0,1.0,3.333333333,3.0,7.666666667,12.0,22.0,34.66666667,24.66666667,0.9267,2.369133333,2.5123,3.929366667,426.03,481.2592277,801.63,645.541683,0.0,-2.03,0.056666667,-1.286666667,0.0,23.0,6.666666667,58.33333333,0.0,0.0,0.0,0.0,0.0,5.666666667,-0.666666667,17.0,0.0,0.96,0.18,2.86,0.0,46.79763,7.133333333,94.84059667
66.0,9.72,0.0,0.0,-1.534951217,9.598037547,0.0,-0.752155878,-0.882000896,15.68342126,1463.152243,5.04966,3.95603,5.04926,1.69109,0.5854,0.346167,344.1552,664.3328,1612.752,1690.2784,17578.0,24320.0,42480.0,54400.0,38.0,96.0,168.0,240.0,264.0,672.0,1056.0,1632.0,33.7406,86.0816,135.0104,209.3056,3.63,25.22666667,16.06,59.80333333,2373.666667,1546.666667,2900.0,3673.333333,1.0,4.0,4.0,10.0,16.0,32.0,64.0,96.0,1.9937,4.078266667,5.921866667,10.3074,0.0,-6.426666667,-1.426666667,-14.28666667,0.0,161.3333333,133.3333333,407.3333333,0.0,0.0,0.0,0.0,0.0,8.0,0.0,16.0,0.0,2.666666667,1.346666667,6.586666667,124.7924,192.0862,400.7958,471.3864,974.0,2020.0,2784.0,3084.0,15.0,28.0,50.0,60.0,78.0,188.0,242.0,204.0,7.7109,17.11,25.972,30.8912,11.8336,7.5336,32.4392,28.1392,64.0,120.0,176.0,232.0,1.0,1.0,3.0,3.0,1.0,4.0,6.0,10.0,0.5329,0.7738,1.6279,1.8688,28.09,132.5,116.07,220.48,0.0,1.25,0.89,2.14,0.0,-7.0,2.0,-5.0,0.0,0.0,0.0,0.0,0.0,-3.0,-3.0,-7.0,0.0,-0.33,-0.04,-0.37,0.0,-19.7,-6.0,-25.7,7.141933333,24.23686667,19.8892,59.1504,171.3333333,318.6666667,386.0,416.0,1.0,3.333333333,3.0,7.666666667,12.0,22.0,34.66666667,24.66666667,0.9267,2.369133333,2.5123,3.929366667,426.03,481.2592277,801.63,645.541683,0.0,-2.03,0.056666667,-1.286666667,0.0,23.0,6.666666667,58.33333333,0.0,0.0,0.0,0.0,0.0,5.666666667,-0.666666667,17.0,0.0,0.96,0.18,2.86,0.0,46.79763,7.133333333,94.84059667
66.0,9.6602,0.0,0.0,-1.52887073,9.538449472,0.0,-0.791958185,-0.929005933,15.57723901,1435.338668,4.93593,3.90727,4.82568,1.7362,0.5792,0.333602,344.3344,666.5344,1614.1536,1694.6816,18280.0,24704.0,43200.0,55168.0,38.0,96.0,168.0,240.0,264.0,672.0,1056.0,1632.0,34.0836,86.6656,135.8584,210.4736,3.659866667,25.41013333,16.1768,60.23826667,2490.666667,1578.666667,2960.0,3749.333333,1.0,4.0,4.0,10.0,16.0,32.0,64.0,96.0,2.050866667,4.126933333,5.992533333,10.4304,0.0,-6.373333333,-1.373333333,-14.15333333,0.0,165.3333333,137.3333333,417.3333333,0.0,0.0,0.0,0.0,0.0,8.0,0.0,16.0,0.0,2.733333333,1.413333333,6.753333333,124.7924,192.0862,400.7958,471.3864,974.0,2020.0,2784.0,3084.0,15.0,28.0,50.0,60.0,78.0,188.0,242.0,204.0,7.7109,17.11,25.972,30.8912,11.8336,7.5336,32.4392,28.1392,64.0,120.0,176.0,232.0,1.0,1.0,3.0,3.0,1.0,4.0,6.0,10.0,0.5329,0.7738,1.6279,1.8688,28.09,132.5,116.07,220.48,0.0,1.25,0.89,2.14,0.0,-7.0,2.0,-5.0,0.0,0.0,0.0,0.0,0.0,-3.0,-3.0,-7.0,0.0,-0.33,-0.04,-0.37,0.0,-19.7,-6.0,-25.7,7.141933333,24.23686667,19.8892,59.1504,171.3333333,318.6666667,386.0,416.0,1.0,3.333333333,3.0,7.666666667,12.0,22.0,34.66666667,24.66666667,0.9267,2.369133333,2.5123,3.929366667,426.03,481.2592277,801.63,645.541683,0.0,-2.03,0.056666667,-1.286666667,0.0,23.0,6.666666667,58.33333333,0.0,0.0,0.0,0.0,0.0,5.666666667,-0.666666667,17.0,0.0,0.96,0.18,2.86,0.0,46.79763,7.133333333,94.84059667
78.0,9.9402,0.0,0.0,-1.242067863,9.862294026,0.0,-0.675141014,-0.765502189,15.65676502,1534.882387,4.65103,4.01588,4.65103,1.69435,0.5698,0.336294,430.3434,818.1696,2118.3088,2540.096,18306.0,28480.0,46216.0,59392.0,50.0,120.0,228.0,352.0,348.0,928.0,1484.0,2224.0,37.4504,101.4992,166.8964,257.3104,3.6523,27.95573333,19.46226667,60.12953333,2451.0,1882.666667,3018.666667,3724.0,1.0,4.666666667,5.333333333,10.0,22.66666667,49.33333333,82.66666667,112.0,2.0742,5.002933333,6.889066667,10.4796,0.0,-7.926666667,-2.813333333,-14.18666667,0.0,198.0,213.3333333,414.0,0.0,0.0,0.0,0.0,0.0,12.66666667,9.333333333,22.66666667,0.0,3.446666667,3.293333333,6.82,124.7924,192.0862,400.7958,471.3864,974.0,2020.0,2784.0,3084.0,15.0,28.0,50.0,60.0,78.0,188.0,242.0,204.0,7.7109,17.11,25.972,30.8912,11.8336,7.5336,32.4392,28.1392,64.0,120.0,176.0,232.0,1.0,1.0,3.0,3.0,1.0,4.0,6.0,10.0,0.5329,0.7738,1.6279,1.8688,28.09,132.5,116.07,220.48,0.0,1.25,0.89,2.14,0.0,-7.0,2.0,-5.0,0.0,0.0,0.0,0.0,0.0,-3.0,-3.0,-7.0,0.0,-0.33,-0.04,-0.37,0.0,-19.7,-6.0,-25.7,7.141933333,24.23686667,19.8892,59.1504,171.3333333,318.6666667,386.0,416.0,1.0,3.333333333,3.0,7.666666667,12.0,22.0,34.66666667,24.66666667,0.9267,2.369133333,2.5123,3.929366667,426.03,481.2592277,801.63,645.541683,0.0,-2.03,0.056666667,-1.286666667,0.0,23.0,6.666666667,58.33333333,0.0,0.0,0.0,0.0,0.0,5.666666667,-0.666666667,17.0,0.0,0.96,0.18,2.86,0.0,46.79763,7.133333333,94.84059667
66.0,9.5899,0.0,0.0,-1.497975619,9.472183014,0.0,-0.790600238,-0.925454786,15.47620951,1405.816898,4.85877,3.85756,4.85877,1.80735,0.5748,0.318034,344.1552,664.3328,1612.752,1690.2784,19530.0,25344.0,44400.0,56448.0,38.0,96.0,168.0,240.0,264.0,672.0,1056.0,1632.0,33.6732,85.9648,134.8408,209.072,3.63,25.22666667,16.06,59.80333333,2699.0,1632.0,3060.0,3876.0,1.0,4.0,4.0,10.0,16.0,32.0,64.0,96.0,1.982466667,4.068533333,5.907733333,10.2828,0.0,-6.426666667,-1.426666667,-14.28666667,0.0,172.0,144.0,434.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,16.0,0.0,2.653333333,1.333333333,6.553333333,124.7924,192.0862,400.7958,471.3864,974.0,2020.0,2784.0,3084.0,15.0,28.0,50.0,60.0,78.0,188.0,242.0,204.0,7.7109,17.11,25.972,30.8912,11.8336,7.5336,32.4392,28.1392,64.0,120.0,176.0,232.0,1.0,1.0,3.0,3.0,1.0,4.0,6.0,10.0,0.5329,0.7738,1.6279,1.8688,28.09,132.5,116.07,220.48,0.0,1.25,0.89,2.14,0.0,-7.0,2.0,-5.0,0.0,0.0,0.0,0.0,0.0,-3.0,-3.0,-7.0,0.0,-0.33,-0.04,-0.37,0.0,-19.7,-6.0,-25.7,7.141933333,24.23686667,19.8892,59.1504,171.3333333,318.6666667,386.0,416.0,1.0,3.333333333,3.0,7.666666667,12.0,22.0,34.66666667,24.66666667,0.9267,2.369133333,2.5123,3.929366667,426.03,481.2592277,801.63,645.541683,0.0,-2.03,0.056666667,-1.286666667,0.0,23.0,6.666666667,58.33333333,0.0,0.0,0.0,0.0,0.0,5.666666667,-0.666666667,17.0,0.0,0.96,0.18,2.86,0.0,46.79763,7.133333333,94.84059667
182.0,13.514,0.0,0.0,-4.395148907,13.39584188,0.0,-4.559425546,-6.697920939,12.417,2247.866983,4.45628,3.70394,4.4544,1.49644,0.4114,0.27492,227.5127,413.216,852.3968,1293.136,3842.0,7760.0,12626.0,12412.0,29.0,60.0,106.0,168.0,166.0,452.0,696.0,800.0,19.0501,44.0516,75.105,98.476,2.7225,25.608,28.105,62.051,900.0,1080.0,2080.0,2300.0,1.0,4.666666667,7.333333333,13.33333333,22.66666667,58.66666667,106.6666667,146.6666667,1.7161,4.497666667,7.641666667,11.79,0.0,-7.82,-4.933333333,-15.60666667,0.0,104.0,150.6666667,323.3333333,0.0,0.0,0.0,0.0,0.0,10.66666667,14.0,33.33333333,0.0,2.68,3.773333333,8.466666667,145.8482,291.2407,440.8768,510.2925,632.0,1276.0,1756.0,1728.0,21.0,43.0,65.0,79.0,108.0,261.0,353.0,365.0,9.2613,21.1997,30.0437,32.5395,10.9696,11.016,23.36373333,18.73866667,59.0,60.0,107.3333333,82.66666667,1.0,1.333333333,2.666666667,2.333333333,2.0,6.0,8.0,7.333333333,0.542766667,0.759733333,1.3,1.126966667,36.98,95.67333333,136.635076,129.9617427,0.0,0.92,1.48,1.91,0.0,2.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,-2.0,-1.333333333,-2.333333333,0.0,-0.04,0.213333333,0.193333333,0.0,-6.6,-4.671406667,-7.371406667,7.457066667,9.725733333,12.8868,13.58533333,40.16666667,52.33333333,70.0,64.33333333,0.666666667,1.0,1.333333333,1.666666667,2.0,4.0,5.0,7.0,0.3602,0.554933333,0.74,0.8471,23.17166667,50.065,71.86333333,98.88087133,0.0,0.23,0.608333333,1.333333333,0.0,0.5,1.333333333,4.333333333,0.0,0.0,0.0,0.0,0.0,-0.333333333,-1.0,-1.333333333,0.0,-0.01,-0.026666667,0.08,0.0,-1.65,-4.3,-6.335703333
182.0,13.4867,0.0,0.0,-4.561524831,12.92434539,0.0,-4.462701143,-6.462128314,12.53851116,2185.547368,4.09649,3.3872,4.09649,1.53911,0.391,0.254043,227.5127,413.216,852.3968,1293.136,3842.0,7760.0,12626.0,12412.0,29.0,60.0,106.0,168.0,166.0,452.0,696.0,800.0,19.0501,44.0516,75.105,98.476,2.7225,25.608,28.105,62.051,900.0,1080.0,2080.0,2300.0,1.0,4.666666667,7.333333333,13.33333333,22.66666667,58.66666667,106.6666667,146.6666667,1.7161,4.497666667,7.641666667,11.79,0.0,-7.82,-4.933333333,-15.60666667,0.0,104.0,150.6666667,323.3333333,0.0,0.0,0.0,0.0,0.0,10.66666667,14.0,33.33333333,0.0,2.68,3.773333333,8.466666667,145.8482,291.2407,440.8768,510.2925,632.0,1276.0,1756.0,1728.0,21.0,43.0,65.0,79.0,108.0,261.0,353.0,365.0,9.2613,21.1997,30.0437,32.5395,10.9696,11.016,23.36373333,18.73866667,59.0,60.0,107.3333333,82.66666667,1.0,1.333333333,2.666666667,2.333333333,2.0,6.0,8.0,7.333333333,0.542766667,0.759733333,1.3,1.126966667,36.98,95.67333333,136.635076,129.9617427,0.0,0.92,1.48,1.91,0.0,2.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,-2.0,-1.333333333,-2.333333333,0.0,-0.04,0.213333333,0.193333333,0.0,-6.6,-4.671406667,-7.371406667,7.457066667,9.725733333,12.8868,13.58533333,40.16666667,52.33333333,70.0,64.33333333,0.666666667,1.0,1.333333333,1.666666667,2.0,4.0,5.0,7.0,0.3602,0.554933333,0.74,0.8471,23.17166667,50.065,71.86333333,98.88087133,0.0,0.23,0.608333333,1.333333333,0.0,0.5,1.333333333,4.333333333,0.0,0.0,0.0,0.0,0.0,-0.333333333,-1.0,-1.333333333,0.0,-0.01,-0.026666667,0.08,0.0,-1.65,-4.3,-6.335703333
