feature,importance
D_mc-chi-3,0.05952332379543826
D_mc-chi-2,0.05909128574444192
f-sbu-chi-3,0.05704006468410731
f-sbu-S-0,0.055632350256322925
cell_22_0,0.05274162749097203
cell_00_0,0.05242727739834331
f-sbu-Z-3,0.052088383960799144
f-link-S-0,0.05052206886828519
LCD_0,0.05016218018826911
VF_0,0.04976119165355679
cell_11_0,0.04924633311862255
f-link-Z-2,0.04920341145392427
density_0,0.04661842517354134
PLD_0,0.04648910866801059
f-link-Z-3,0.046445229914267624
PV_0,0.04574563028863865
f-link-S-1,0.045527541409757365
f-link-Z-0,0.04529708793859648
f-link-chi-0,0.044360036519399036
f-link-Z-1,0.04207744147470625
