feature,importance
D_mc-chi-2,0.032152153549720446
f-link-S-0,0.03174590191693418
f-link-Z-2,0.031116706409962815
f-link-Z-1,0.02911487879380033
f-link-Z-3,0.028023171338084702
D_mc-chi-3,0.027680629131496763
cell_22_0,0.02764705224440502
lc-Z-2,0.02744813260075191
f-link-chi-0,0.026982175953172503
cell_00_0,0.0267315005274533
VF_0,0.026493037227779112
f-link-S-1,0.02599829308792473
f-link-Z-0,0.025977556046941196
mc-chi-3,0.025368606914355156
LCD_0,0.025282441437263155
f-sbu-chi-3,0.02524693263530721
D_mc-S-2,0.024796525788330068
f-link-T-3,0.024612622454504712
PV_0,0.024539517588806476
cell_11_0,0.02452718746530589
f-sbu-S-0,0.0245201512024852
density_0,0.02449551917416445
mc-chi-2,0.02445181371079364
PLD_0,0.023974447180097887
mc-S-1,0.023938806818704705
f-sbu-Z-3,0.0235643390996117
f-link-S-2,0.02347295601339735
mc-S-2,0.02329388986784048
LFPD_0,0.023251264928124557
N_atoms,0.023108117192827786
f-sbu-chi-2,0.022737025525594458
mc-Z-3,0.022481747225005493
f-sbu-chi-0,0.02239803726236409
f-sbu-Z-2,0.02228029336958945
mc-T-3,0.022211317937778873
volume_0,0.021989475242827752
f-sbu-S-1,0.021768006000700574
mc-Z-2,0.021705273830611528
D_mc-S-1,0.021459342269682363
mc-S-3,0.021413153035498077
